total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
115,0.004767585595014377,-0.0002805664416561,0.4956521739130435,0.07166611999941458,0.066524957609723,0.05505753625806433,0.044655296953155406,0.004767585595014379
