agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,RCSI,RCSI_z
breakout,0.2973204889873408,-0.092983467884163,-0.0607174753809808,0.2470839357326987,91.54,0.3903039568715038,1.4490539957873085
momentum,-0.0873555941537428,-0.1232626608349335,-0.0912295621561942,0.2523346222922154,56.36,0.03590706668119069,0.01535250282842738
random,-0.2261711543939952,-0.1451518210898304,-0.1140452808552935,0.2390357428205934,35.66,-0.0810193333041648,-0.4690757633801109
trend,-0.2998493515532205,-0.1940777087642243,-0.1697470565310201,0.2290343053834696,31.540000000000003,-0.1057716427889962,-0.5680471962677014
mean_reversion,-0.2638686151503873,-0.0782209275027867,-0.0499595770455192,0.2331616968245316,17.06,-0.1856476876476006,-0.9174278666613396
