total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value,average_holding_period_days,average_holding_period_hours,average_holding_bars,trades_per_month,stop_loss_exit_rate,take_profit_exit_rate
79,-0.00042884777695680255,-0.0011555700336308,0.379746835443038,0.005991290962598658,-0.07157852616972461,0.0058785376258028545,0.004290512309258632,-0.0004288477769568014,0.9113924050632911,32.29113924050633,5.468354430379747,2.525358830736916,0.24050632911392406,0.3037974683544304
