ticker,fold_id,fold_start,fold_end,agent,mean_actual_cumulative_return,median_actual_cumulative_return,std_actual_cumulative_return,min_actual_cumulative_return,max_actual_cumulative_return,p25_actual_cumulative_return,p75_actual_cumulative_return,mean_annualized_return,median_annualized_return,std_annualized_return,min_annualized_return,max_annualized_return,p25_annualized_return,p75_annualized_return,mean_annualized_sharpe,median_annualized_sharpe,std_annualized_sharpe,min_annualized_sharpe,max_annualized_sharpe,p25_annualized_sharpe,p75_annualized_sharpe,mean_trade_level_return_ratio,median_trade_level_return_ratio,std_trade_level_return_ratio,min_trade_level_return_ratio,max_trade_level_return_ratio,p25_trade_level_return_ratio,p75_trade_level_return_ratio,mean_max_drawdown,median_max_drawdown,std_max_drawdown,min_max_drawdown,max_max_drawdown,p25_max_drawdown,p75_max_drawdown,mean_p_value,median_p_value,std_p_value,min_p_value,max_p_value,p25_p_value,p75_p_value,mean_p_value_prominence,median_p_value_prominence,std_p_value_prominence,min_p_value_prominence,max_p_value_prominence,p25_p_value_prominence,p75_p_value_prominence,mean_actual_percentile,median_actual_percentile,std_actual_percentile,min_actual_percentile,max_actual_percentile,p25_actual_percentile,p75_actual_percentile,mean_RCSI,median_RCSI,std_RCSI,min_RCSI,max_RCSI,p25_RCSI,p75_RCSI,mean_RCSI_z,median_RCSI_z,std_RCSI_z,min_RCSI_z,max_RCSI_z,p25_RCSI_z,p75_RCSI_z,mean_number_of_trades,proportion_significant_runs,proportion_outperforming_null_runs,number_of_outer_runs,simulations_per_run,transaction_cost,null_model
AAPL,fold_01,1982-06-04,1984-05-30,trend,-0.4541128248552697,-0.4541128248552697,1.6653345369377348e-16,-0.4541128248552697,-0.4541128248552697,-0.4541128248552697,-0.4541128248552697,-0.2616026719207799,-0.2616026719207799,5.551115123125783e-17,-0.2616026719207799,-0.2616026719207799,-0.2616026719207799,-0.2616026719207799,-0.44401141072512645,-0.44401141072512645,0.0,-0.44401141072512645,-0.44401141072512645,-0.44401141072512645,-0.44401141072512645,-0.0520670394561577,-0.0520670394561577,1.3877787807814457e-17,-0.0520670394561577,-0.0520670394561577,-0.0520670394561577,-0.0520670394561577,-0.6343805098389275,-0.6343805098389275,1.1102230246251565e-16,-0.6343805098389275,-0.6343805098389275,-0.6343805098389275,-0.6343805098389275,0.9956333333333334,0.996,0.0021676920650518833,0.992,1.0,0.994,0.997,0.0019016011936780668,0.00174066157630127,0.0009455644685915005,-0.0,0.0034883278458213473,0.0013048416883442813,0.00261361560268669,0.43666666666666665,0.4,0.21676920650518813,0.0,0.8,0.3,0.6,-1.008400483419394,-1.0126753369486527,0.029435284655233967,-1.0571296470025455,-0.9473403905248681,-1.0299117533198578,-0.9829034180555292,-1.4633559318410139,-1.460447113594656,0.04217314133302036,-1.5461207052414614,-1.351824638001464,-1.491062966389093,-1.4442029005619947,14.0,0.0,0.0,30,1000,0.00047,random_timing_matched_duration
AAPL,fold_01,1982-06-04,1984-05-30,mean_reversion,-0.5697321068259475,-0.5697321068259475,0.0,-0.5697321068259475,-0.5697321068259475,-0.5697321068259475,-0.5697321068259475,-0.3446015749807597,-0.3446015749807597,1.6653345369377348e-16,-0.3446015749807597,-0.3446015749807597,-0.3446015749807597,-0.3446015749807597,-1.101030990195574,-1.101030990195574,2.220446049250313e-16,-1.101030990195574,-1.101030990195574,-1.101030990195574,-1.101030990195574,-0.7995332609515063,-0.7995332609515063,1.1102230246251565e-16,-0.7995332609515063,-0.7995332609515063,-0.7995332609515063,-0.7995332609515063,-0.5836120712831122,-0.5836120712831123,2.220446049250313e-16,-0.5836120712831123,-0.5836120712831123,-0.5836120712831123,-0.5836120712831123,0.9983333333333333,0.998,0.0012202003478482097,0.996,1.0,0.99725,0.999,0.0007247524113478134,0.0008694587126288914,0.000530845981143705,-0.0,0.00174066157630127,0.0004345117740176917,0.0011959959444154337,0.16666666666666666,0.2,0.12202003478482085,0.0,0.4,0.1,0.275,-0.8253319801626817,-0.8243165889807762,0.017258000649616575,-0.8575969118888811,-0.7842136789131975,-0.8378744712898785,-0.8186463797635972,-1.7904957574745064,-1.7902213066770596,0.03679863695765198,-1.8812740515246125,-1.7332314758894876,-1.8168260762807948,-1.7592946824383036,8.0,0.0,0.0,30,1000,0.00047,random_timing_matched_duration
AAPL,fold_01,1982-06-04,1984-05-30,random,-0.6704788146328973,-0.6704788146328973,0.0,-0.6704788146328973,-0.6704788146328973,-0.6704788146328973,-0.6704788146328973,-0.42659374069712797,-0.42659374069712797,1.6653345369377348e-16,-0.42659374069712797,-0.42659374069712797,-0.42659374069712797,-0.42659374069712797,-0.9025601862289178,-0.9025601862289178,0.0,-0.9025601862289178,-0.9025601862289178,-0.9025601862289178,-0.9025601862289178,-0.3406578027814611,-0.3406578027814611,0.0,-0.3406578027814611,-0.3406578027814611,-0.3406578027814611,-0.3406578027814611,-0.6924679433726776,-0.6924679433726775,2.220446049250313e-16,-0.6924679433726775,-0.6924679433726775,-0.6924679433726775,-0.6924679433726775,0.9999,1.0,0.00030000000000000024,0.999,1.0,1.0,1.0,4.3451177401769166e-05,-0.0,0.00013035353220530748,-0.0,0.0004345117740176917,0.0,-0.0,0.010000000000000002,0.0,0.029999999999999995,0.0,0.1,0.0,0.0,-1.2695446987205612,-1.2693608084601138,0.027551339640063063,-1.3280124991305209,-1.2088239334787672,-1.2845829327830263,-1.252519233136737,-1.746988658004864,-1.7408414136563466,0.04842365511620881,-1.8573251321426882,-1.6462707979829854,-1.7764805170196547,-1.719846366599901,11.0,0.0,0.0,30,1000,0.00047,random_timing_matched_duration
AAPL,fold_01,1982-06-04,1984-05-30,breakout,0.36068766125946095,0.36068766125946095,1.6653345369377348e-16,0.36068766125946095,0.36068766125946095,0.36068766125946095,0.36068766125946095,0.1668423519832154,0.1668423519832154,8.326672684688674e-17,0.1668423519832154,0.1668423519832154,0.1668423519832154,0.1668423519832154,0.5728206322877095,0.5728206322877094,2.220446049250313e-16,0.5728206322877094,0.5728206322877094,0.5728206322877094,0.5728206322877094,0.3355882483036789,0.3355882483036789,1.1102230246251565e-16,0.3355882483036789,0.3355882483036789,0.3355882483036789,0.3355882483036789,-0.4552791939828389,-0.4552791939828389,1.1102230246251565e-16,-0.4552791939828389,-0.4552791939828389,-0.4552791939828389,-0.4552791939828389,0.5921666666666667,0.593,0.014737895221352182,0.557,0.622,0.584,0.603,0.227691574890258,0.22694592414794335,0.010871386029980817,0.2062096153091813,0.25414480482627105,0.2196826878598487,0.23358905861883586,40.78333333333333,40.7,1.4737895221352173,37.8,44.3,39.7,41.599999999999994,-0.11563937669315695,-0.11833204349414209,0.018190821196603042,-0.14152257228521137,-0.06517494624041964,-0.13089017190093255,-0.1043092346216479,-0.3962337359598879,-0.4012341954839438,0.02349026207675469,-0.4374992427470562,-0.34522601806980197,-0.4123302853895159,-0.3830919809929566,5.0,0.0,0.0,30,1000,0.00047,random_timing_matched_duration
AAPL,fold_02,1983-06-02,1985-05-29,trend,-0.8959091611519657,-0.8959091611519657,1.1102230246251565e-16,-0.8959091611519657,-0.8959091611519657,-0.8959091611519657,-0.8959091611519657,-0.6780936623564634,-0.6780936623564634,0.0,-0.6780936623564634,-0.6780936623564634,-0.6780936623564634,-0.6780936623564634,-2.9095821208264536,-2.9095821208264536,8.881784197001252e-16,-2.9095821208264536,-2.9095821208264536,-2.9095821208264536,-2.9095821208264536,-2.373014002098454,-2.373014002098454,0.0,-2.373014002098454,-2.373014002098454,-2.373014002098454,-2.373014002098454,-0.9005107772242614,-0.9005107772242615,2.220446049250313e-16,-0.9005107772242615,-0.9005107772242615,-0.9005107772242615,-0.9005107772242615,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5710548901505114,-0.5711908840383215,0.011139132502871588,-0.5913784517365261,-0.5440518191645627,-0.5805513700679811,-0.5647272362162482,-2.433964838367056,-2.4338292142035156,0.07398492642338725,-2.6367745400132745,-2.306552575435825,-2.473965810302729,-2.3753681143967267,19.0,0.0,0.0,30,1000,0.00047,random_timing_matched_duration
AAPL,fold_02,1983-06-02,1985-05-29,mean_reversion,-0.7386779292054467,-0.7386779292054468,2.220446049250313e-16,-0.7386779292054468,-0.7386779292054468,-0.7386779292054468,-0.7386779292054468,-0.48948477595865025,-0.48948477595865025,1.6653345369377348e-16,-0.48948477595865025,-0.48948477595865025,-0.48948477595865025,-0.48948477595865025,-1.5131837619079087,-1.513183761907909,4.440892098500626e-16,-1.513183761907909,-1.513183761907909,-1.513183761907909,-1.513183761907909,-0.957195069875153,-0.957195069875153,3.3306690738754696e-16,-0.957195069875153,-0.957195069875153,-0.957195069875153,-0.957195069875153,-0.7501983167228059,-0.7501983167228059,1.1102230246251565e-16,-0.7501983167228059,-0.7501983167228059,-0.7501983167228059,-0.7501983167228059,0.9986333333333334,0.999,0.0012512216252748983,0.995,1.0,0.998,0.99975,0.0005942829228525539,0.0004345117740176917,0.0005444907683055441,-0.0,0.002176919254274547,0.00010862794350442292,0.0008694587126288914,0.1366666666666667,0.1,0.12512216252748973,0.0,0.5,0.025,0.2,-0.4382272552897174,-0.4361353875866917,0.010418591365770235,-0.45720376856505635,-0.4143391825341035,-0.44595623088146963,-0.43241859813488764,-1.846982941263308,-1.8418641520241879,0.039687188412750395,-1.9272792393619458,-1.780307440950143,-1.8697010120068533,-1.8221656589801756,11.0,0.0,0.0,30,1000,0.00047,random_timing_matched_duration
AAPL,fold_02,1983-06-02,1985-05-29,random,-0.6555773283986368,-0.6555773283986368,2.220446049250313e-16,-0.6555773283986368,-0.6555773283986368,-0.6555773283986368,-0.6555773283986368,-0.41374613598309345,-0.4137461359830934,1.1102230246251565e-16,-0.4137461359830934,-0.4137461359830934,-0.4137461359830934,-0.4137461359830934,-1.2498669890451148,-1.2498669890451148,0.0,-1.2498669890451148,-1.2498669890451148,-1.2498669890451148,-1.2498669890451148,-0.5522085653102378,-0.5522085653102378,0.0,-0.5522085653102378,-0.5522085653102378,-0.5522085653102378,-0.5522085653102378,-0.6555773283986368,-0.6555773283986368,2.220446049250313e-16,-0.6555773283986368,-0.6555773283986368,-0.6555773283986368,-0.6555773283986368,0.9940333333333334,0.994,0.002344970978261543,0.988,0.999,0.993,0.99575,0.0026002615167940056,0.00261361560268669,0.0010252143319246585,0.0004345117740176917,0.005243055412371883,0.0018497259957945893,0.0030507515046188267,0.5966666666666668,0.6,0.2344970978261541,0.1,1.2,0.42500000000000004,0.7000000000000001,-0.40029179229519235,-0.39970699750159067,0.010121174145503104,-0.4305838294829528,-0.3780232186724348,-0.4059233052573967,-0.39594356390095253,-1.7538460787430692,-1.7479298085645167,0.04724106050044984,-1.8627741082597635,-1.6653015617743283,-1.7800250678589342,-1.7167270953241753,15.0,0.0,0.0,30,1000,0.00047,random_timing_matched_duration
AAPL,fold_02,1983-06-02,1985-05-29,momentum,-0.827755027638479,-0.827755027638479,2.220446049250313e-16,-0.827755027638479,-0.827755027638479,-0.827755027638479,-0.827755027638479,-0.5857009099455657,-0.5857009099455657,1.1102230246251565e-16,-0.5857009099455657,-0.5857009099455657,-0.5857009099455657,-0.5857009099455657,-2.495852098759629,-2.495852098759629,4.440892098500626e-16,-2.495852098759629,-2.495852098759629,-2.495852098759629,-2.495852098759629,-1.6963696455621304,-1.6963696455621304,4.440892098500626e-16,-1.6963696455621304,-1.6963696455621304,-1.6963696455621304,-1.6963696455621304,-0.8353524742775761,-0.8353524742775761,2.220446049250313e-16,-0.8353524742775761,-0.8353524742775761,-0.8353524742775761,-0.8353524742775761,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5422842492508436,-0.5409024077882407,0.011038546844170053,-0.5639091812981734,-0.5103288833884866,-0.5500732930844441,-0.5369674283730141,-2.1283704965494707,-2.1404444396797486,0.05578886451340593,-2.266293070797373,-1.9894227493557513,-2.1630820305476623,-2.0922564652327185,11.0,0.0,0.0,30,1000,0.00047,random_timing_matched_duration
AAPL,fold_02,1983-06-02,1985-05-29,breakout,-0.6383873539986384,-0.6383873539986384,0.0,-0.6383873539986384,-0.6383873539986384,-0.6383873539986384,-0.6383873539986384,-0.39926534895836824,-0.3992653489583682,1.1102230246251565e-16,-0.3992653489583682,-0.3992653489583682,-0.3992653489583682,-0.3992653489583682,-1.3581857526844774,-1.3581857526844774,0.0,-1.3581857526844774,-1.3581857526844774,-1.3581857526844774,-1.3581857526844774,-1.6343260577178904,-1.6343260577178906,4.440892098500626e-16,-1.6343260577178906,-1.6343260577178906,-1.6343260577178906,-1.6343260577178906,-0.6474310606202132,-0.6474310606202132,1.1102230246251565e-16,-0.6474310606202132,-0.6474310606202132,-0.6474310606202132,-0.6474310606202132,0.9850333333333333,0.984,0.0043930500667405245,0.977,0.995,0.982,0.988,0.006553387281044963,0.007004901568658489,0.0019353380774697268,0.002176919254274547,0.010105436281226938,0.005243055412371883,0.00788851221305034,1.4966666666666666,1.6,0.439305006674052,0.5,2.3,1.2,1.7999999999999998,-0.3317158416176264,-0.33487065106898345,0.01021804749561226,-0.352944403899915,-0.3123495987284328,-0.33856553177867565,-0.32330029207066474,-1.419343731950484,-1.4193088733387913,0.0388053256940168,-1.4899272306138729,-1.3310538450233018,-1.4421564347784142,-1.3964826787134454,6.0,0.0,0.0,30,1000,0.00047,random_timing_matched_duration
AAPL,fold_03,1984-05-31,1986-05-29,trend,-0.851710123575042,-0.851710123575042,1.1102230246251565e-16,-0.851710123575042,-0.851710123575042,-0.851710123575042,-0.851710123575042,-0.6156456445424258,-0.6156456445424258,1.1102230246251565e-16,-0.6156456445424258,-0.6156456445424258,-0.6156456445424258,-0.6156456445424258,-3.3114320930784236,-3.3114320930784236,0.0,-3.3114320930784236,-3.3114320930784236,-3.3114320930784236,-3.3114320930784236,-2.815756322683906,-2.8157563226839066,8.881784197001252e-16,-2.8157563226839066,-2.8157563226839066,-2.8157563226839066,-2.8157563226839066,-0.851710123575042,-0.851710123575042,1.1102230246251565e-16,-0.851710123575042,-0.851710123575042,-0.851710123575042,-0.851710123575042,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8837841340801944,-0.8850570861852027,0.007002133253103828,-0.8954886177686928,-0.8694993823760828,-0.8870271451676632,-0.8779131674107468,-3.9528134927010536,-3.9702475549253107,0.08273305996091186,-4.133781182890167,-3.778886628041734,-4.021243263602926,-3.887425354179971,13.0,0.0,0.0,30,1000,0.00047,random_timing_matched_duration
