agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,fdr_q_value,fdr_significant_0_05,fdr_significant_0_10
trend,Luck,Strongly Random,High,strongly random,stable,Strongly Random (High confidence): results are consistent with randomness; stability=stable; mean p=0.934; mean percentile=6.6; mean RCSI_z=-1.141.,3.282456962583389,0.4674452322879564,0.137876089876217,-0.3976951530780001,-3.907756494307835,-1.1526225965272106,0.9332,0.0300252698782849,6.68,275.0,7976,0.00047,1.0,False,False
mean_reversion,Skill,Strong Skill,High,strong skill,stable,Strong Skill (High confidence): repeated-run evidence supports skill; stability=stable; mean p=0.009; mean percentile=99.0; mean RCSI_z=3.177.,3.1258939193198065,0.4148319244063797,0.2799859400071934,-0.3941860715664038,2.4010823377611703,3.3066822663952387,0.006,2.221848749616356,99.4,142.0,7976,0.00047,0.15,False,False
random,Luck,Strongly Random,High,strongly random,stable,Strongly Random (High confidence): results are consistent with randomness; stability=stable; mean p=0.990; mean percentile=1.0; mean RCSI_z=-1.422.,0.3204521629115444,0.1326194365827483,0.0581721688962283,-0.6062936250338253,-2.5034542784099054,-1.4053277149590493,0.991,0.0039263455147246,0.8999999999999999,184.0,7976,0.00047,1.0,False,False
momentum,Inconclusive,Null-Like / Inconclusive,Low,null-like / inconclusive,unstable,Null-Like / Inconclusive (Low confidence): evidence is mixed; stability=unstable; mean p=0.504; mean percentile=49.6; mean RCSI_z=-0.213.,9.998853183442614,0.6748916425277194,0.2170173064325018,-0.3250060167445863,0.0234691206439396,-0.2170832948389529,0.4978,0.3029451077274255,50.22,118.0,7976,0.00047,1.0,False,False
breakout,Luck,Likely Random,Moderate,likely random,stable,Likely Random (Moderate confidence): results are consistent with randomness; stability=stable; mean p=0.823; mean percentile=17.7; mean RCSI_z=-0.851.,3.776183902302997,0.505527335087095,0.2578683717212816,-0.4257835421217644,-2.4533323405158,-0.8606668737981613,0.8234,0.0843891373385327,17.66,97.0,7976,0.00047,1.0,False,False
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,24.508506164521084,0.6244536445885868,,-0.551894566705946,,,,,,,8228,0.0,,,
