total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value,average_holding_period_days,average_holding_period_hours,average_holding_bars,trades_per_month,stop_loss_exit_rate,take_profit_exit_rate
27,-0.0005498782757441882,-0.0006502723469567,0.48148148148148145,0.0030545446880101716,-0.18001971878250586,0.0018765856960156861,0.002803023392378357,-0.0005498782757441884,1.8888888888888888,61.888888888888886,11.037037037037036,0.8326367781155015,0.037037037037037035,0.0
