total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
224,0.0065507961237239115,-0.00079066811086035,0.3169642857142857,0.045543627901895034,0.14383562367571817,0.03384740003154333,0.006116255362911244,0.006550796123723911
