start_date,end_date,first_close,last_close,buy_hold_return,annualized_sharpe,max_drawdown,number_of_periods,transaction_cost,timeframe_label,data_interval
2023-07-20 18:30,2026-04-01 19:30,41.7599983215332,58.22999954223633,0.39374123040708464,0.8240679250968237,-0.21803404292639206,4695,0.00047,1H,1h
