agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,RCSI,RCSI_z,simulation_count,bh_adjusted_p_value,research_grade
trend_pullback,0.2700016450558479,-0.0841451070489415,-0.0751496563780563,0.1349479211773843,98.85057471264368,0.3451513014339042,2.5576629741499683,2000,0.1319340329835082,False
trend_momentum_verification,0.1354529453735415,-0.0353555925962337,-0.0310045647271232,0.1363451660996805,89.30534732633684,0.1664575101006647,1.2208537703417324,2000,0.5677161419290355,False
random,-0.0872062706390137,-0.1557039875479854,-0.1371830720842976,0.1833401558254419,64.91754122938531,0.04997680144528391,0.2725905910806949,2000,0.5677161419290355,False
connors_rsi2_pullback,0.0135168448823828,-0.0269846300980835,-0.0252887100866616,0.0694090951383701,72.8135932033983,0.0388055549690444,0.5590845823833867,2000,0.5677161419290355,False
donchian_trend_reentry,0.0238098068852273,-0.0085877390878389,-0.0058815498578617,0.0994146203716799,62.86856571714144,0.029691356743089002,0.2986618731941276,2000,0.5677161419290355,False
breakout_volume_momentum,-0.0120089616170664,-0.0451033905126822,-0.0403024951064106,0.1123273071335952,60.66966516741629,0.028293533489344203,0.2518847305374606,2000,0.5677161419290355,False
adx_trend_following,-0.0333658095973458,-0.0593208003725024,-0.0507278546679881,0.1433445326157078,57.721139430284865,0.017362045070642297,0.12112108326578584,2000,0.5677161419290355,False
uptrend_oversold_reversion,-0.02297925591493,-0.0364560922433629,-0.0329512358456066,0.0845066586224778,57.32133933033483,0.0099719799306766,0.11800229820025292,2000,0.5677161419290355,False
volatility_squeeze_breakout,-0.0173504310682385,-0.0117488272383389,-0.0116267313807129,0.0738737592042919,47.426286856571714,-0.005723699687525601,-0.07747946969501272,2000,0.5677161419290355,False
mean_reversion_vol_filter,-0.0486819626359572,-0.0338292008831141,-0.0311186121836518,0.0921623888483196,44.17791104447776,-0.0175633504523054,-0.1905696094879992,2000,0.5677161419290355,False
turn_of_month_seasonality,-0.0760634876076698,-0.0570061885558022,-0.0532012767275546,0.111969785469805,43.278360819590205,-0.022862210880115204,-0.20418196555606047,2000,0.5677161419290355,False
