total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
126,-0.002109769883009606,0.00388896309065905,0.6111111111111112,0.024818996272483948,-0.08500625326853538,0.011877062934324402,0.02408907859596305,-0.0021097698830096047
