agent,outer_run,seed_used,actual_cumulative_return,annualized_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,RCSI,RCSI_z,significant_run,outperform_null_median,lower_5pct,upper_95pct,number_of_trades,transaction_cost,simulations_per_run,null_model
trend,1,101,2.5486823008342694,0.05429276165601713,0.5788724407955806,0.14383562367571817,-0.27877541117528715,1.453388284586838,1.5892567077960575,0.8746438340240104,87.9,0.121,0.9172146296835499,1.0952940162474314,1.0969328951010178,0,1,0.44364016959094443,3.198338370043054,224,0.00047,1000,random_timing_matched_duration
mean_reversion,1,101,0.4851544928648045,0.01738450855634184,0.31691983476088426,0.1936900067029754,-0.1637383062026262,0.3520596036066185,0.38167166050939316,0.3256981549820809,64.8,0.352,0.453457336521869,0.13309488925818602,0.3177261853420837,0,1,-0.11396037117384666,0.9466945871446406,94,0.00047,1000,random_timing_matched_duration
random,1,101,2.6292434651584378,0.055441489841538946,0.5777510345770882,0.23840430780861496,-0.30993772058430435,1.2818349268547422,1.390233794577312,0.8159278685562505,93.2,0.068,1.1674910872937636,1.3474085383036956,1.518528436555918,0,1,0.3148341419508096,2.8227402930403933,138,0.00047,1000,random_timing_matched_duration
momentum,1,101,1.7151186932327138,0.04770672161993576,0.4978753768069711,0.20579081433013174,-0.2347632767876543,1.4613442804345609,1.6336673292117798,0.9484942388394084,59.9,0.401,0.39685562737981767,0.25377441279815294,0.08587438983351033,0,1,0.4501012655258809,3.4057888129076033,92,0.00047,1000,random_timing_matched_duration
breakout,1,101,1.3433372889931778,0.03628422155180208,0.433663507427559,0.23892039967654924,-0.17180640196429975,1.3624057144536676,1.47732012741358,0.8273588871781633,49.3,0.507,0.294992040666664,-0.019068425460489813,-0.1619404112251355,0,0,0.39114585824004816,2.959080095913451,76,0.00047,1000,random_timing_matched_duration
trend,2,102,2.5486823008342694,0.05429276165601713,0.5788724407955806,0.14383562367571817,-0.27877541117528715,1.3872179870412995,1.5788168609449136,0.9228816640991535,85.7,0.143,0.8446639625349383,1.1614643137929699,1.0509098594304225,0,1,0.3772902727616655,3.3896243766511867,224,0.00047,1000,random_timing_matched_duration
mean_reversion,2,102,0.4851544928648045,0.01738450855634184,0.31691983476088426,0.1936900067029754,-0.1637383062026262,0.3372708554255759,0.3734547117422692,0.3306097661311581,68.0,0.32,0.494850021680094,0.1478836374392286,0.3378598957606783,0,1,-0.09953487641874066,0.9784294779174447,94,0.00047,1000,random_timing_matched_duration
random,2,102,2.6292434651584378,0.055441489841538946,0.5777510345770882,0.23840430780861496,-0.30993772058430435,1.2677092043567793,1.4118462983786586,0.8422861564978683,91.2,0.088,1.0555173278498313,1.3615342608016585,1.445348658989696,0,1,0.3089236728691998,3.015821971315248,138,0.00047,1000,random_timing_matched_duration
momentum,2,102,1.7151186932327138,0.04770672161993576,0.4978753768069711,0.20579081433013174,-0.2347632767876543,1.4350867644069871,1.5949983448281146,0.9234780769177873,62.7,0.373,0.4282911681913124,0.2800319288257267,0.13007384951196074,0,1,0.38877953789963227,3.2268281117364452,92,0.00047,1000,random_timing_matched_duration
breakout,2,102,1.3433372889931778,0.03628422155180208,0.433663507427559,0.23892039967654924,-0.17180640196429975,1.3521506980695905,1.491393784992937,0.819993661309781,49.6,0.504,0.2975694635544747,-0.008813409076412704,-0.18055809817269522,0,0,0.3859178997269035,2.960738769851829,76,0.00047,1000,random_timing_matched_duration
trend,3,103,2.5486823008342694,0.05429276165601713,0.5788724407955806,0.14383562367571817,-0.27877541117528715,1.4051896921121143,1.546619666982079,0.8945435002570724,87.3,0.127,0.8961962790440431,1.143492608722155,1.1201944159945483,0,1,0.3769053420346924,3.2367516460703225,224,0.00047,1000,random_timing_matched_duration
mean_reversion,3,103,0.4851544928648045,0.01738450855634184,0.31691983476088426,0.1936900067029754,-0.1637383062026262,0.3267782376625514,0.3757494141584568,0.3233683539566555,67.60000000000001,0.324,0.48945498979338786,0.15837625520225312,0.3383295779184763,0,1,-0.08308450725474426,0.9431190618539441,94,0.00047,1000,random_timing_matched_duration
random,3,103,2.6292434651584378,0.055441489841538946,0.5777510345770882,0.23840430780861496,-0.30993772058430435,1.3345832523440386,1.44571798338082,0.8148848384101807,92.2,0.078,1.1079053973095196,1.2946602128143991,1.4523837307939678,0,1,0.3319257347312978,2.9202734928837883,138,0.00047,1000,random_timing_matched_duration
momentum,3,103,1.7151186932327138,0.04770672161993576,0.4978753768069711,0.20579081433013174,-0.2347632767876543,1.4555651253397386,1.6253295734342037,0.9861182834615954,60.199999999999996,0.398,0.40011692792631215,0.25955356789297523,0.09105309302583982,0,1,0.3650815519428149,3.3599827550654835,92,0.00047,1000,random_timing_matched_duration
breakout,3,103,1.3433372889931778,0.03628422155180208,0.433663507427559,0.23892039967654924,-0.17180640196429975,1.3348958257896295,1.437574383348806,0.822281112618957,50.7,0.493,0.30715308072277,0.008441463203548327,-0.11460447395597342,0,1,0.34248459785599045,2.9353237016455926,76,0.00047,1000,random_timing_matched_duration
trend,4,104,2.5486823008342694,0.05429276165601713,0.5788724407955806,0.14383562367571817,-0.27877541117528715,1.4822252826190074,1.6264749522243276,0.9476774145571414,84.89999999999999,0.151,0.8210230527068306,1.066457018215262,0.9731236963591646,0,1,0.3664029485825663,3.402331158939635,224,0.00047,1000,random_timing_matched_duration
mean_reversion,4,104,0.4851544928648045,0.01738450855634184,0.31691983476088426,0.1936900067029754,-0.1637383062026262,0.37096946680490633,0.3982840474918724,0.3325138844861388,61.4,0.386,0.41341269532824504,0.11418502605989816,0.2612535879732667,0,1,-0.10827791225638768,0.9615362510016519,94,0.00047,1000,random_timing_matched_duration
random,4,104,2.6292434651584378,0.055441489841538946,0.5777510345770882,0.23840430780861496,-0.30993772058430435,1.3075892148441484,1.45352780622144,0.8734596123211432,91.3,0.087,1.0604807473813815,1.3216542503142894,1.3460446737916538,0,1,0.33471332132294185,3.098240887387064,138,0.00047,1000,random_timing_matched_duration
momentum,4,104,1.7151186932327138,0.04770672161993576,0.4978753768069711,0.20579081433013174,-0.2347632767876543,1.421232051799067,1.607328081485803,0.9660993124556096,63.0,0.37,0.431798275933005,0.29388664143364673,0.11157301362002936,0,1,0.41734876214455496,3.4158335170820933,92,0.00047,1000,random_timing_matched_duration
breakout,4,104,1.3433372889931778,0.03628422155180208,0.433663507427559,0.23892039967654924,-0.17180640196429975,1.3261124512274312,1.472282982590041,0.8411479834249628,51.0,0.49,0.3098039199714863,0.01722483776574668,-0.15329727484077854,0,1,0.3532804757897646,2.981606439068459,76,0.00047,1000,random_timing_matched_duration
trend,5,105,2.5486823008342694,0.05429276165601713,0.5788724407955806,0.14383562367571817,-0.27877541117528715,1.4653931498989983,1.6081139312537334,0.9065721936537781,86.2,0.138,0.8601209135987634,1.0832891509352711,1.037499689671423,0,1,0.40108719038788526,3.3189573518399844,224,0.00047,1000,random_timing_matched_duration
mean_reversion,5,105,0.4851544928648045,0.01738450855634184,0.31691983476088426,0.1936900067029754,-0.1637383062026262,0.3475501333302434,0.3901516871503905,0.34298410451182504,66.10000000000001,0.339,0.4698003017969178,0.13760435953456107,0.2769889463234253,0,1,-0.09625253956936101,1.012030008550132,94,0.00047,1000,random_timing_matched_duration
random,5,105,2.6292434651584378,0.055441489841538946,0.5777510345770882,0.23840430780861496,-0.30993772058430435,1.2622612267301505,1.4161242437406887,0.8756185766208886,90.7,0.093,1.031517051446065,1.3669822384282873,1.3854425360632636,0,1,0.2891029803438538,3.00268757528724,138,0.00047,1000,random_timing_matched_duration
momentum,5,105,1.7151186932327138,0.04770672161993576,0.4978753768069711,0.20579081433013174,-0.2347632767876543,1.4686496209932025,1.6158913391695087,0.9493132286435813,61.7,0.383,0.41680122603137726,0.2464690722395113,0.10452540960056501,0,1,0.37184366864592244,3.423164520041506,92,0.00047,1000,random_timing_matched_duration
breakout,5,105,1.3433372889931778,0.03628422155180208,0.433663507427559,0.23892039967654924,-0.17180640196429975,1.3018744354474925,1.4519314384754713,0.8325434918430603,52.5,0.475,0.3233063903751334,0.04146285354568535,-0.1304366084730192,0,1,0.4039350631521015,2.987234978058505,76,0.00047,1000,random_timing_matched_duration
trend,6,106,2.5486823008342694,0.05429276165601713,0.5788724407955806,0.14383562367571817,-0.27877541117528715,1.3746808360753218,1.5678895890181963,0.9941172079348839,85.5,0.145,0.8386319977650252,1.1740014647589476,0.986596654788332,0,1,0.33588353262821236,3.3750044832254797,224,0.00047,1000,random_timing_matched_duration
mean_reversion,6,106,0.4851544928648045,0.01738450855634184,0.31691983476088426,0.1936900067029754,-0.1637383062026262,0.3404786758128462,0.37239603461665616,0.3239155949617634,66.5,0.335,0.47495519296315475,0.1446758170519583,0.34811061894521905,0,1,-0.07790011032791637,0.9663039973953731,94,0.00047,1000,random_timing_matched_duration
random,6,106,2.6292434651584378,0.055441489841538946,0.5777510345770882,0.23840430780861496,-0.30993772058430435,1.3189880557818916,1.4681512588826386,0.8726919891296873,89.60000000000001,0.104,0.9829666607012196,1.3102554093765462,1.330471942837158,0,1,0.3582530321144444,3.0815222562144364,138,0.00047,1000,random_timing_matched_duration
momentum,6,106,1.7151186932327138,0.04770672161993576,0.4978753768069711,0.20579081433013174,-0.2347632767876543,1.3742476340928886,1.5701777506752124,0.9668840779096829,62.1,0.379,0.42136079003192767,0.3408710591398252,0.1499051911898796,0,1,0.3065256550524023,3.3526242434193074,92,0.00047,1000,random_timing_matched_duration
