agent,regime_at_entry,total_trades,min_trades_required,meets_min_trade_threshold,average_return,median_return,win_rate,std_return,trade_level_return_ratio,plot_trade_level_return_ratio
trend_pullback,calm,9,20,False,0.018414552525233267,0.0047123612686972,0.5555555555555556,0.041823758289266426,0.440289282418676,
trend_pullback,neutral,21,20,True,0.007849547958732892,-0.0107296172886901,0.38095238095238093,0.042713826027503815,0.18377065902919812,0.18377065902919812
trend_pullback,stressed,46,20,True,0.0009947775933016752,-0.0184615190867102,0.30434782608695654,0.06092844048770198,0.01632698269213808,0.01632698269213808
breakout_volume_momentum,calm,10,20,False,0.028340932526656794,0.0050357494489782,0.5,0.055603557100486624,0.5096963936217088,
breakout_volume_momentum,neutral,22,20,True,0.008526961462094328,-0.03141425694598675,0.36363636363636365,0.08058206615123022,0.10581711129237593,0.10581711129237593
breakout_volume_momentum,stressed,41,20,True,0.0016993068760405646,-0.0108296936319906,0.4146341463414634,0.06465009472855875,0.02628467727967469,0.02628467727967469
mean_reversion_vol_filter,calm,0,20,False,0.0,0.0,0.0,0.0,0.0,
mean_reversion_vol_filter,neutral,0,20,False,0.0,0.0,0.0,0.0,0.0,
mean_reversion_vol_filter,stressed,0,20,False,0.0,0.0,0.0,0.0,0.0,
momentum_relative_strength,calm,93,20,True,-0.0012288877905042381,-0.0005122787760022,0.46236559139784944,0.016029767064447246,-0.07666286013786276,-0.07666286013786276
momentum_relative_strength,neutral,85,20,True,-0.0014375229139150124,-0.0031364463130269,0.4235294117647059,0.031404647326017845,-0.045774209752837,-0.045774209752837
momentum_relative_strength,stressed,126,20,True,-0.0009551950323460619,-0.0019883808758698,0.4365079365079365,0.033209524850565296,-0.028762682894266173,-0.028762682894266173
random,calm,18,20,False,0.01638060560022643,0.020338530178008102,0.6111111111111112,0.04427292079519869,0.36999152768802357,
random,neutral,27,20,True,-0.004759962691691449,-0.0134445201929469,0.4444444444444444,0.06972259860060334,-0.06827001269643239,-0.06827001269643239
random,stressed,45,20,True,0.0009497968020694882,-0.0101532583710291,0.4444444444444444,0.08950495100246496,0.010611667750573161,0.010611667750573161
