Date,Open,High,Low,Close,Volume,daily_return,ma_20,ma_50,ma_100,ma_200,std_20,price_std_20,avg_volume_20,volume_ratio_20,rsi_14,true_range,atr_14,atr_percent,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,bollinger_width,macd_line,macd_signal,macd_hist,rolling_high_20_prev,rolling_low_10_prev,rolling_low_5_prev,trailing_return_20,trailing_return_60,trailing_return_5,atr_percent_median_60,atr_percent_ratio_60,bollinger_width_median_60,bollinger_width_ratio_60,distance_from_ma_20,distance_from_ma_50,ma_50_over_ma_200,zscore_20,regime
2006-09-19,58.02000045776367,58.11000061035156,56.84000015258789,56.91999816894531,5287000,-0.0224970184370484,60.42399978637695,62.10779991149902,62.62400001525879,58.990800037384034,0.0139242707833476,1.994599033440117,4520755.0,1.1694949184372965,32.31061465395106,1.3899993896484375,1.193865142859786,0.0209744409920086,60.42399978637695,1.994599033440117,64.41319785325719,56.43480171949672,0.13204018538937,-1.3057402723770082,-0.8957115172513544,-0.4100287551256537,63.630001068115234,56.65999984741211,56.65999984741211,-0.0884048779495403,-0.0184515171331475,-0.0240055132579699,0.0212181483307826,0.988514203267192,0.0826003520925678,1.598542645936864,-0.0579902295415677,-0.0835289891116108,0.0528387455694729,-1.7567448688613037,neutral
2006-09-20,57.810001373291016,58.2400016784668,57.20000076293945,57.2599983215332,5385200,0.0059732987267273,60.184499740600586,61.97679985046387,62.545700035095216,59.02550003051758,0.0141020546847757,2.071090675240677,4586630.0,1.1741082232488778,34.583230941476145,1.3200035095214844,1.2028750261927643,0.0210072487155559,60.184499740600586,2.071090675240677,64.32668109108194,56.042318390119235,0.1376494402490489,-1.349320348487268,-0.9864332834985372,-0.3628870649887308,63.630001068115234,56.65999984741211,56.65999984741211,-0.0771958255346185,-0.0175017240756362,-0.023200283779122,0.0210196354979048,0.9994107042269996,0.0826003520925678,1.6664510109447128,-0.048592269299773,-0.0761059225437784,0.0500004204694648,-1.4120586095186454,neutral
2006-09-21,57.349998474121094,58.09000015258789,57.220001220703125,57.95000076293945,3870800,0.0120503398818083,59.99049968719483,61.83739990234375,62.47360000610352,59.06135004043579,0.0145254112310742,2.0895085527275192,4601485.0,0.8412066974031209,39.05519625247367,0.8699989318847656,1.179098162313622,0.0203468187539297,59.99049968719483,2.0895085527275192,64.16951679264986,55.81148258173979,0.1393226303246499,-1.3130444828946608,-1.051755523377762,-0.2612889595168988,63.630001068115234,56.65999984741211,56.65999984741211,-0.0627527244575701,0.0046810065245344,0.0132890742171749,0.0209908448537823,0.9693187146902053,0.0826003520925678,1.6867074630446486,-0.0340137010842556,-0.0628648543687709,0.0470028175787948,-0.9765449017147256,neutral
2006-09-22,58.70000076293945,58.75,57.9900016784668,58.5,3320300,0.0094909271754881,59.827999687194826,61.69639984130859,62.39309997558594,59.09940004348755,0.0147814500642563,2.072661848990274,4657600.0,0.7128778770182068,42.43332813689677,0.7999992370605469,1.152019667652688,0.0196926438914989,59.827999687194826,2.072661848990274,63.97332338517538,55.682675989214275,0.1385747048089186,-1.225785167774326,-1.0865614522570748,-0.1392237155172513,63.630001068115234,56.65999984741211,56.65999984741211,-0.0526315789473684,0.0166840297045181,0.0191637359735112,0.0209625533133765,0.9394200981677542,0.0826003520925678,1.6776527133155792,-0.0221969595195919,-0.0518085309601558,0.0439429130568174,-0.6407218272685334,stressed
2006-09-25,58.150001525878906,58.7599983215332,57.779998779296875,58.5,3797300,0.0,59.66449966430664,61.549399871826175,62.31349998474121,59.13530004501343,0.014778426364541,2.0417653370528,4741115.0,0.800929739101456,42.43332813689677,0.979999542236328,1.1397325158372338,0.0194826071083287,59.66449966430664,2.0417653370528,63.74803033841224,55.58096899020104,0.1368830945396668,-1.1434505457538364,-1.097939270956427,-0.0455112747974093,63.630001068115234,56.65999984741211,56.84000015258789,-0.0529383265910705,-0.0171371043333152,0.0046367930600417,0.0208699269123484,0.9335254114762211,0.0826003520925678,1.6571732574004752,-0.0195174629948884,-0.0495439415847499,0.0408233292969706,-0.5703396189434502,stressed
2006-09-26,58.5,58.970001220703125,58.25,58.7400016784668,2763400,0.0041025927943041,59.55149974822998,61.44519989013672,62.22609996795654,59.16950004577637,0.0146664513936494,2.0272132299085492,4700055.0,0.5879505665359235,44.00411615726347,0.720001220703125,1.1097517090419404,0.0188926060151741,59.55149974822998,2.0272132299085492,63.60592620804708,55.49707328841288,0.136165385488469,-1.0467671547688795,-1.0877048477189175,0.040937692950038,63.630001068115234,56.65999984741211,56.84000015258789,-0.0370491528120197,-0.0406663054447997,0.0319747640208893,0.0206905330310222,0.9131038812217942,0.0826003520925678,1.6484843228739794,-0.0136268284290741,-0.0440261927132922,0.0384606907714237,-0.4003022759474542,neutral
2006-09-27,59.220001220703125,59.86000061035156,58.72999954223633,59.810001373291016,4656900,0.0182158608145981,59.49499988555908,61.38339988708496,62.14430000305176,59.20655004501343,0.0153015703678203,2.0033337072903037,4752410.0,0.979902828249246,50.49032056467912,1.1300010681152344,1.11119809183289,0.0185788006406753,59.49499988555908,2.0033337072903037,63.50166730013969,55.48833247097848,0.1346892149689077,-0.8737329878315094,-1.044910475741436,0.1711774879099266,63.630001068115234,56.65999984741211,57.20000076293945,-0.0185427843597408,-0.0381151322009158,0.0445337605048246,0.0205838453943222,0.9025913421308536,0.0826003520925678,1.6306130852561669,0.0052945875844667,-0.0256323129166553,0.0367670441938692,0.1572386500489739,stressed
2006-09-28,59.880001068115234,60.27000045776367,59.56999969482422,59.790000915527344,3930900,-0.0003343998880528,59.413500022888186,61.29859992980957,62.0666000366211,59.24270004272461,0.0151724079397662,1.955958607941963,4803875.0,0.8182769118680232,50.3728653918778,0.7000007629394531,1.0818268540547875,0.0180937755057608,59.413500022888186,1.955958607941963,63.32541723877211,55.50158280700426,0.1316844560369921,-0.7298033153479793,-0.9818890436627448,0.2520857283147655,63.630001068115234,56.65999984741211,57.220001220703125,-0.0265385428526782,-0.0433599853515624,0.0317515121374185,0.0205498595595451,0.8804817109981918,0.0826003520925678,1.5942360135392288,0.0063369586456631,-0.0246106602109943,0.0347030078913062,0.1924891923123604,stressed
2006-09-29,59.52000045776367,59.630001068115234,58.97999954223633,59.470001220703125,3201000,-0.0053520603767228,59.27250003814697,61.23719993591308,61.96450004577637,59.28180004119873,0.0147734022508736,1.841830565031778,4721810.0,0.6779180017832145,48.431590388576495,0.8100013732910156,1.0624107482859466,0.0178646498483018,59.27250003814697,1.841830565031778,62.95616116821053,55.58883890808342,0.1242957907188933,-0.6342480967175348,-0.9123608542737028,0.278112757556168,63.630001068115234,56.65999984741211,57.779998779296875,-0.0452721087393861,-0.0563313108739149,0.0165812174479167,0.0205212055839652,0.8705458251566306,0.0826003520925678,1.5047852408619098,0.003332087940091,-0.0288582547382864,0.0329848265969558,0.1072309181451469,stressed
2006-10-02,59.79999923706055,59.880001068115234,59.029998779296875,59.150001525878906,2018800,-0.0053808590592868,59.123000144958496,61.18599998474121,61.85220008850098,59.32580005645752,0.0147896567223959,1.7203523708689008,4662240.0,0.4330107416177631,46.5016518851267,0.8500022888183594,1.0472387154668332,0.0177047960854008,59.123000144958496,1.7203523708689008,62.5637048866963,55.68229540322069,0.1163914122524852,-0.577682039580317,-0.8454250913350257,0.2677430517547087,63.630001068115234,56.84000015258789,57.779998779296875,-0.0481171209066284,-0.0555644177373004,0.0111111371945111,0.0204862563382798,0.8642279874394783,0.0826003520925678,1.4090909942133014,0.0004566984228508,-0.0332755607388952,0.031355665267277,0.0156952618414868,stressed
2006-10-03,57.93000030517578,58.13999938964844,56.90999984741211,57.11000061035156,5233800,-0.0344886029231092,58.810500144958496,61.105400009155275,61.71300010681152,59.360150051116946,0.0154557429131285,1.472058334130681,4712960.0,1.110512289516567,36.51262325913248,2.240001678466797,1.1324360699668303,0.0198290327064288,58.810500144958496,1.472058334130681,61.754616813219855,55.86638347669714,0.1001221435289474,-0.6895157483088354,-0.8142432227297878,0.1247274744209523,63.630001068115234,56.84000015258789,58.25,-0.0986426758174445,-0.079168007274619,-0.0277494215447523,0.0204004132325482,0.971991718030112,0.0826003520925678,1.2121273214034654,-0.0289148966666746,-0.0653853734400738,0.0294010368325456,-1.1551848830849205,stressed
2006-10-04,57.470001220703125,57.52000045776367,55.54999923706055,56.369998931884766,8153900,-0.0129574797856448,58.48600006103515,61.00180000305176,61.56550006866455,59.391550045013425,0.0155413733260905,1.2407800136233416,4960110.0,1.64389499426424,33.68585937365809,1.970001220703125,1.1922621521622805,0.0211506506076567,58.48600006103515,1.2407800136233416,60.96756008828184,56.00444003378847,0.0848599673308814,-0.8283084944745838,-0.8170562770787471,-0.0112522173958367,63.52000045776367,56.90999984741211,56.90999984741211,-0.1032453327306848,-0.1165961805561159,-0.0575155051399552,0.0204004132325482,1.0367755969722974,0.0826003520925678,1.0273560000783202,-0.0361796178049816,-0.0759289245716564,0.0271124420362476,-1.705379765887119,stressed
2006-10-05,56.939998626708984,57.02000045776367,56.31999969482422,56.91999816894531,3890700,0.009756949573924,58.269499969482425,60.90019996643066,61.46060001373291,59.42505002975464,0.0151378347639455,1.1105386376602893,4884530.0,0.796535183528405,37.55536678433648,0.7000007629394531,1.15710062436065,0.0203285428949986,58.269499969482425,1.1105386376602893,60.490577244803006,56.04842269416184,0.0762346433892115,-0.8837352539617243,-0.8303920724553425,-0.0533431815063817,61.91999816894531,55.54999923706055,55.54999923706055,-0.0706939074457908,-0.1232285925082916,-0.0480013832185223,0.0203376808244642,0.9995506897003432,0.0822260825853567,0.9271345659702848,-0.0231596598777042,-0.0653561367561897,0.0248237054228377,-1.2151777117636149,stressed
2006-10-06,56.279998779296875,57.02000045776367,55.630001068115234,56.9900016784668,4282700,0.0012298579018521,58.08700008392334,60.78199996948242,61.344400024414064,59.46480003356933,0.0150970851770831,1.0004410408877298,4913995.0,0.8715312083142128,38.05084813330783,1.3899993896484375,1.1737362504526347,0.0205954766780805,58.08700008392334,1.0004410408877298,60.0878821656988,56.086118002147884,0.0688925948623482,-0.91150539520536,-0.8466147370053461,-0.0648906582000139,60.77000045776367,55.54999923706055,55.54999923706055,-0.0601912557374582,-0.1305873527806261,-0.0417016897819227,0.0203376808244642,1.012675774383588,0.081848801969732,0.84170559866991,-0.0188854374278516,-0.0623868627705491,0.0221509184453574,-1.0965147975968048,stressed
2006-10-09,57.459999084472656,57.5,56.720001220703125,57.20000076293945,2689800,0.0036848408192273,58.02200012207031,60.66379997253418,61.23490001678467,59.50395004272461,0.0131970701002484,1.013640579539394,4519450.0,0.5951609155981369,39.599156523437344,0.779998779296875,1.1456121453700805,0.0200281840924788,58.02200012207031,1.013640579539394,60.0492812811491,55.99471896299152,0.0698797406092057,-0.9061230387835408,-0.8585163973609851,-0.0476066414225557,60.27000045776367,55.54999923706055,55.54999923706055,-0.0222222091805222,-0.1313591178681814,-0.0329670450149743,0.0203067396320948,0.986282606432014,0.0815041035842096,0.8573769606214532,-0.0141670290131584,-0.0570982894438359,0.0194919821117216,-0.8109376989468784,neutral
2006-10-10,56.54999923706055,57.279998779296875,56.47999954223633,57.0,3422100,-0.0034965167879689,57.9560001373291,60.540599975585934,61.13030002593994,59.538250045776365,0.0132006324226959,1.0348406890486246,4398745.0,0.777971898802954,38.60943173809751,0.7999992370605469,1.1209255090622567,0.0196653598081097,57.9560001373291,1.0348406890486246,60.02568151542635,55.88631875923185,0.0714225058041637,-0.907534381208535,-0.8683199941304951,-0.0392143870780399,60.27000045776367,55.54999923706055,55.54999923706055,-0.0226337397416236,-0.1086786658330604,-0.0019261181785318,0.02026420871674,0.9704479500284884,0.0811798236170835,0.879806122036628,-0.0164952746059737,-0.0584830671815895,0.0168353945411379,-0.9238138270422982,neutral
2006-10-11,57.29999923706055,57.52000045776367,56.70000076293945,56.880001068115234,2944200,-0.0021052444190309,57.86900024414062,60.39180000305176,61.043300018310546,59.57205005645752,0.0131247218337636,1.0484132058423892,4369000.0,0.6738841840238041,37.99581849133136,0.8199996948242188,1.0994308080452542,0.0193289519585039,57.86900024414062,1.0484132058423892,59.9658266558254,55.77217383245584,0.0724680365252064,-0.9078704260370573,-0.8762300805118075,-0.0316403455252496,60.27000045776367,55.54999923706055,55.54999923706055,-0.0296826662482777,-0.0957074771339531,0.0090474036880279,0.0202373775354263,0.9551114972613332,0.0809332956506214,0.8954044925841342,-0.0170903103881689,-0.0581502610413841,0.0137606469110487,-0.9433295674969462,neutral
2006-10-12,56.7400016784668,57.4900016784668,56.650001525878906,57.4900016784668,2777500,0.0107243424559904,57.88400039672852,60.246600036621096,60.96520000457764,59.606300067901614,0.012253685813112,1.0407089321335032,4125990.0,0.6731717721080274,42.95864110746814,0.8400001525878906,1.0809000469411567,0.0188015309685756,57.88400039672852,1.0407089321335032,59.96541826099552,55.802582532461514,0.0719168630364614,-0.8491265899511689,-0.8708093823996799,0.021682792448511,60.27000045776367,55.54999923706055,55.630001068115234,0.0052457258080385,-0.1021395787211023,0.0100141167930056,0.0202228619150596,0.9297166270306386,0.0805686561502942,0.8926158939812329,-0.0068066946921655,-0.0457552518561826,0.0107421525575328,-0.3785868518049556,neutral
2006-10-13,58.25,58.599998474121094,57.939998626708984,58.56999969482422,3078400,0.0187858407518874,57.942500305175784,60.13559997558594,60.887100028991696,59.64180006027222,0.0128857655637413,1.0447343435698482,3957170.0,0.7779296820707728,50.511169041921896,1.1099967956542969,1.0829783861349525,0.0184903259651315,57.942500305175784,1.0447343435698482,60.03196899231549,55.85303161803608,0.0721221444064282,-0.7072718727391134,-0.8381018804675666,0.1308300077284532,60.27000045776367,55.54999923706055,55.630001068115234,0.0203832428195636,-0.0634793917906301,0.0277241265103245,0.0201414038842131,0.9180256784197784,0.0801520494246113,0.899816597631283,0.0108296912688177,-0.0260345000531686,0.0082794267579902,0.6006305751414993,neutral
2006-10-16,58.93000030517578,59.18000030517578,58.720001220703125,59.16999816894531,1986300,0.0102441262975474,57.98950023651123,60.033399963378905,60.83820003509521,59.680300045013425,0.0126985053247562,1.0772490959853256,3834550.0,0.5180008084390606,54.143731267197104,0.6100006103515625,1.0491942592932817,0.0177318622910476,57.98950023651123,1.0772490959853256,60.143998428481886,55.83500204454058,0.0743064928369271,-0.5402089325691364,-0.7785232908878806,0.2383143583187442,60.27000045776367,55.54999923706055,56.47999954223633,0.0161428582191069,-0.0411602812058128,0.0344405136316403,0.0200482710186748,0.8844584290850096,0.0797424975052603,0.931830519003062,0.0203570978818474,-0.0143820239226876,0.0059165238462131,1.095844904241312,neutral
2006-10-17,59.0,59.099998474121094,58.119998931884766,58.650001525878906,2657100,-0.0087881808206531,58.07600040435791,59.91639999389648,60.77770008087158,59.71565004348755,0.0117528054446134,1.057168245739591,3703055.0,0.7175426775999816,50.67227762208762,1.0499992370605469,1.0492517577052292,0.0178900550794061,58.07600040435791,1.057168245739591,60.19033689583709,55.961663912878734,0.0728127445677379,-0.4446441511698111,-0.7117474629442668,0.2671033117744557,60.27000045776367,55.54999923706055,56.47999954223633,0.0303935947397386,-0.0407261676255611,0.028947395190858,0.0199439928614181,0.8970147153439217,0.0794782837483003,0.916133830950962,0.009883620041402,-0.0211360907555624,0.0033617644664796,0.5429609939895841,neutral
2006-10-18,58.81999969482422,59.029998779296875,58.2599983215332,58.59000015258789,3679000,-0.0010230412912187,58.142500495910646,59.80879997253418,60.71260009765625,59.74300004959107,0.0117205483246065,1.045513871129365,3617745.0,1.016931818024764,50.271749950407326,0.7700004577636719,1.029305236280832,0.0175679336678644,58.142500495910646,1.045513871129365,60.23352823816938,56.051472753651915,0.0719276854082256,-0.3694907237129854,-0.6432961150980105,0.2738053913850251,60.27000045776367,55.54999923706055,56.650001525878906,0.02322741652185,-0.048090968662277,0.0300632744789313,0.0198518940684342,0.884950000604655,0.0784649692788797,0.9166853191846748,0.0076966015025226,-0.0203782690926084,0.0011013829718711,0.4280188613794814,neutral
2006-10-19,59.040000915527344,59.650001525878906,59.02000045776367,59.40999984741211,2952900,0.0139955571375434,58.21550045013428,59.70440002441406,60.65560009002686,59.773550052642825,0.0118177036341093,1.0799283237096746,3571850.0,0.826714447695172,55.4538891831361,1.0600013732910156,1.0314978174958451,0.0173623602111619,58.21550045013428,1.0799283237096746,60.375357097553625,56.05564380271493,0.0742021156124705,-0.2409860316886067,-0.5628340984161299,0.3218480667275231,60.27000045776367,55.630001068115234,56.650001525878906,0.0251941167429001,-0.041774196009482,0.0333970797162883,0.0198365096064699,0.8752729464814185,0.0775069311100342,0.9573610327459364,0.0205185798978229,-0.0049309628248767,-0.0011568666771148,1.1060913683369202,neutral
2006-10-20,59.45000076293945,59.47999954223633,58.650001525878906,58.779998779296875,3190500,-0.0106042933804632,58.22950038909912,59.615,60.60110004425049,59.80575004577637,0.011933575160892,1.085327187785806,3565360.0,0.894860547041533,51.052076191357386,0.8299980163574219,1.0171049745573866,0.0173035895828501,58.22950038909912,1.085327187785806,60.40015476467073,56.058846013527514,0.0745551433918181,-0.1878159333232716,-0.4878304653975582,0.3000145320742866,60.27000045776367,55.630001068115234,57.939998626708984,0.0047863039196047,-0.0655008369894385,0.0035854376910848,0.0197778285369899,0.8748983514791682,0.0768577614713948,0.970040526350306,0.0094539432163978,-0.0140065624541327,-0.0031894934120942,0.5072188335398041,neutral
2006-10-23,57.880001068115234,58.189998626708984,57.52000045776367,57.7599983215332,3521800,-0.0173528492505333,58.192500305175784,59.515999984741214,60.55310001373291,59.82595003128052,0.0125400249554778,1.0880851096923765,3551585.0,0.9916136035037878,44.84537293827954,1.2599983215332031,1.0344544993413736,0.0179095313262106,58.192500305175784,1.0880851096923765,60.368670524560535,56.01633008579103,0.0747921195333549,-0.2253856542167867,-0.4353415031614039,0.2099558489446172,60.27000045776367,56.47999954223633,58.119998931884766,-0.0126496013413127,-0.0847726546835245,-0.0238296415589908,0.0197119141989191,0.908563782567227,0.076240765082493,0.980999068574789,-0.0074322632877851,-0.0295046989659624,-0.005180862926159,-0.3974891116420644,neutral
2006-10-24,57.20000076293945,58.2599983215332,56.869998931884766,58.16999816894531,3558200,0.0070983355146543,58.16400012969971,59.43439994812012,60.49979999542237,59.84380002975464,0.0126124724322917,1.080811905722302,3591325.0,0.9907763847604992,47.602918414335214,1.3899993896484375,1.0598505629347352,0.0182198830375853,58.16400012969971,1.080811905722302,60.325623941144315,56.0023763182551,0.0743285814807925,-0.2195455827105448,-0.3921823190712321,0.1726367363606873,60.27000045776367,56.47999954223633,57.52000045776367,-0.0097038388361238,-0.0790057265757142,-0.0081842002462999,0.0196949239608931,0.925105528397231,0.0757150474781994,0.9816883691738276,0.0001031228806862,-0.0212739050159249,-0.0068411444699528,0.0055495680736377,neutral
2006-10-25,57.83000183105469,58.779998779296875,57.54999923706055,58.7599983215332,4384200,0.010142688175343,58.11149997711182,59.36939994812012,60.45449996948242,59.86730001449585,0.0121299403881284,1.0235686577204082,3577690.0,1.225427580366102,51.370749454896064,1.229999542236328,1.0720040614562776,0.0182437728399905,58.11149997711182,1.0235686577204082,60.15863729255263,56.064362661671005,0.0704554973197082,-0.1654025449113447,-0.3468263642392546,0.1814238193279099,60.27000045776367,56.650001525878906,56.869998931884766,-0.0175556433313627,-0.08644280783071,0.0029014877709947,0.0196790018498043,0.927067997616552,0.0749937855502711,0.9394844759834036,0.0111595526647358,-0.0102645744629293,-0.0083167282682727,0.6335660432057932,neutral
2006-10-26,59.029998779296875,59.45000076293945,58.97999954223633,59.290000915527344,5241100,0.009019785723852,58.086499977111814,59.30539993286133,60.42189998626709,59.891100025177,0.0123181820142223,0.9877462984728332,3643200.0,1.4385979358805443,54.53364612324377,0.69000244140625,1.044718231452704,0.0176204792599202,58.086499977111814,0.9877462984728332,60.06199257405748,56.11100738016615,0.068018992286472,-0.078818447457607,-0.2932247808829251,0.2144063334253181,60.27000045776367,56.650001525878906,56.869998931884766,-0.0083626023138285,-0.0843243101849059,-0.0020198440025748,0.0196159285132907,0.8982740352046819,0.074725773248208,0.9102480888426696,0.0207191161266344,-0.0002596562429629,-0.0097794178445455,1.2184312310522225,neutral
