signal_date,signal_close,asset_ticker,strategy_name,entry_date,exit_date,entry_reference_open,exit_reference_open,entry_price,exit_price,entry_reason,shares,entry_commission,exit_commission,entry_slippage_bps,exit_slippage_bps,capital_before,capital_after,capital_deployed,capital_deployed_fraction,position_value,position_value_fraction,liquidity_cap_shares,gross_pnl,net_pnl,gross_return,net_position_return,return,holding_bars,holding_period_days,holding_period_hours,regime_at_entry,stop_loss_used,take_profit_used,exit_reason,timeframe_label,data_interval
2024-03-28,21.90425682067871,INTL,turn_of_month_seasonality,2024-04-01,2024-04-08,21.77899259468477,21.883376729528745,21.784518108455725,21.87729115830079,turn_of_month_window,468.0,2.34,2.34,2.037084186485222,2.2816840686184783,100000.0,100038.7377873275,10197.494474757279,0.1019749447475728,10195.154474757279,0.10195154474757279,468.5,43.41778732749009,38.73778732749008,0.004258668903447268,0.003799627305638479,0.0003873778732749008,5,7,168.0,calm,21.612087654054054,,calendar_window_complete,Daily,1d
2024-05-31,21.69548225402832,INTL,turn_of_month_seasonality,2024-06-03,2024-06-10,21.883377488533064,21.38042211346567,21.888150434940616,21.37588506722506,turn_of_month_window,411.0,2.055,2.055,1.6810830663843708,1.6225068465434895,100038.7377873275,99824.0867211964,8998.084828760593,0.08994600519540376,8996.029828760593,0.08992546315293648,411.0,-210.54106613109388,-214.6510661310939,-0.023403775903230933,-0.023860644108231792,-0.0021456794725601288,5,7,168.0,calm,21.30110809998636,,calendar_window_complete,Daily,1d
2024-06-28,21.471498489379883,INTL,turn_of_month_seasonality,2024-07-01,2024-07-09,21.64281381744308,21.899786876447873,21.645662320657173,21.892572342647693,turn_of_month_window,346.0,1.73,1.73,0.816142733620135,2.7954253558075606,99824.0867211964,99906.05758880512,7491.129162947382,0.07504330276388828,7489.399162947382,0.07502597227726103,346.5,85.4308676087197,81.97086760871969,0.011406905380524437,0.010944919054956717,0.0008211531935940486,5,8,192.0,calm,21.145424808143172,,calendar_window_complete,Daily,1d
2024-10-31,21.804611206054688,INTL,turn_of_month_seasonality,2024-11-01,2024-11-08,21.890269296076863,22.080619870776953,21.896479699022912,22.077635238353903,turn_of_month_window,464.0,2.32,2.32,2.337061007359998,0.8518804848558807,99906.05758880512,99985.4737590547,10162.28658034663,0.10171842254223187,10159.96658034663,0.10169520072709881,464.75,84.0561702495798,79.4161702495798,0.008273272316877248,0.007816577901270058,0.0007949084586686635,5,7,168.0,neutral,21.388540419534532,,calendar_window_complete,Daily,1d
2024-11-29,21.804611206054688,INTL,turn_of_month_seasonality,2024-12-02,2024-12-09,21.89978741376079,22.442285261537425,21.902959946877168,22.43613994042012,turn_of_month_window,817.0,4.085,4.085,0.9486593209505161,2.2390278067557583,99985.4737590547,100412.9118137793,17898.803276598646,0.1790140367762945,17894.718276598647,0.17897318084146296,817.75,435.6080547245914,427.43805472459144,0.024342828313438526,0.023886269016236063,0.004275001544270651,5,7,168.0,neutral,21.338214579547415,,calendar_window_complete,Daily,1d
2025-01-31,22.204084396362305,INTL,turn_of_month_seasonality,2025-02-03,2025-02-10,21.745964881835487,22.486751354763385,21.75261896085869,22.48285726550589,turn_of_month_window,1004.0,5.0200000000000005,5.0200000000000005,2.5599143608291146,1.2320259660545034,100412.9118137793,101136.03107164509,21844.649436702126,0.2175482120986005,21839.629436702126,0.2174982185279598,1004.75,733.1592578657869,723.119257865787,0.03357013267970983,0.033110417919937976,0.007201456912302746,5,7,168.0,neutral,21.685521824203054,,calendar_window_complete,Daily,1d
2025-05-30,24.236371994018555,INTL,turn_of_month_seasonality,2025-06-02,2025-06-09,24.310450066829137,24.85531830123634,24.31429110942399,24.84920479913693,turn_of_month_window,389.0,1.945,1.945,1.0799964971014724,1.9602405384105865,101136.03107164509,101340.22249694343,9460.204241565933,0.09353940570264511,9458.259241565933,0.09352017417873232,389.25,208.08142529833387,204.19142529833388,0.021999970605995293,0.02158868985119163,0.002018978035174072,5,7,168.0,calm,23.747575880360262,,calendar_window_complete,Daily,1d
2025-06-30,25.12726402282715,INTL,turn_of_month_seasonality,2025-07-01,2025-07-09,25.098996608911456,25.167227490598847,25.102930510474554,25.16100003129688,turn_of_month_window,380.0,1.9000000000000001,1.9000000000000001,1.067354115543158,1.9750444315497302,101340.22249694343,101358.48891485592,9541.01359398033,0.09414833872372937,9539.11359398033,0.0941295899983646,380.25,22.066417912483658,18.26641791248366,0.0023132566453982367,0.001914896780767,0.00018024844886278598,5,8,192.0,neutral,24.587607811185315,,calendar_window_complete,Daily,1d
2025-07-31,24.988853454589844,INTL,turn_of_month_seasonality,2025-08-01,2025-08-08,24.840697662121514,25.62534528999984,24.8475900256521,25.621106065089393,turn_of_month_window,566.0,2.83,2.83,2.274625585936707,1.1545831002282023,101358.48891485592,101790.63899317742,14066.565954519088,0.13878034395654235,14063.735954519088,0.13875242325616197,566.25,437.810078321508,432.15007832150803,0.031130425068939586,0.030727971551730224,0.004263580514548976,5,7,168.0,calm,24.541481256139637,,calendar_window_complete,Daily,1d
2025-08-29,26.141944885253903,INTL,turn_of_month_seasonality,2025-09-02,2025-09-09,25.830035197752256,26.473350016377065,25.838330064089458,26.468860246547674,turn_of_month_window,1147.0,5.735,5.735,2.711325990730223,1.1962459990991385,101790.63899317742,102502.38711245699,29642.29958351061,0.29120850283194905,29636.564583510608,0.2911521616982581,1147.0,723.2181192795737,711.7481192795736,0.02440289991242651,0.024015877996722362,0.006992274793827348,5,7,168.0,calm,25.682675274564097,,calendar_window_complete,Daily,1d
