agent,regime_at_entry,total_trades,min_trades_required,meets_min_trade_threshold,average_return,median_return,win_rate,std_return,trade_level_return_ratio,plot_trade_level_return_ratio
trend,calm,57,20,True,0.009569474978579927,-0.0054297230698943,0.2807017543859649,0.05074253201845828,0.1885888346111483,0.1885888346111483
trend,neutral,71,20,True,0.0036428484211371744,-0.0068838446382257,0.323943661971831,0.05309609602117086,0.06860859261073868,0.06860859261073868
trend,stressed,51,20,True,0.013668486918359476,-0.0097157194662582,0.37254901960784315,0.0928403838020052,0.14722566149133326,0.14722566149133326
mean_reversion,calm,29,20,True,-0.003555365816124807,0.0110418199863324,0.5862068965517241,0.038383724473213005,-0.0926269106221311,-0.0926269106221311
mean_reversion,neutral,35,20,True,0.007992878479391804,0.0108844063686209,0.6571428571428571,0.04904051075691438,0.16298522091279122,0.16298522091279122
mean_reversion,stressed,27,20,True,0.017849709011116915,0.0264831177241436,0.7777777777777778,0.06637712282709657,0.2689135691767327,0.2689135691767327
random,calm,40,20,True,0.007037921920731868,0.00281961836297865,0.55,0.06084433759066506,0.11567094325325764,0.11567094325325764
random,neutral,41,20,True,0.0024276407881687265,-0.0029375764436855,0.4634146341463415,0.05782504180063824,0.041982516788114654,0.041982516788114654
random,stressed,34,20,True,0.004918299831837079,-0.010595809834293299,0.47058823529411764,0.09471906417481121,0.05192513117274875,0.05192513117274875
momentum,calm,45,20,True,-0.004613320064450772,-0.0117831665634102,0.3333333333333333,0.04895434257513623,-0.09423719780058622,-0.09423719780058622
momentum,neutral,33,20,True,0.035889250873061704,-0.0046075466064886,0.42424242424242425,0.1815017004345214,0.19773506687343195,0.19773506687343195
momentum,stressed,18,20,False,0.024730811757453106,-0.012472860361457599,0.4444444444444444,0.10701214570982855,0.2311028490589522,
breakout,calm,18,20,False,0.009948552446248891,0.01326290103041025,0.5555555555555556,0.05390751326048357,0.1845485321902539,
breakout,neutral,26,20,True,0.018546832061468878,-0.0001357178812876499,0.5,0.07094687719866985,0.2614185823786562,0.2614185823786562
breakout,stressed,21,20,True,0.022374520846511117,-0.0293903441899671,0.42857142857142855,0.14370445228592468,0.15569817420822263,0.15569817420822263
