agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,excess_return_vs_benchmark,excess_annualized_sharpe,excess_p_value,excess_RCSI_z,excess_evidence_label,excess_skill_luck_verdict,fdr_q_value,fdr_significant_0_05,fdr_significant_0_10
trend_pullback,Random / Luck,Random / Luck,Low,random / luck,moderately variable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=moderately variable; mean p=0.338; mean percentile=66.2; mean RCSI_z=0.183.,0.7377233900497728,0.6776956067253641,0.2068146756486029,-0.2280222722546895,0.1307578097908519,0.182945864291017,0.3379999999999999,0.4710832997223453,66.2,35.0,931,0.00047,-0.7488755267695203,-0.7463017475329065,0.308,0.3273040892545675,Random / Luck,Random / Luck,1.0,False,False
breakout_volume_momentum,Negative Skill,Negative Skill,Moderate,luck,stable,Negative Skill (Moderate confidence): worse than random — strategy likely flawed or mistimed; stability=stable; mean p=0.929; mean percentile=7.1; mean RCSI_z=-1.137.,-0.0917295728362156,0.0545909595524237,0.0302761922148896,-0.4609224484929529,-1.4120902392537715,-1.137405326329117,0.929,0.0319842860063582,7.1,25.0,931,0.00047,-0.8687426699333344,-1.116629623251589,0.942,-1.0487387532784709,Luck,Luck,1.0,False,False
mean_reversion_vol_filter,Negative Skill,Negative Skill,Low,luck,moderately variable,Negative Skill (Low confidence): worse than random — strategy likely flawed or mistimed; stability=moderately variable; mean p=0.716; mean percentile=28.4; mean RCSI_z=-0.555.,-0.0320036165188555,-0.4972017794789344,-1.7335591698724042,-0.0389977876167181,-0.0467511263857945,-0.5547892097601327,0.716,0.1450869776921444,28.4,2.0,931,0.00047,-0.8601114634914656,-0.8889233002428267,0.722,-0.5895176042955942,Luck,Luck,1.0,False,False
volatility_managed_tsmom,Negative Skill,Negative Skill,Low,luck,moderately variable,Negative Skill (Low confidence): worse than random — strategy likely flawed or mistimed; stability=moderately variable; mean p=0.750; mean percentile=25.1; mean RCSI_z=-0.733.,0.2901520047267159,0.5360909992568953,0.3270514025057675,-0.1711886518153178,-0.2707743375801978,-0.7333674190099099,0.7495,0.1252283628157017,25.05,15.0,931,0.00047,-0.8135556300678188,-0.946370601878985,0.744,-0.7339295948552165,Luck,Luck,1.0,False,False
momentum_relative_strength,Weak Skill,Weak Skill,Moderate,weak skill,stable,"Weak Skill (Moderate confidence): slight signal, could still be noise; stability=stable; mean p=0.082; mean percentile=91.8; mean RCSI_z=1.481.",1.272563112875642,0.8065199890740434,0.2336679955880519,-0.3612947261922488,0.8416596395034092,1.481419948074837,0.082,1.0861861476162833,91.8,39.0,929,0.00047,-0.6467647351370265,-0.631709704260091,0.036,2.010626660452425,Strong Skill,Strong Skill,1.0,False,False
random,Random / Luck,Random / Luck,Low,random / luck,unstable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=unstable; mean p=0.495; mean percentile=50.5; mean RCSI_z=-0.176.,0.4463199500534078,0.5026528267534716,0.1888495370622618,-0.3073460346182417,-0.1203941715681867,-0.1760344462688708,0.495,0.3053948010664313,50.5,26.0,931,0.00047,-0.7909872551295447,-0.8286552026117217,0.468,-0.1516445899527577,Random / Luck,Random / Luck,1.0,False,False
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,5.91976917938582,0.9480296778269648,,-0.7914494298042014,,,,,,,1183,0.00047,0.0,0.0,,,Benchmark Reference,Benchmark,,,
