total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
77,0.019349862175370918,0.0148502946845539,0.5454545454545454,0.09536830115823633,0.20289616088751936,0.0844914510129487,0.05882004442972241,0.01934986217537092
