total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
42,0.027862961036742028,0.024683405889147553,0.6428571428571429,0.05730683613330557,0.48620658400906974,0.05795435751713436,0.026301552627964166,0.02786296103674203
