ticker,random_baseline_runs,random_baseline_simulations,mean_percentile,median_percentile,mean_p_value,false_positive_rate_p_le_0_05,random_luck_rate,weak_skill_rate,moderate_or_strong_skill_rate
QQQ,30,1000,66.63003663003663,87.21278721278722,0.33469863469863465,0.4,0.4,0.0,0.4
