start_date,end_date,first_close,last_close,buy_hold_return,annualized_sharpe,max_drawdown,number_of_periods,transaction_cost,timeframe_label,data_interval
2001-07-03 00:00,2026-04-02 00:00,1245.25,6620.0,4.313702951214616,0.4468784913534137,-0.5711340206185567,6250,0.00047,Daily,1d
