agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,excess_return_vs_benchmark,excess_annualized_sharpe,excess_p_value,excess_RCSI_z,excess_evidence_label,excess_skill_luck_verdict,fdr_q_value,fdr_significant_0_05,fdr_significant_0_10
trend_pullback,Negative Skill,Negative Skill,Moderate,likely random,moderately variable,Negative Skill (Moderate confidence): worse than random — strategy likely flawed or mistimed; stability=moderately variable; mean p=0.919; mean percentile=8.1; mean RCSI_z=-1.267.,-0.1509969151891665,-0.1821244784984446,-0.0497669749886693,-0.2926133799609669,-0.36564565773618,-1.266529716652998,0.9195,0.0364482664259037,8.05,140.0,2807,0.00047,-0.8201303712007539,-0.6259016171012801,0.904,-1.2006774769451631,Strongly Random,Luck,1.0,False,False
breakout_volume_momentum,Random / Luck,Random / Luck,Low,null-like / inconclusive,unstable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=unstable; mean p=0.545; mean percentile=45.5; mean RCSI_z=-0.192.,0.1563054397940955,0.2691170454116483,0.1533491307528064,-0.1285379062602947,-0.0486089809079296,-0.1917875836115148,0.545,0.2636034977233575,45.5,39.0,2807,0.00047,-0.7550253539059236,-0.4666322291868131,0.546,-0.1989964993464481,Null-Like / Inconclusive,Inconclusive,1.0,False,False
mean_reversion_vol_filter,Random / Luck,Random / Luck,Low,null-like / inconclusive,moderately variable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=moderately variable; mean p=0.516; mean percentile=48.4; mean RCSI_z=-0.107.,0.0427653005558443,0.1034197149292955,0.0523876287743712,-0.1218036181813176,-0.0153741950123863,-0.1074703415065453,0.5165,0.2869296741443606,48.35,46.0,2807,0.00047,-0.7790799457725118,-0.5083637801877069,0.514,-0.0787814592356138,Null-Like / Inconclusive,Inconclusive,1.0,False,False
volatility_managed_tsmom,Negative Skill,Negative Skill,Moderate,likely random,moderately variable,Negative Skill (Moderate confidence): worse than random — strategy likely flawed or mistimed; stability=moderately variable; mean p=0.865; mean percentile=13.4; mean RCSI_z=-1.084.,0.110745624124426,0.1710047718410431,0.0844404520476152,-0.2988161933318147,-0.422476512917424,-1.0836320719159434,0.8654999999999999,0.0627329277885873,13.45,38.0,2807,0.00047,-0.7646776476128322,-0.5117705508656032,0.872,-1.126812847073715,Strongly Random,Luck,1.0,False,False
momentum_relative_strength,Weak Skill,Weak Skill,Moderate,positive but inconclusive,moderately variable,"Weak Skill (Moderate confidence): slight signal, could still be noise; stability=moderately variable; mean p=0.183; mean percentile=81.7; mean RCSI_z=0.717.",1.9521874618621204,0.603638973687597,0.1567714570089199,-0.3081838829909252,0.7997375694884628,0.7169220257816838,0.183,0.7375489102695706,81.7,112.0,2806,0.00047,-0.3495614107991699,0.0264883801204872,0.144,0.8958105745890316,Positive but Inconclusive,Inconclusive,1.0,False,False
random,Negative Skill,Negative Skill,Low,likely random,moderately variable,Negative Skill (Low confidence): worse than random — strategy likely flawed or mistimed; stability=moderately variable; mean p=0.754; mean percentile=24.6; mean RCSI_z=-0.740.,0.0091051749786816,0.0440763397723748,0.0164564100396405,-0.2061221895480797,-0.2043390645558704,-0.7402411275297355,0.7535000000000001,0.1229167433493493,24.65,80.0,2807,0.00047,-0.7862111734455529,-0.5364862386540492,0.804,-0.8513966715308059,Likely Random,Luck,1.0,False,False
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,3.720102501342304,0.7404401389779749,,-0.340823061602745,,,,,,,3059,0.00047,0.0,0.0,,,Benchmark Reference,Benchmark,,,
