total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
77,0.006399342006514645,0.0040971795879946,0.5454545454545454,0.037288146114537096,0.1716186690230708,0.029497162813208373,0.02131804296151783,0.006399342006514642
