candidate_id,candidate_name,candidate_family,ticker,seed_runs,trade_count_median,RCSI_z_mean,RCSI_z_std,p_value_mean,p_value_std,percentile_mean,share_p_le_0_20,share_rcsi_z_ge_0_5
cand_ma_cross_50_200,50/200 Moving-Average Crossover,trend_following,BTC-USD,5,2.0,0.6201049253173431,0.0459521333395047,0.23130724396336388,0.010458163842203215,76.95253955037468,0.0,1.0
cand_ma_cross_50_200,50/200 Moving-Average Crossover,trend_following,ES=F,5,2.0,-0.3757507927594706,0.02007326824135116,0.6860949208992506,0.010623905350698803,31.473771856786016,0.0,0.0
cand_ma_cross_50_200,50/200 Moving-Average Crossover,trend_following,EURUSD=X,5,4.0,-1.8823884891262037,0.024153139300830757,0.9858451290591173,0.0033305578684429404,1.4987510407993336,0.0,0.0
cand_ma_cross_50_200,50/200 Moving-Average Crossover,trend_following,QQQ,5,1.0,0.6732890905854643,0.02276863350686471,0.23313905079100752,0.014012112551515493,76.76935886761032,0.0,1.0
cand_ma_cross_50_200,50/200 Moving-Average Crossover,trend_following,SPY,5,3.0,0.46269733121020923,0.016017884616145516,0.3513738551207327,0.008540137488731456,64.9458784346378,0.0,0.0
cand_mean_reversion_zscore,Z-Score Mean Reversion (Calm Regime),mean_reversion,BTC-USD,5,3.0,0.8214224015365872,0.03610643732978658,0.19134054954204832,0.0069344422360223205,80.94920899250624,1.0,1.0
cand_mean_reversion_zscore,Z-Score Mean Reversion (Calm Regime),mean_reversion,ES=F,5,3.0,1.2718148237893545,0.03753341575088371,0.07443796835970025,0.007174241208505583,92.63946711074105,1.0,1.0
cand_mean_reversion_zscore,Z-Score Mean Reversion (Calm Regime),mean_reversion,EURUSD=X,5,18.0,-0.7505615858176689,0.03629551138069864,0.7741881765195671,0.017237044756208745,22.664446294754374,0.0,0.0
cand_mean_reversion_zscore,Z-Score Mean Reversion (Calm Regime),mean_reversion,QQQ,5,1.0,0.8287063174881506,0.017025198558516103,0.17119067443796837,0.006652784131702973,82.96419650291423,1.0,1.0
cand_mean_reversion_zscore,Z-Score Mean Reversion (Calm Regime),mean_reversion,SPY,5,1.0,0.2891230662823604,0.022975618320019223,0.3778517901748543,0.012924967801453628,62.29808492922564,0.0,0.0
cand_trend_pullback_ema_rsi,Trend Pullback (EMA + RSI),pullback,BTC-USD,5,19.0,-1.0929102798078767,0.025086532830931187,0.881931723563697,0.00973013232838736,11.890091590341381,0.0,0.0
cand_trend_pullback_ema_rsi,Trend Pullback (EMA + RSI),pullback,ES=F,5,21.0,-0.06347276537890881,0.024292948480174197,0.520233139050791,0.015634122529936508,48.05995004163198,0.0,0.0
cand_trend_pullback_ema_rsi,Trend Pullback (EMA + RSI),pullback,EURUSD=X,5,16.0,0.072960589371282,0.036120612392632444,0.4421315570358034,0.016102480937396926,55.87010824313072,0.0,0.0
cand_trend_pullback_ema_rsi,Trend Pullback (EMA + RSI),pullback,QQQ,5,22.0,-0.7794110272878959,0.03196253280286389,0.7871773522064947,0.012523960484238594,21.365528726061616,0.0,0.0
cand_trend_pullback_ema_rsi,Trend Pullback (EMA + RSI),pullback,SPY,5,13.0,-1.2258104985076148,0.04793962592912872,0.8917568692756037,0.00966722749288926,10.907577019150708,0.0,0.0
