signal_date,signal_close,entry_date,exit_date,entry_reference_open,exit_reference_open,entry_price,exit_price,shares,entry_commission,exit_commission,entry_slippage_bps,exit_slippage_bps,capital_before,capital_after,capital_deployed,capital_deployed_fraction,position_value,position_value_fraction,liquidity_cap_shares,gross_pnl,net_pnl,gross_return,net_position_return,return,holding_bars,regime_at_entry
2000-06-14,6.019539833068848,2000-06-15,2000-06-28,6.0195411479456284,5.770065026017234,6.020929207850573,5.76925686967513,3285,16.425,16.425,1.8059231107962246,0.900797988998231,100000.0,99140.40636909367,19795.17744778913,0.1979517744778913,19778.75244778913,0.1977875244778913,3285,-826.7436309063313,-859.5936309063312,-0.04179958433115152,-0.04346045753772587,-0.008595936309063312,9,neutral
2000-06-28,5.821382999420166,2000-06-29,2000-06-30,5.7187484588128505,5.71554154321688,5.719528807720987,5.714498482504189,17318,86.59,86.59,0.8645449065585621,1.3252882836249085,99140.40636909367,98880.11119698916,99137.38989211206,0.9999695736875398,99050.79989211206,0.9990961659300849,33529,-87.11517210450822,-260.2951721045082,-0.0008794999353805891,-0.0026278957099591972,-0.0026255205282843526,1,neutral
2000-07-05,5.811762809753418,2000-07-06,2000-07-17,5.814971193445455,5.763651167545245,5.816533855913553,5.762021845641564,16985,84.925,84.925,2.187309044384126,2.3276912988669944,98880.11119698916,97784.37470251943,98878.7525426917,0.9999862595795957,98793.8275426917,0.9991273912088795,65353,-925.8864944697395,-1095.7364944697395,-0.009371906297178706,-0.011091143259898902,-0.011081465030786736,7,neutral
2000-08-02,5.901568412780762,2000-08-03,2000-08-10,5.901568472598463,5.747616067832649,5.902841256195615,5.746311257275283,7420,37.1,37.1,1.6566869944195375,1.7706924476340145,97784.37470251943,96548.72211053057,43836.18212097146,0.44829434410487684,43799.08212097146,0.447914937884682,7420,-1161.4525919888645,-1235.6525919888643,-0.026517738174991312,-0.028211837603720483,-0.012636503487883198,5,calm
2000-08-14,5.843835830688477,2000-08-15,2000-08-17,5.843837623637791,5.786103262495033,5.845472383671484,5.7852333809253365,5271,26.355,26.355,2.297408379523183,1.0036239895928518,96548.72211053057,96178.49232705562,30837.83993433239,0.31940184458400933,30811.48493433239,0.31912887359667896,5271,-317.51978347494327,-370.2297834749433,-0.0103052411836581,-0.01201596691181886,-0.0038346419857437177,2,neutral
2000-08-28,5.850252628326416,2000-08-29,2000-08-30,5.837422002733281,5.798932400355595,5.838494780877078,5.797075481639449,3288,16.44,16.44,1.3377601333168618,2.703199133815602,96178.49232705562,96009.42567116229,19213.410839523833,0.19976826808834244,19196.970839523834,0.19959733590171494,3288,-136.1866558933263,-169.0666558933263,-0.007094174233621137,-0.008806944455280522,-0.0017578426507083723,1,neutral
2000-08-30,5.856665134429932,2000-08-31,2000-12-20,5.901568412780762,6.740136257517068,5.902168666322005,6.738488019991038,3180,15.9,15.9,0.5171085027903911,1.9460049808490991,96009.42567116229,98637.12121582981,18784.79635890398,0.19565575179298508,18768.896358903978,0.19549014305312595,3180,2659.495544667526,2627.6955446675256,0.1416969593636154,0.14000266688141974,0.027369141376467884,77,neutral
2000-12-26,6.946869373321533,2000-12-27,2000-12-29,6.937024967029627,6.881238975767362,6.938999757255048,6.879641051007376,3017,15.085,15.085,2.3467393944906667,1.822686239206152,98637.12121582981,98427.86599908059,20950.047267638478,0.21239516126790917,20934.96226763848,0.21224222695865463,3017,-179.08521674922486,-209.25521674922487,-0.008554360617408753,-0.009995490513622475,-0.0021214651661553407,2,stressed
2000-12-29,6.969838619232178,2001-01-02,2001-01-03,6.9173368605327425,7.022339655086398,6.918635740767048,7.020043889053925,2436,12.18,12.18,1.3777171915909823,2.770301537647084,98427.86599908059,98650.53624830743,16865.97666450853,0.17135367604806218,16853.79666450853,0.17122993060385927,2436,247.03024922683278,222.67024922683277,0.01465724632521763,0.013211874668913126,0.002262268382704881,1,stressed
2001-02-13,6.787651062011719,2001-02-14,2001-02-15,6.762451257412546,6.6994476606606055,6.763855993917694,6.698701786410317,3059,15.295,15.295,1.5772593423255294,0.6134608974557827,98650.53624830743,98420.63952754236,20705.930485394227,0.20989171749940166,20690.63548539423,0.2097366752605891,3059,-199.3067207650669,-229.89672076506687,-0.009632701755620796,-0.011111148370834418,-0.002330415317625922,1,calm
