total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
96,-0.005468461838867136,0.02008975751775305,0.6770833333333334,0.10397992087865246,-0.05259151759933524,0.04202625136971615,0.10505415082460624,-0.005468461838867119
