Date,Open,High,Low,Close,Volume,timeframe_label,data_interval,bar_return,daily_return,ema_20,sma_20,sma_50,sma_100,sma_200,ma_20,ma_50,ma_100,ma_200,std_20,price_std_20,avg_volume_20,volume_ratio_20,rsi_14,true_range,atr_14,atr_percent,adx_14,plus_di_14,minus_di_14,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,bollinger_width,macd_line,macd_signal,macd_hist,rolling_high_20_prev,rolling_low_10_prev,rolling_low_5_prev,trailing_return_12,trailing_return_60,trailing_return_5,trailing_return_20,atr_percent_median_60,atr_percent_ratio_60,bollinger_width_median_60,bollinger_width_ratio_60,distance_from_ma_20,distance_from_ma_50,ma_50_over_ma_200,zscore_20,bars_per_year
2021-07-30,21.850000381469727,22.4060001373291,21.709999084472656,21.709999084472656,15889200,Daily,1d,-0.02119031624149481,-0.02119031624149481,22.58291462580354,22.428000068664552,23.55800003051758,23.161900005340577,23.30595001220703,22.58291462580354,23.55800003051758,23.161900005340577,23.30595001220703,0.024395218229198195,0.8993365884624386,26196450.0,0.6065401991491214,40.90233819210036,0.6960010528564453,0.8820933402769879,0.04063074055622026,28.13347610559811,19.119713919675178,30.808285345068686,22.428000068664552,0.8993365884624386,24.226673245589428,20.629326891739677,0.16039532472071866,-0.568438018784466,-0.5670720757154617,-0.0013659430690042829,26.1299991607666,20.549999237060547,21.09000015258789,0.006957310864836641,0.026477516597766204,-0.004585070330968333,-0.12176376668650402,0.04259451878361574,0.9538959874773639,0.2433947705474692,0.6589924851710682,-0.03865380336395896,-0.07844472975851002,0.010814835618309093,-0.7983673670159854,251.07528621204577
2021-08-02,21.90999984741211,22.3700008392334,21.479999542236328,22.100000381469727,21372900,Daily,1d,0.017964132355767992,0.017964132355767992,22.536922793009843,22.311000061035156,23.58780002593994,23.135400009155273,23.36975001335144,22.536922793009843,23.58780002593994,23.135400009155273,23.36975001335144,0.024915265516136147,0.7733622654777498,25795620.0,0.8285476371570057,44.483841201820084,0.8900012969970703,0.8826581943284224,0.03993928412184591,28.007426255525917,17.74265844467729,30.45064328804693,22.311000061035156,0.7733622654777498,23.857724591990657,20.764275530079654,0.1386512954797364,-0.5355179380874233,-0.5607612481898541,0.02524331010243075,25.34000015258789,20.549999237060547,21.09000015258789,0.029343320366264303,0.10004978664088848,-0.0013555707381163185,-0.09574468500223865,0.04259451878361574,0.9376625270669524,0.2433947705474692,0.5696560167166587,-0.019386959593065356,-0.06307496429654547,0.009330438385687811,-0.27283420588808077,251.07528621204577
2021-08-03,22.030000686645508,22.270000457763672,21.709999084472656,22.239999771118164,17040100,Daily,1d,0.0063348139018957195,0.0063348139018957195,22.50864440997254,22.189000034332274,23.617600021362303,23.090500011444092,23.43140001296997,22.50864440997254,23.617600021362303,23.090500011444092,23.43140001296997,0.024825100655503647,0.550317300628347,25209400.0,0.6759423072346029,45.754713186643485,0.5600013732910156,0.8596112785400363,0.03865158666307025,27.890379966173168,16.91704331383683,29.033690359553905,22.189000034332274,0.550317300628347,23.289634635588968,21.08836543307558,0.09920542607181214,-0.4924550410669326,-0.5471000067652698,0.05464496569833721,25.200000762939453,21.09000015258789,21.09000015258789,0.040711225911022275,0.12607593777813486,0.025830233305333072,-0.09886549853672044,0.04259451878361574,0.9074309973878103,0.2433947705474692,0.40759062262787665,-0.011935176279889714,-0.05832939202112364,0.007946601922602436,0.09267332996374833,251.07528621204577
2021-08-04,22.200000762939453,22.540000915527344,22.06999969482422,22.299999237060547,15537400,Daily,1d,0.002697817741001085,0.002697817741001085,22.48877344112378,22.15950002670288,23.639200019836426,23.04430000305176,23.49435000896454,22.48877344112378,23.639200019836426,23.04430000305176,23.49435000896454,0.019395367860456425,0.5272806816709364,22639405.0,0.6862989552949823,46.321847446047684,0.470001220703125,0.8317819886945427,0.03729964202474938,27.330791328326903,18.552861269149954,27.861862877286097,22.15950002670288,0.5272806816709364,23.21406139004475,21.104938663361008,0.09517916578181754,-0.4483179986416097,-0.5273436051405378,0.07902560649892809,24.260000228881836,21.09000015258789,21.479999542236328,0.03528311463465861,0.20736329540287657,-0.011524833113331634,-0.025775455147225124,0.042044550897129336,0.8871456878207747,0.2433947705474692,0.39104852404072,-0.008394152956249457,-0.056651696404790064,0.006165312546064117,0.2664599998475759,251.07528621204577
2021-08-05,22.219999313354492,22.770000457763672,22.020000457763672,22.520000457763672,18575200,Daily,1d,0.009865525929593,0.009865525929593,22.49174744270853,22.131500053405762,23.660000038146972,23.00159999847412,23.559100012779236,22.49174744270853,23.660000038146972,23.00159999847412,23.559100012779236,0.019436316336772976,0.4912972051409775,21837535.0,0.8506088255840231,48.450057297549854,0.75,0.8259404180735039,0.03667586151352695,26.43540949258955,19.338572413247256,26.05471097584635,22.131500053405762,0.4912972051409775,23.114094463687717,21.148905643123808,0.08879600640813733,-0.3910787027976852,-0.5000906246719673,0.1090119218742821,23.4950008392334,21.09000015258789,21.479999542236328,0.015329132006754342,0.11429992468756667,0.015329132006754342,-0.024263408483255366,0.041863412106373385,0.8760839040146784,0.2433947705474692,0.3648229837001345,0.001256150289216551,-0.048182568831161454,0.004282847193356476,0.7907645317184929,251.07528621204577
2021-08-06,22.63999938964844,22.690000534057617,21.790000915527344,21.81999969482422,24200700,Daily,1d,-0.031083514596383144,-0.031083514596383144,22.42777146671955,22.057999992370604,23.654000015258788,22.963699989318847,23.62185000896454,22.42777146671955,23.654000015258788,22.963699989318847,23.62185000896454,0.020340360040140563,0.41679262961353064,21922950.0,1.1038979699356155,42.65515028439923,0.8999996185302734,0.8312303609632732,0.03809488416997751,25.878237452080985,17.842966053926297,26.016104202025232,22.057999992370604,0.41679262961353064,22.891585251597665,21.224414733143544,0.07558121856155409,-0.39761687998866435,-0.47959587573530676,0.08197899574664241,23.4950008392334,21.09000015258789,21.479999542236328,-0.031083514596383144,0.15510854419515718,0.0050668178254431595,-0.06311726762204983,0.04164620368156033,0.9147264528902249,0.2433947705474692,0.3105293445358289,-0.027099071024385912,-0.07753446855717794,0.0013610282971929788,-0.5710280859982341,251.07528621204577
2021-08-09,21.850000381469727,23.280000686645508,21.799999237060547,22.93000030517578,35611100,Daily,1d,0.05087078945353318,0.05087078945353318,22.47560278466776,22.056999969482423,23.658600006103516,22.94090000152588,23.69050001144409,22.47560278466776,23.658600006103516,22.94090000152588,23.69050001144409,0.023274534427691583,0.4146698139438535,22530645.0,1.5805628289824813,52.38126557040975,1.480001449584961,0.8775711530076795,0.038271746241956804,24.422744529267828,20.495774931374964,22.88214001335132,22.056999969482423,0.4146698139438535,22.886339597370128,21.227660341594717,0.07519967620575431,-0.30966107975425317,-0.44560891653909607,0.1359478367848429,23.4950008392334,21.09000015258789,21.479999542236328,0.03896695161954389,0.24823077069236965,0.03755655698549165,-0.0008714796121475077,0.04105945258727106,0.9321056134543186,0.2433947705474692,0.30896175803862697,0.020217367465579006,-0.03079639964916636,-0.0013465315347993556,2.1052902968518548,251.07528621204577
2021-08-10,23.010000228881836,23.520000457763672,22.780000686645508,22.920000076293945,25947900,Daily,1d,-0.0004361198756538398,-0.0004361198756538398,22.517926336251207,22.080499935150147,23.657999992370605,22.930300006866457,23.75670001029968,22.517926336251207,23.657999992370605,22.930300006866457,23.75670001029968,0.022723541903613066,0.448235188539218,22590600.0,1.1486149106265438,52.29521013378432,0.7399997711181641,0.867744625729857,0.03785971303845507,22.722654121272036,21.222874002082055,21.4883149943231,22.080499935150147,0.448235188539218,22.976970312228584,21.18402955807171,0.08120018837538524,-0.23801867811667776,-0.40409086885461243,0.16607219073793467,23.280000686645508,21.09000015258789,21.709999084472656,0.05089411451315695,0.14143427108458506,0.030575553604944794,0.020935380729713238,0.0406225473457688,0.931987664786327,0.2432366124873428,0.33383209684196136,0.01785571788621798,-0.031194518400315174,-0.004154618187133918,1.8729010185025816,251.07528621204577
2021-08-11,23.06999969482422,23.190000534057617,22.09000015258789,22.350000381469727,34679000,Daily,1d,-0.02486909655003744,-0.02486909655003744,22.50193338817678,22.119999980926515,23.64380001068115,22.91060001373291,23.82100001335144,22.50193338817678,23.64380001068115,22.91060001373291,23.82100001335144,0.021592714488214124,0.4352470772268336,22634740.0,1.5321139098571488,47.50463478500508,1.1000003814697266,0.8843343225684192,0.03956753053577647,22.033222522318066,19.337261214636012,25.152321884444767,22.119999980926515,0.4352470772268336,22.99049413538018,21.24950582647285,0.0787065239786863,-0.2246461889208895,-0.36820193286786784,0.14355574394697834,23.520000457763672,21.479999542236328,21.790000915527344,0.009941311750845339,0.09237543409429638,0.0022422038618765683,0.03664197287088444,0.04051475414798561,0.976620279892375,0.20357095103964376,0.3866294457864907,-0.006751997887740835,-0.0547204606969669,-0.007438814599343924,0.5284364044639968,251.07528621204577
2021-08-12,24.450000762939453,25.760000228881836,23.584999084472656,24.88999938964844,189287200,Daily,1d,0.1136464861219697,0.1136464861219697,22.729368245459796,22.290999984741212,23.65259998321533,22.91730001449585,23.895700011253357,22.729368245459796,23.65259998321533,22.91730001449585,23.895700011253357,0.03244233068835313,0.7229929527690188,30505550.0,6.205008596796321,63.535055670005804,3.4099998474121094,1.064739002914397,0.04277778340795033,22.22683453218683,32.15461505629358,19.398436019105976,22.290999984741212,0.7229929527690188,23.73698589027925,20.845014079203175,0.12973719496907757,-0.008988093440748912,-0.2963591649824441,0.28737107154169517,23.520000457763672,21.479999542236328,21.790000915527344,0.14806268631399977,0.17184555827978354,0.10523973728729308,0.1592920440461627,0.04051475414798561,1.055856917006054,0.16979225721679286,0.7640937054239612,0.09505900563779335,0.052315576609387904,-0.010173379642510638,3.5947783376770412,251.07528621204577
2021-08-13,25.0,25.100000381469727,24.309999465942383,24.899999618530273,52395100,Daily,1d,0.000401776983811164,0.000401776983811164,22.93609504289508,22.467499923706054,23.677999992370605,22.933700008392336,23.965450010299683,22.93609504289508,23.677999992370605,22.933700008392336,23.965450010299683,0.03236287518277747,0.8885373174230442,32150150.0,1.6297000169517093,63.58220751132322,0.7900009155273438,1.0451148538153219,0.041972484731990126,22.40661711277926,30.418498601165812,18.351060893714095,22.467499923706054,0.8885373174230442,24.24457455855214,20.690425288859966,0.15819068796088426,0.16087496934983037,-0.2049123381159892,0.36578730746581956,25.760000228881836,21.479999542236328,21.790000915527344,0.10372341347438696,0.20464438928994677,0.14115490223570637,0.165184774949382,0.04051475414798561,1.0359802401534997,0.15929300634080146,0.9930799323508351,0.0856250626779449,0.051609072833576075,-0.011994350942942433,2.7376449442540123,251.07528621204577
2021-08-16,24.899999618530273,24.899999618530273,23.770000457763672,24.5,45907300,Daily,1d,-0.01606424195414846,-0.01606424195414846,23.085038372143167,22.615499877929686,23.687399978637696,22.95990001678467,24.033700008392334,23.085038372143167,23.687399978637696,22.95990001678467,24.033700008392334,0.0327916206691966,0.9649532037882789,32929795.0,1.394096136948317,60.22751757737499,1.1299991607666016,1.051178018597556,0.04290522524887984,21.902125044526088,28.082828029471905,20.61132895354119,22.615499877929686,0.9649532037882789,24.545406285506242,20.68559347035313,0.17067112537803678,0.26021643109103465,-0.11188658427458442,0.37210301536561907,25.760000228881836,21.479999542236328,21.799999237060547,0.104598722403211,0.18874329327747108,0.06846924003179522,0.13741870745877782,0.04051475414798561,1.059002483198163,0.15929300634080146,1.0714288674600834,0.061293449248248866,0.03430515894927866,-0.014408935354677466,1.9529445725160715,251.07528621204577
2021-08-17,23.899999618530273,24.59000015258789,23.739999771118164,23.969999313354492,35348300,Daily,1d,-0.02163268108757177,-0.02163268108757177,23.169320366544245,22.70499982833862,23.67759998321533,22.973800010681153,24.099800004959107,23.169320366544245,23.67759998321533,22.973800010681153,24.099800004959107,0.03292067618585056,1.0026838417531851,33549510.0,1.053615984257296,56.010659287035146,0.8500003814697266,1.0368081873741397,0.043254410391096634,21.39668981550375,26.438329432136303,19.611035870998393,22.70499982833862,1.0026838417531851,24.710367511844993,20.69963214483225,0.17664547004342424,0.29280337419186964,-0.03094859258129361,0.32375196677316326,25.760000228881836,21.709999084472656,22.09000015258789,0.10409950825369796,0.1551806898002166,0.0458114848850526,0.08070329051172331,0.04051475414798561,1.0676211987638888,0.15929300634080146,1.1089342470283838,0.03455772263248602,0.012349196301417287,-0.017518818482182397,1.26161351399064,251.07528621204577
2021-08-18,24.06999969482422,25.940000534057617,23.68000030517578,25.280000686645508,92065600,Daily,1d,0.054651706750828755,0.054651706750828755,23.37033753988722,22.842999839782713,23.69560001373291,23.000800018310546,24.175550007820128,23.37033753988722,23.69560001373291,23.000800018310546,24.175550007820128,0.034643383730443886,1.1472362947591754,37130925.0,2.4794857655714204,62.92103484228461,2.260000228881836,1.1241790474818323,0.04446910668304272,22.01422485222218,31.21955862890949,16.79495258551455,22.842999839782713,1.1472362947591754,25.137472429301063,20.548527250264364,0.20089065408321388,0.41949919843149885,0.059140965621264883,0.360358232810234,25.760000228881836,21.790000915527344,22.09000015258789,0.14389141404007066,0.1913290058749395,0.13109620828485657,0.12255773413762694,0.04051475414798561,1.097602777511948,0.15929300634080146,1.2611391968672863,0.08171311789994373,0.06686476274052344,-0.01985270216942181,2.124236182201996,251.07528621204577
2021-08-19,25.010000228881836,25.63999938964844,24.13999938964844,24.15999984741211,67605600,Daily,1d,-0.044303829462514766,-0.044303829462514766,23.44554347393721,22.94749984741211,23.695400009155275,23.025100021362306,24.243650007247926,23.44554347393721,23.695400009155275,23.025100021362306,24.243650007247926,0.035949470896291816,1.1670813400177888,39637760.0,1.7055857848677625,54.97019899635604,1.5,1.15102340123313,0.047641697371799505,22.587650243460725,28.31349024953793,15.231596702686259,22.94749984741211,1.1670813400177888,25.28166252744769,20.61333716737653,0.20343503175129665,0.4246368946526893,0.13224015142754977,0.29239674322513953,25.940000534057617,21.790000915527344,23.584999084472656,0.08633093957075211,0.12476724219225765,-0.02932903013810173,0.09469869422236687,0.04051475414798561,1.1759098228211327,0.15929300634080146,1.2771121370894023,0.030473013955471417,0.019607174307136654,-0.022614168985641392,1.0389164477443513,251.07528621204577
2021-08-20,24.219999313354492,24.479999542236328,23.65999984741211,24.010000228881836,52062300,Daily,1d,-0.00620859352142511,-0.00620859352142511,23.49930126012241,23.057499885559082,23.692800025939942,23.04480001449585,24.311200008392333,23.49930126012241,23.692800025939942,23.04480001449585,24.311200008392333,0.03583853940117687,1.158330195999552,41358210.0,1.2588141508058497,53.9862856124946,0.8199996948242188,1.1273788507753506,0.04695455393703899,22.482792085717225,26.84250207778625,17.481445642826287,23.057499885559082,1.158330195999552,25.374160277558186,20.740839493559978,0.20094636482683267,0.4118572067990378,0.18816356250184738,0.22369364429719044,25.940000534057617,21.790000915527344,23.68000030517578,0.07668166144954047,0.08544300714022657,-0.03574294792302368,0.10087119746953155,0.04051475414798561,1.1589494969050322,0.15929300634080146,1.261488934403783,0.02173251719726932,0.013388042046301285,-0.025436834966555244,0.8223046818708007,251.07528621204577
2021-08-23,24.020000457763672,24.93000030517578,23.899999618530273,24.81999969482422,35705300,Daily,1d,0.033735920792205,0.033735920792205,23.625082063427346,23.191999912261963,23.695800018310546,23.06010000228882,24.38170000553131,23.625082063427346,23.695800018310546,23.06010000228882,24.38170000553131,0.03632176258637329,1.1983096365045807,42330080.0,0.8434971065492907,58.32430665325487,1.0300006866455078,1.120423267623219,0.04514195331988114,22.75044156545494,27.948734569430222,16.333543931036882,23.191999912261963,1.1983096365045807,25.588619185271124,20.7953806392528,0.2066763782404149,0.4617664434356108,0.2428841386886001,0.2188823047470107,25.940000534057617,21.799999237060547,23.65999984741211,0.10213140276680743,0.09339202029217208,0.013061212033641523,0.12155447971397182,0.040522947358437075,1.1139849458773972,0.15929300634080146,1.2974604660184421,0.05057834839213782,0.04744299308928013,-0.02813175402310586,1.358580230825034,251.07528621204577
2021-08-24,25.0,25.350000381469727,24.760000228881836,25.100000381469727,37227400,Daily,1d,0.011281252622412197,0.011281252622412197,23.765550474669478,23.36299991607666,23.69780002593994,23.080400009155273,24.447800006866455,23.765550474669478,23.69780002593994,23.080400009155273,24.447800006866455,0.03580865036426946,1.214257440812503,43037515.0,0.8649988271860027,59.73738231438633,0.5900001525878906,1.0825359022635528,0.04312891975343329,23.321116504753586,29.63196808459263,15.697682907763227,23.36299991607666,1.214257440812503,25.791514797701666,20.934485034451654,0.20789409667838799,0.5179430631717601,0.2978959235852321,0.220047139586528,25.940000534057617,22.09000015258789,23.65999984741211,0.1503208401704761,0.09368189747523559,0.04714230707072531,0.15774907878933342,0.040522947358437075,1.0643085600843798,0.15929300634080146,1.3051049851718304,0.0561505995084175,0.05917006447834483,-0.030677606194253415,1.4305042794144027,251.07528621204577
2021-08-25,25.1200008392334,25.190000534057617,24.06999969482422,24.350000381469727,54678500,Daily,1d,-0.02988047763352597,-0.02988047763352597,23.821212370555216,23.45249996185303,23.696600036621092,23.089500007629393,24.500400009155275,23.821212370555216,23.696600036621092,23.089500007629393,24.500400009155275,0.035892555202477264,1.2177351453263854,44517760.0,1.2282401450567144,54.415200948643225,1.1200008392333984,1.0852119691899704,0.044567225962584105,22.939527072572652,27.447547630004042,19.08205367948229,23.45249996185303,1.2177351453263854,25.8879702525058,21.01702967120026,0.2076938743941342,0.49622453945311307,0.3375616467588083,0.15866289269430478,25.940000534057617,22.09000015258789,23.65999984741211,0.061927608259709555,0.05594106441470492,-0.036787985756150166,0.07934401409138392,0.041301612644105194,1.0790674530464126,0.15929300634080146,1.3038480418266505,0.022198198928285118,0.027573590466094755,-0.03280762649727431,0.7370243218004058,251.07528621204577
