agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,excess_return_vs_benchmark,excess_annualized_sharpe,excess_p_value,excess_RCSI_z,excess_evidence_label,excess_skill_luck_verdict,fdr_q_value,fdr_significant_0_05,fdr_significant_0_10
trend_pullback,Negative Skill,Negative Skill,Moderate,likely random,moderately variable,Negative Skill (Moderate confidence): worse than random — strategy likely flawed or mistimed; stability=moderately variable; mean p=0.903; mean percentile=9.7; mean RCSI_z=-1.023.,-0.3021354818734614,-0.1101502013691705,-0.0294293725256718,-0.4767736674310208,-0.8852305765591776,-1.023020971441948,0.903,0.0443122496864941,9.7,262.0,6043,0.00047,-0.96733269467759,-0.3126605910642503,0.91,-1.0179198579821005,Strongly Random,Luck,1.0,False,False
breakout_volume_momentum,Negative Skill,Negative Skill,Low,likely random,stable,Negative Skill (Low confidence): worse than random — strategy likely flawed or mistimed; stability=stable; mean p=0.745; mean percentile=25.5; mean RCSI_z=-0.690.,0.1096728599952592,0.0932834954081481,0.0479657149523853,-0.3710617760260503,-0.5890496971405558,-0.6902975093587504,0.745,0.1278437272517071,25.5,89.0,6043,0.00047,-0.9480557885035156,-0.25008696893513,0.738,-0.6967218504121842,Likely Random,Luck,1.0,False,False
mean_reversion_vol_filter,Random / Luck,Random / Luck,Low,likely random,moderately variable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=moderately variable; mean p=0.627; mean percentile=37.4; mean RCSI_z=-0.422.,-0.0051080263119449,0.0289689234662599,0.0134324224192981,-0.2442538028043178,-0.1484985053926679,-0.4216886279908066,0.6265000000000001,0.2030789246698311,37.35,107.0,6043,0.00047,-0.9534287257438848,-0.2500706828075288,0.648,-0.4722361641095536,Likely Random,Luck,1.0,False,False
volatility_managed_tsmom,Negative Skill,Negative Skill,Low,likely random,moderately variable,Negative Skill (Low confidence): worse than random — strategy likely flawed or mistimed; stability=moderately variable; mean p=0.723; mean percentile=27.7; mean RCSI_z=-0.655.,0.3931493339661185,0.1965102059244594,0.1071661123569679,-0.2648650904492685,-0.688336636295509,-0.6548718245741638,0.723,0.1408617027054692,27.7,79.0,6043,0.00047,-0.934786146207062,-0.2295234795430838,0.722,-0.6513644000634075,Likely Random,Luck,1.0,False,False
momentum_relative_strength,Random / Luck,Random / Luck,Low,null-like / inconclusive,unstable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=unstable; mean p=0.388; mean percentile=61.2; mean RCSI_z=-0.070.,2.8497923010934376,0.384682409606795,0.1076332341932704,-0.5064293778336305,-0.2568621035820862,-0.0699193543176303,0.3875,0.4117282931576709,61.25,249.0,6042,0.00047,-0.8094154699764099,-0.0390137852985868,0.352,-0.0354243406866544,Null-Like / Inconclusive,Inconclusive,1.0,False,False
random,Random / Luck,Random / Luck,Low,null-like / inconclusive,moderately variable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=moderately variable; mean p=0.512; mean percentile=48.9; mean RCSI_z=-0.257.,0.4474347312046873,0.1903870504011334,0.0704442260744766,-0.4643475923369395,-0.2374949719876581,-0.256653438929924,0.5115000000000001,0.291154361951821,48.85,192.0,6043,0.00047,-0.932245025975156,-0.2257610659330076,0.454,-0.198276119794842,Null-Like / Inconclusive,Inconclusive,1.0,False,False
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,20.362781877444903,0.5347057677074755,,-0.729779463831753,,,,,,,6295,0.00047,0.0,0.0,,,Benchmark Reference,Benchmark,,,
