start_date,end_date,first_close,last_close,buy_hold_return,annualized_sharpe,max_drawdown,number_of_periods,transaction_cost
1981-06-05,2026-03-30,0.1081273481249809,245.72999572753903,2271.5980058579416,0.6170389650445781,-0.8180144522712589,11295,0.0
