agent,outer_run,seed_used,actual_cumulative_return,annualized_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,RCSI,RCSI_z,significant_run,outperform_null_median,lower_5pct,upper_95pct,number_of_trades,transaction_cost,simulations_per_run,null_model
trend,1,101,0.09629842609036321,0.004350590362853417,0.09899829571868353,0.034929981417271445,-0.2670187228830788,-0.12271915517529544,-0.10515772883167819,0.1922152616901558,85.44,0.1456,0.8368386250229816,0.21901758126565865,1.0480757518972743,0,1,-0.38484051151689996,0.2383859069854109,198,0.00047,5000,random_timing_matched_duration
mean_reversion,1,101,-0.18391306968849241,-0.009420339300521757,-0.1333348809806375,-0.09465070035279065,-0.3931401870088478,-0.038235908315120595,-0.023978730087016287,0.18228653929269356,19.16,0.8084,0.09237369515673362,-0.14567716137337183,-0.8773787698315618,0,0,-0.29250523518224353,0.29671487441270555,91,0.00047,5000,random_timing_matched_duration
random,1,101,-0.448250356177302,-0.027369323737126805,-0.40389613575912137,-0.19555583118255532,-0.48845106015867856,-0.08479454830569205,-0.0644964531325861,0.19560025927516247,0.7799999999999999,0.9922,0.0034007772998332414,-0.36345580787160997,-1.961929419044719,0,0,-0.3499606741254574,0.2830450886873851,123,0.00047,5000,random_timing_matched_duration
momentum,1,101,0.15210950617929958,0.0066296280454964,0.13362901674630667,0.07744468588262353,-0.16759488787374643,-0.05779336775232463,-0.03489284155182175,0.20682119060250914,83.26,0.1674,0.7762445463427589,0.2099028739316242,0.9041740219478875,0,1,-0.3341446711032704,0.3515726434243404,87,0.00047,5000,random_timing_matched_duration
breakout,1,101,0.14534503397944545,0.006424650224404867,0.13028103049437015,0.10406036566921546,-0.20324989920046999,-0.025154312037590318,-0.0036066582221974015,0.19838856443271063,78.66,0.2134,0.6708055849115488,0.17049934601703576,0.750807853404092,0,1,-0.2851587232570986,0.3490967760241802,47,0.00047,5000,random_timing_matched_duration
trend,2,102,0.09629842609036321,0.004350590362853417,0.09899829571868353,0.034929981417271445,-0.2670187228830788,-0.12199103027525501,-0.10280997085355256,0.18823758770262458,85.98,0.1402,0.8532519863693602,0.21828945636561822,1.0577504704239238,0,1,-0.38042400103934043,0.23684773403132398,198,0.00047,5000,random_timing_matched_duration
mean_reversion,2,102,-0.18391306968849241,-0.009420339300521757,-0.1333348809806375,-0.09465070035279065,-0.3931401870088478,-0.044952127018678595,-0.02729942735777215,0.18201503567542823,19.84,0.8016,0.09604229147682951,-0.13896094266981382,-0.8604434339699051,0,0,-0.2913859015066772,0.30309362256864003,91,0.00047,5000,random_timing_matched_duration
random,2,102,-0.448250356177302,-0.027369323737126805,-0.40389613575912137,-0.19555583118255532,-0.48845106015867856,-0.07911164767607219,-0.05877335483796754,0.196203306777645,0.5599999999999999,0.9944,0.0024388843664116724,-0.3691387085012298,-1.9850684870501414,0,0,-0.34086459768883653,0.29938687047957085,123,0.00047,5000,random_timing_matched_duration
momentum,2,102,0.15210950617929958,0.0066296280454964,0.13362901674630667,0.07744468588262353,-0.16759488787374643,-0.0647343717610055,-0.04234943115359855,0.20457969738028317,83.46000000000001,0.1654,0.7814644947834721,0.21684387794030507,0.9505290105666152,0,1,-0.34112818892406516,0.32306870989155234,87,0.00047,5000,random_timing_matched_duration
breakout,2,102,0.14534503397944545,0.006424650224404867,0.13028103049437015,0.10406036566921546,-0.20324989920046999,-0.030886114197232147,-0.009492945505845986,0.20229199978161932,78.94,0.2106,0.6765416331505323,0.1762311481766776,0.7654182056257488,0,1,-0.3030721783125246,0.34773853220611645,47,0.00047,5000,random_timing_matched_duration
trend,3,103,0.09629842609036321,0.004350590362853417,0.09899829571868353,0.034929981417271445,-0.2670187228830788,-0.11923696554545257,-0.10308230987056388,0.1894923560292123,85.48,0.1452,0.838033383635925,0.21553539163581578,1.0521835293988873,0,1,-0.38160793479249183,0.23280974171342592,198,0.00047,5000,random_timing_matched_duration
mean_reversion,3,103,-0.18391306968849241,-0.009420339300521757,-0.1333348809806375,-0.09465070035279065,-0.3931401870088478,-0.04247585338847,-0.025120858850307803,0.18258905987380855,18.86,0.8114,0.09076499663169262,-0.14143721630002243,-0.8696699076490647,0,0,-0.2931762327138551,0.29884803219088524,91,0.00047,5000,random_timing_matched_duration
random,3,103,-0.448250356177302,-0.027369323737126805,-0.40389613575912137,-0.19555583118255532,-0.48845106015867856,-0.08491742817930306,-0.06561569385816698,0.19373320894167528,0.72,0.9928,0.003138231509326578,-0.363332927997999,-1.9750597453549112,0,0,-0.3498713289791656,0.28213689129193115,123,0.00047,5000,random_timing_matched_duration
momentum,3,103,0.15210950617929958,0.0066296280454964,0.13362901674630667,0.07744468588262353,-0.16759488787374643,-0.06395930368583075,-0.03975001532650946,0.20692991213585665,82.74000000000001,0.1726,0.7629592086208092,0.21606880986513033,0.9271715216302157,0,1,-0.333601556764687,0.34831806907289464,87,0.00047,5000,random_timing_matched_duration
breakout,3,103,0.14534503397944545,0.006424650224404867,0.13028103049437015,0.10406036566921546,-0.20324989920046999,-0.022587172525027413,-0.0036340471084611425,0.2031396828261703,79.08,0.2092,0.6794383198047633,0.16793220650447288,0.7333824638063959,0,1,-0.29436790463944545,0.35904144882786254,47,0.00047,5000,random_timing_matched_duration
trend,4,104,0.09629842609036321,0.004350590362853417,0.09899829571868353,0.034929981417271445,-0.2670187228830788,-0.1266967656639844,-0.10718970019500496,0.1907350212799444,86.04,0.1396,0.8551145817128577,0.22299519175434762,1.0668629437837,0,1,-0.38322695757138847,0.22424292701238482,198,0.00047,5000,random_timing_matched_duration
mean_reversion,4,104,-0.18391306968849241,-0.009420339300521757,-0.1333348809806375,-0.09465070035279065,-0.3931401870088478,-0.043241090570105986,-0.02780182400893148,0.17672432840824434,19.28,0.8072,0.09301884677114587,-0.14067197911838641,-0.8833602429594987,0,0,-0.29350084959700784,0.2892151115336542,91,0.00047,5000,random_timing_matched_duration
random,4,104,-0.448250356177302,-0.027369323737126805,-0.40389613575912137,-0.19555583118255532,-0.48845106015867856,-0.08638191611355567,-0.06576901597216359,0.1944451496866276,0.7000000000000001,0.993,0.0030507515046188267,-0.36186844006374635,-1.9670397581094434,0,0,-0.34556484849433355,0.28354539277156593,123,0.00047,5000,random_timing_matched_duration
momentum,4,104,0.15210950617929958,0.0066296280454964,0.13362901674630667,0.07744468588262353,-0.16759488787374643,-0.057062303507742565,-0.03597748574000804,0.20496606007438942,83.04,0.1696,0.770574152079305,0.20917180968704213,0.9176494481625114,0,1,-0.3299787632762974,0.3366279442812649,87,0.00047,5000,random_timing_matched_duration
breakout,4,104,0.14534503397944545,0.006424650224404867,0.13028103049437015,0.10406036566921546,-0.20324989920046999,-0.02395112224425502,-0.0035627135089243856,0.20406791804959695,78.58000000000001,0.2142,0.6691805335041632,0.16929615622370048,0.7296969994674964,0,1,-0.2979541014006458,0.36193484807321197,47,0.00047,5000,random_timing_matched_duration
trend,5,105,0.09629842609036321,0.004350590362853417,0.09899829571868353,0.034929981417271445,-0.2670187228830788,-0.11993044288887919,-0.10173162316424855,0.19046403255963826,85.68,0.1432,0.8440569820281633,0.2162288689792424,1.0397241232021297,0,1,-0.38421789223531316,0.23930415248155001,198,0.00047,5000,random_timing_matched_duration
mean_reversion,5,105,-0.18391306968849241,-0.009420339300521757,-0.1333348809806375,-0.09465070035279065,-0.3931401870088478,-0.049774701090617435,-0.029476643483308623,0.17688979014348843,19.02,0.8098,0.09162222756760542,-0.13413836859787498,-0.8730658003489572,0,0,-0.28962325497046876,0.29946759374373016,91,0.00047,5000,random_timing_matched_duration
