agent,mean_actual_cumulative_return,median_actual_cumulative_return,std_actual_cumulative_return,min_actual_cumulative_return,max_actual_cumulative_return,p25_actual_cumulative_return,p75_actual_cumulative_return,mean_annualized_return,median_annualized_return,std_annualized_return,min_annualized_return,max_annualized_return,p25_annualized_return,p75_annualized_return,mean_annualized_sharpe,median_annualized_sharpe,std_annualized_sharpe,min_annualized_sharpe,max_annualized_sharpe,p25_annualized_sharpe,p75_annualized_sharpe,mean_trade_level_return_ratio,median_trade_level_return_ratio,std_trade_level_return_ratio,min_trade_level_return_ratio,max_trade_level_return_ratio,p25_trade_level_return_ratio,p75_trade_level_return_ratio,mean_max_drawdown,median_max_drawdown,std_max_drawdown,min_max_drawdown,max_max_drawdown,p25_max_drawdown,p75_max_drawdown,mean_number_of_trades,median_number_of_trades,std_number_of_trades,min_number_of_trades,max_number_of_trades,p25_number_of_trades,p75_number_of_trades,mean_p_value,median_p_value,std_p_value,min_p_value,max_p_value,p25_p_value,p75_p_value,mean_p_value_prominence,median_p_value_prominence,std_p_value_prominence,min_p_value_prominence,max_p_value_prominence,p25_p_value_prominence,p75_p_value_prominence,mean_actual_percentile,median_actual_percentile,std_actual_percentile,min_actual_percentile,max_actual_percentile,p25_actual_percentile,p75_actual_percentile,mean_RCSI,median_RCSI,std_RCSI,min_RCSI,max_RCSI,p25_RCSI,p75_RCSI,mean_RCSI_z,median_RCSI_z,std_RCSI_z,min_RCSI_z,max_RCSI_z,p25_RCSI_z,p75_RCSI_z,mean_median_simulated_return,median_median_simulated_return,std_median_simulated_return,min_median_simulated_return,max_median_simulated_return,p25_median_simulated_return,p75_median_simulated_return,proportion_significant,proportion_outperforming_null_median,mean_percentile,median_percentile,std_percentile,min_percentile,max_percentile,p25_percentile,p75_percentile,number_of_outer_runs,simulations_per_run,transaction_cost,research_grade,robustness_scope,p_value_interpretation,null_model,stability_classification,evidence_bucket,confidence_score,evaluation_power_score,confidence_bucket,evaluation_power_label,evidence_label,confidence_label,skill_luck_verdict,verdict_label,final_classification
trend_pullback,0.0013011018478682284,0.0013011018478682284,0.0,0.0013011018478682284,0.0013011018478682284,0.0013011018478682284,0.0013011018478682284,0.0005070684126176858,0.0005070684126176858,0.0,0.0005070684126176858,0.0005070684126176858,0.0005070684126176858,0.0005070684126176858,0.04919054086423205,0.04919054086423205,0.0,0.04919054086423205,0.04919054086423205,0.04919054086423205,0.04919054086423205,0.010718154920615917,0.010718154920615917,0.0,0.010718154920615917,0.010718154920615917,0.010718154920615917,0.010718154920615917,-0.026119362185149764,-0.026119362185149764,0.0,-0.026119362185149764,-0.026119362185149764,-0.026119362185149764,-0.026119362185149764,56.0,56.0,0.0,56,56,56.0,56.0,0.09113545816733068,0.09760956175298804,0.016358633172964984,0.06772908366533864,0.11553784860557768,0.07669322709163347,0.10059760956175298,1.04774991606279,1.0105980962892163,0.08163748202613924,0.9372757235820821,1.1692248001027643,0.9974753779843054,1.1162889943884837,91.28486055776892,90.63745019920319,1.6358633172964963,88.84462151394422,93.62549800796812,90.33864541832669,92.72908366533864,0.0280136025845639,0.028403108884218105,0.0013968835694981702,0.024840413449214678,0.02939426744218068,0.02770873150458246,0.02901725587848073,1.3728061650154209,1.3628300089132859,0.09267547717076163,1.1840720055093652,1.5223123911197647,1.3464628634484375,1.4097474514766657,-0.027037251551691524,-0.027823885112324108,0.0017305162716338652,-0.02864682380666588,-0.023429542500798112,-0.028286346571156973,-0.026331352348464947,0.0,1.0,91.28486055776892,90.63745019920319,1.6358633172964963,88.84462151394422,93.62549800796812,90.33864541832669,92.72908366533864,8,250,0.00047,False,monte_carlo_seed_stability_only,weak evidence,structure_preserving_random_timing,stable,weak_skill,0.6,,moderate,Not Used,Weak Skill,Moderate,weak_skill,Weak Skill,weak skill
breakout_volume_momentum,-0.014865126102153412,-0.014865126102153412,0.0,-0.014865126102153412,-0.014865126102153412,-0.014865126102153412,-0.014865126102153412,-0.005519464283837752,-0.005519464283837752,0.0,-0.005519464283837752,-0.005519464283837752,-0.005519464283837752,-0.005519464283837752,-0.4655192395570249,-0.4655192395570249,0.0,-0.4655192395570249,-0.4655192395570249,-0.4655192395570249,-0.4655192395570249,-0.18001971878250586,-0.18001971878250586,0.0,-0.18001971878250586,-0.18001971878250586,-0.18001971878250586,-0.18001971878250586,-0.035998383238858844,-0.035998383238858844,0.0,-0.035998383238858844,-0.035998383238858844,-0.035998383238858844,-0.035998383238858844,27.0,27.0,0.0,27,27,27.0,27.0,0.6299800796812749,0.649402390438247,0.040455293445550364,0.545816733067729,0.6653386454183267,0.603585657370518,0.6623505976095617,0.20161043838880838,0.18751881135816015,0.028862291685094008,0.17695725033345489,0.2629531543246314,0.178913537664101,0.2192682157585384,37.4003984063745,35.45816733067729,4.045529344555038,33.86454183266932,45.81673306772908,34.16334661354581,40.0398406374502,-0.00515877341474604,-0.0051834863909346685,0.000762971593811721,-0.006094433795489622,-0.0037640637324672637,-0.005825379148416019,-0.004720325073126077,-0.2806217250831978,-0.2794466064930226,0.04398398172869274,-0.34165965980191215,-0.20504249295156562,-0.32311147947075913,-0.249546196290611,-0.009267969262321728,-0.008652808939423337,0.0015108793375596013,-0.012174750256949612,-0.00751932531122049,-0.009858636332257241,-0.008289389563653042,0.0,0.0,37.4003984063745,35.45816733067729,4.045529344555038,33.86454183266932,45.81673306772908,34.16334661354581,40.0398406374502,8,250,0.00047,False,monte_carlo_seed_stability_only,no evidence,structure_preserving_random_timing,moderately variable,random_luck,0.35,,low,Not Used,Random / Luck,Low,random_luck,Random / Luck,random / luck
mean_reversion_vol_filter,-0.03195153465698691,-0.03195153465698691,0.0,-0.03195153465698691,-0.03195153465698691,-0.03195153465698691,-0.03195153465698691,-0.0124946878828544,-0.0124946878828544,0.0,-0.0124946878828544,-0.0124946878828544,-0.0124946878828544,-0.0124946878828544,-1.9098333744356497,-1.9098333744356497,0.0,-1.9098333744356497,-1.9098333744356497,-1.9098333744356497,-1.9098333744356497,-0.6548623634227225,-0.6548623634227225,0.0,-0.6548623634227225,-0.6548623634227225,-0.6548623634227225,-0.6548623634227225,-0.0319515346569873,-0.0319515346569873,0.0,-0.0319515346569873,-0.0319515346569873,-0.0319515346569873,-0.0319515346569873,29.0,29.0,0.0,29,29,29.0,29.0,0.9397410358565738,0.9422310756972112,0.015740518555058904,0.9163346613545816,0.9681274900398407,0.9292828685258964,0.9462151394422311,0.027052653623957607,0.025843546990932893,0.007267601570337891,0.01406744788272594,0.03794588546344528,0.024012986736425795,0.03185883345039496,6.424302788844622,6.175298804780876,1.5740518555058873,3.5856573705179287,8.764940239043826,5.776892430278885,7.470119521912351,-0.01765663073821111,-0.017576224137625975,0.0007173683010857951,-0.01865872194357561,-0.016658877837049224,-0.018343490418451878,-0.017017059098570195,-1.5931857039707207,-1.6624623852121987,0.11525188803606846,-1.7105651100534336,-1.4089628329988018,-1.6826867439166688,-1.4762356494383013,-0.013990806087539815,-0.013853368393475037,0.0008051060892578755,-0.01543856969730898,-0.012904210016271442,-0.014572929697945335,-0.013488654490789481,0.0,0.0,6.424302788844622,6.175298804780876,1.5740518555058873,3.5856573705179287,8.764940239043826,5.776892430278885,7.470119521912351,8,250,0.00047,False,monte_carlo_seed_stability_only,no evidence,structure_preserving_random_timing,moderately variable,negative_skill,0.6,,low,Not Used,Negative Skill,Low,negative_skill,Negative Skill,negative skill
momentum_relative_strength,-0.3788001454324385,-0.3788001454324385,0.0,-0.3788001454324385,-0.3788001454324385,-0.3788001454324385,-0.3788001454324385,-0.1608078630871922,-0.1608078630871922,0.0,-0.1608078630871922,-0.1608078630871922,-0.1608078630871922,-0.1608078630871922,-0.32240061220592836,-0.32240061220592836,0.0,-0.32240061220592836,-0.32240061220592836,-0.32240061220592836,-0.32240061220592836,-0.04145045401957071,-0.04145045401957071,0.0,-0.04145045401957071,-0.04145045401957071,-0.04145045401957071,-0.04145045401957071,-0.5692077874103008,-0.5692077874103008,0.0,-0.5692077874103008,-0.5692077874103008,-0.5692077874103008,-0.5692077874103008,304.0,304.0,0.0,304,304,304.0,304.0,0.9636454183266933,0.9681274900398407,0.014006335767355833,0.9282868525896414,0.9760956175298805,0.9661354581673307,0.9691235059760956,0.01612947539386338,0.01406744788272594,0.0064011288239683595,0.010507637116505663,0.03231780045501919,0.01362155969762163,0.01496475563858689,4.03386454183267,3.5856573705179287,1.400633576735581,2.788844621513944,7.569721115537849,3.4860557768924307,3.7848605577689245,-7.007230925121952,-7.139940440070056,0.5603905059463368,-7.74817547138551,-6.115310854205304,-7.3601333051189695,-6.713606514955705,-0.6004393017945593,-0.6026865762533515,0.06410715043867209,-0.6898014429432129,-0.4971171913070773,-0.6555138816331112,-0.5517602808831866,2.1752453203614257,2.1642987181706648,0.2924134203187881,1.6303942112735488,2.603950862650071,2.000951341657193,2.3848774913968005,0.0,0.0,4.03386454183267,3.5856573705179287,1.400633576735581,2.788844621513944,7.569721115537849,3.4860557768924307,3.7848605577689245,8,250,0.00047,False,monte_carlo_seed_stability_only,no evidence,structure_preserving_random_timing_shared_calendar,stable,negative_skill,0.6,,low,Not Used,Negative Skill,Low,negative_skill,Negative Skill,negative skill
random,-0.059393150206286584,-0.045976289480971294,0.035238138387096545,-0.12566513411365218,-0.0177319559376748,-0.07165483224273586,-0.03693257274720901,-0.02280753834780389,-0.01726981266915043,0.013821676859723526,-0.049272427514390864,-0.006882057789508684,-0.027722589150010062,-0.013951618393060855,-0.975548733805029,-0.7086605188799608,0.5905967346871078,-2.0640777875866085,-0.32593335857162786,-1.2706349691410093,-0.5560180102980423,-0.14311952868966368,-0.13527665670436417,0.0628524684710893,-0.2256059806499883,-0.0562623248504731,-0.20791896720779898,-0.08928985423775493,-0.07337067237332498,-0.058288797245114876,0.030651280149162626,-0.13181951697117877,-0.046877814663572104,-0.08969008574747014,-0.04890946891773934,102.625,103.5,3.9350190596742984,97,109,100.0,105.0,0.5622509960159363,0.4900398406374502,0.2858856371526872,0.199203187250996,0.9960159362549801,0.3376494023904383,0.7788844621513944,0.31130468122385,0.3122079247168169,0.2370381997196928,0.0017337128090005281,0.7007037171450193,0.11274242715498514,0.47427956671723065,44.17330677290836,51.39442231075697,28.58856371526872,0.796812749003984,80.47808764940238,22.509960159362553,66.63346613545816,-0.012766536718735837,0.00022899314294061446,0.03592252232597427,-0.07955124065049837,0.02489166450121868,-0.02924078700425182,0.014588913216160878,-0.41146184959487975,0.006120121216464838,1.160305178960204,-2.5607596846098177,0.8448749583520975,-0.9407098149197559,0.4492705248602562,-0.046503961999279794,-0.04628305142880089,0.004097139738251193,-0.05240763471635124,-0.03992357485132061,-0.049543924921627805,-0.04348141388188593,0.0,0.5,44.17330677290836,51.39442231075697,28.58856371526872,0.796812749003984,80.47808764940238,22.509960159362553,66.63346613545816,8,250,0.00047,False,monte_carlo_seed_stability_only,no evidence,structure_preserving_random_timing,unstable,random_luck,0.35,,low,Not Used,Random / Luck,Low,random_luck,Random / Luck,random / luck
