agent,outer_run,seed_used,actual_cumulative_return,annualized_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,RCSI,RCSI_z,significant_run,outperform_null_median,lower_5pct,upper_95pct,number_of_trades,transaction_cost,simulations_per_run,null_model,robustness_scope,research_grade
trend_pullback,1,101,-0.1436785489124832,-0.05548090552766075,-2.9290511721887866,-0.3092794856854786,-0.14841915683071483,-0.1139344039112863,-0.11478026528701996,0.02601469222914433,12.4,0.8764940239043825,0.0572510406588319,-0.028898283625463234,-1.1108447246240494,0,0,-0.1584793550181254,-0.07024530161174607,275,0.00047,250,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
breakout_volume_momentum,1,101,-0.12854819482163898,-0.04896322004488445,-1.7813618375935873,-0.20758250524018426,-0.13615638889162807,-0.08627582362704007,-0.08531647250572137,0.037933529255985324,9.6,0.9043824701195219,0.04364786428791543,-0.04323172231591761,-1.139670448910216,0,0,-0.14775519617799537,-0.027939299576667343,209,0.00047,250,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
mean_reversion_vol_filter,1,101,-0.09832657155768092,-0.03815423890922344,-2.5093415335839224,-0.3423701107121646,-0.10092122451631858,-0.07273377297837091,-0.07142662368067305,0.024117105381063705,12.4,0.8764940239043825,0.0572510406588319,-0.026899947877007863,-1.1153887438800676,0,0,-0.1127585978891242,-0.029129137478269822,163,0.00047,250,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
momentum_relative_strength,1,101,-0.2230576825615144,-0.0881527917309752,-1.6682668265043838,-0.15768617131394325,-0.2461835304225132,-0.11889129920499059,-0.1142562815138261,0.06675115317434853,6.0,0.9402390438247012,0.026761718510931534,-0.1088014010476883,-1.6299553771529307,0,0,-0.2264505609013375,-0.007583849573772732,380,0.00047,250,structure_preserving_random_timing_shared_calendar,monte_carlo_seed_stability_only,False
random,1,101,-0.18218192414144876,-0.0708722878764966,-1.996360343328324,-0.17724920358921073,-0.18866574143776293,-0.14907288698027743,-0.14793725851065023,0.04401060064873897,24.0,0.7609561752988048,0.11864035423331061,-0.03424466563079853,-0.7781003923149079,0,0,-0.2092277705909922,-0.08010521088675218,370,0.00047,250,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
trend_pullback,2,102,-0.1436785489124832,-0.05548090552766075,-2.9290511721887866,-0.3092794856854786,-0.14841915683071483,-0.11563217683100037,-0.1146077155332875,0.025483679653594212,14.000000000000002,0.8605577689243028,0.06521997033010724,-0.029070833379195693,-1.1407627852163629,0,0,-0.15462327195254702,-0.07196933433748877,275,0.00047,250,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
breakout_volume_momentum,2,102,-0.12854819482163898,-0.04896322004488445,-1.7813618375935873,-0.20758250524018426,-0.13615638889162807,-0.08649679336418001,-0.08761185512727582,0.034901910752833255,12.8,0.8725099601593626,0.0592296066409198,-0.040936339694363166,-1.1728968074058825,0,0,-0.14340279981278262,-0.032747722166778404,209,0.00047,250,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
mean_reversion_vol_filter,2,102,-0.09832657155768092,-0.03815423890922344,-2.5093415335839224,-0.3423701107121646,-0.10092122451631858,-0.07002419929768927,-0.07159781563002623,0.0233606903391416,12.4,0.8764940239043825,0.0572510406588319,-0.026728755927654682,-1.1441766291841888,0,0,-0.11188531040883817,-0.03340725580467208,163,0.00047,250,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
momentum_relative_strength,2,102,-0.2230576825615144,-0.0881527917309752,-1.6682668265043838,-0.15768617131394325,-0.2461835304225132,-0.11305850210139196,-0.10858901101759556,0.06344117429522599,2.4,0.9760956175298805,0.010507637116505663,-0.11446867154391883,-1.8043277542630973,0,0,-0.2000968254024764,-0.0010485950264991731,380,0.00047,250,structure_preserving_random_timing_shared_calendar,monte_carlo_seed_stability_only,False
random,2,102,-0.1706972828206076,-0.06639817183137157,-1.7149883808105268,-0.1458499663753103,-0.18473025110833008,-0.15401740970359148,-0.1558789315264728,0.04218914848358576,33.2,0.6693227091633466,0.17436443975517532,-0.01481835129413478,-0.35123608384511606,0,0,-0.22594481693214086,-0.08776979222836367,380,0.00047,250,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
trend_pullback,3,103,-0.1436785489124832,-0.05548090552766075,-2.9290511721887866,-0.3092794856854786,-0.14841915683071483,-0.1119379761444777,-0.11349327476762451,0.025935146330462674,13.600000000000001,0.8645418326693227,0.06321398763250863,-0.03018527414485868,-1.1638752201449478,0,0,-0.1551339844816371,-0.0743939818089562,275,0.00047,250,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
breakout_volume_momentum,3,103,-0.12854819482163898,-0.04896322004488445,-1.7813618375935873,-0.20758250524018426,-0.13615638889162807,-0.08883439768990681,-0.0853649376870419,0.03496855974881472,9.6,0.9043824701195219,0.04364786428791543,-0.043183257134597086,-1.2349166635626394,0,0,-0.13625816785649875,-0.02024211161234578,209,0.00047,250,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
