agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,RCSI,RCSI_z,simulation_count,bh_adjusted_p_value,research_grade
adx_trend_following,27.37712287891715,1.7531766724370323,3.281617293579552,4.983142787954289,99.3503248375812,24.095505585337598,4.835403401159499,2000,0.0699650174912543,False
breakout_volume_momentum,25.495574830148307,2.262960108315476,4.443551335126544,6.350352995329776,98.05097451274362,21.052023495021764,3.3150950050342085,2000,0.0999500249875062,False
trend_momentum_verification,4.56326430994426,0.6998577453376675,1.046989006338341,1.4377987091194264,97.05147426286857,3.516275303605919,2.4455963698558656,2000,0.0999500249875062,False
turn_of_month_seasonality,1.7562575639552287,0.4333098334573029,0.6852146533629703,0.9866526653145452,87.55622188905548,1.0710429105922583,1.0855318677427477,2000,0.2498750624687656,False
volatility_squeeze_breakout,0.7110820613353055,0.1124669657553547,0.1885766003652855,0.451428557145241,89.30534732633684,0.5225054609700199,1.1574488425682625,2000,0.2498750624687656,False
connors_rsi2_pullback,0.2061934749946889,0.1340423601797896,0.1971207004551412,0.4282611295972963,56.67166416791605,0.00907277453954769,0.02118514596008054,2000,0.7229718474096285,False
mean_reversion_vol_filter,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2000,1.0,False
uptrend_oversold_reversion,-0.0289352813668115,0.2755008350474112,0.4223585909524205,0.7203918331606678,28.835582208895556,-0.451293872319232,-0.6264561194970969,2000,0.9426536731634184,False
trend_pullback,1.5761938126242772,6.557268321964582,10.978874737577026,15.897690915339082,13.543228385807096,-9.40268092495275,-0.5914494737018983,2000,0.9611860736298516,False
random,3.1536262947088023,7.778576172680109,14.708365699996346,23.625863463544217,24.637681159420293,-11.554739405287544,-0.4890716236939671,2000,0.9426536731634184,False
