agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,adjusted_p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,research_grade,artifact_run_id,signal_count,trades_per_month,average_holding_bars,average_holding_hours,activity_status,activity_warning
trend_pullback,Weak Skill,Weak Skill,Moderate,weak skill,stable,"There is some evidence of edge, but it remains modest. raw p=0.060; BH-adjusted p=0.299; percentile=94.2; RCSI_z=1.443. Robustness stability: stable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. The raw metrics clear the label threshold, but the BH-adjusted p-value does not.",0.0013011018478668035,0.04919054086423205,0.010718154920615917,-0.026119362185149764,0.0296721892985924,1.4425324833061273,0.059880239520958,0.2994011976047904,1.222716471147584,94.2115768463074,56,4749,0.00047,False,run_20260402T024718Z_pid26038,56.0,1.8191035218783351,7.125,44.607142857142854,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
breakout_volume_momentum,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.629; BH-adjusted p=0.962; percentile=37.3; RCSI_z=-0.275. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence.",-0.014865126102153625,-0.4655192395570249,-0.18001971878250586,-0.035998383238858844,-0.0053459725080745,-0.2747856169924132,0.6287425149700598,0.9620758483033932,0.20152717207764523,37.3253493013972,27,4749,0.00047,False,run_20260402T024718Z_pid26038,27.0,0.8326367781155015,11.037037037037036,61.888888888888886,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
mean_reversion_vol_filter,Negative Skill,Negative Skill,Low,negative skill,moderately variable,"The result is worse than the random null on all three metrics. raw p=0.948; BH-adjusted p=0.962; percentile=5.4; RCSI_z=-1.585. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence.",-0.0319515346569873,-1.9098333744356497,-0.6548623634227225,-0.0319515346569873,-0.0177318707519502,-1.5848495677696306,0.9481037924151696,0.9620758483033932,0.023144116242379165,5.389221556886228,29,4749,0.00047,False,run_20260402T024718Z_pid26038,30.0,0.9340608465608464,3.655172413793104,15.724137931034482,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
momentum_relative_strength,Negative Skill,Negative Skill,Low,negative skill,stable,"The result is worse than the random null on all three metrics. raw p=0.962; BH-adjusted p=0.962; percentile=4.0; RCSI_z=-0.514. Robustness stability: stable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence.",-0.3788001454324402,-0.32240061220592836,-0.04145045401957071,-0.5692077874103008,-8.62211188926946,-0.5139101372418631,0.9620758483033932,0.9620758483033932,0.01679068762839614,3.992015968063872,304,4748,0.00047,False,run_20260402T024718Z_pid26038,308.0,9.318227593152065,13.197368421052632,63.21052631578947,acceptable,Trade activity is in a reasonable range for 1-hour research and null-hypothesis testing.
random,Random / Luck,Random / Luck,Low,random / luck,unstable,"The result is statistically consistent with the null distribution. raw p=0.607; BH-adjusted p=0.962; percentile=39.5; RCSI_z=-0.235. Robustness stability: unstable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence.",-0.046044759516493894,-0.9691402199959683,-0.2140471858929258,-0.05414557855205737,-0.0070618073372811,-0.2346923911210541,0.6067864271457086,0.9620758483033932,0.21696414225849195,39.52095808383233,90,4749,0.00047,False,run_20260402T024718Z_pid26038,90.0,2.772880641079713,12.122222222222222,64.82222222222222,acceptable,Trade activity is in a reasonable range for 1-hour research and null-hypothesis testing.
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,-0.0045594455475846,-0.010767324121662,,-0.0740813316425185,,,,,,,,4869,0.00047,,,,,,,,
