ticker,random_baseline_runs,random_baseline_simulations,mean_percentile,median_percentile,mean_p_value,false_positive_rate_p_le_0_05,random_luck_rate,weak_skill_rate,moderate_or_strong_skill_rate
BTC-USD,30,1000,44.472194472194474,39.960039960039964,0.5562770562770563,0.03333333333333333,0.9666666666666667,0.0,0.03333333333333333
