agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,p_value_interpretation,lower_5pct,upper_95pct,number_of_trades,transaction_cost,simulation_count,reproducible,seed_used,null_model
trend,6.795205452637055,57.617352328082575,153.5307968852515,332.47727529183135,7.62,0.9238,0.03442204208947211,no evidence,5.060322135440808,585.9162727232198,204,0.00047,5000,True,42,random_timing_matched_duration
mean_reversion,-0.6599661918161734,2.830151490958581,6.431485040291232,12.083558340724252,1.5,0.985,0.006563769502388274,no evidence,-0.3948889833172226,24.56389496022183,100,0.00047,5000,True,42,random_timing_matched_duration
random,-0.6361267542695042,18.517362108703573,47.60116570375002,106.03315738589835,0.18,0.9982,0.0007824344698964258,no evidence,1.1626505825029634,175.89443689455342,147,0.00047,5000,True,42,random_timing_matched_duration
momentum,43.39348963575718,108.21318459203454,278.7887658854307,642.1680309020041,24.22,0.7578,0.12044539906102561,no evidence,12.787278770300595,998.5667914330696,88,0.00047,5000,True,42,random_timing_matched_duration
breakout,133.07424761689495,46.93180725745813,118.98952479742701,278.2874717034242,77.78,0.2222,0.6532559453951512,no evidence,4.1538646210011905,443.93846354549044,72,0.00047,5000,True,42,random_timing_matched_duration
