agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,RCSI,RCSI_z
mean_reversion,-0.9948683010771988,5.537980091361092,10.748012429195528,16.630178520657783,0.0,-6.532848392438291,-0.70611874164104
random,2.773085436043519,54.59084615204975,150.38279350075643,366.1791818407502,2.76,-51.817760716006234,-0.4031078646325333
breakout,127.18863252831424,188.32550455789172,499.4869677903096,1200.8184239962975,38.5,-61.136872029577475,-0.31003716117462177
trend,-0.6856560348434458,156.76481264225382,422.9657984581418,984.4650634401796,0.0,-157.45046867709726,-0.43033670795035595
momentum,1.6232537857835525,267.347807944475,739.9437636145465,1615.0385379330603,0.02,-265.72455415869143,-0.45715349354676804
