seed_used,number_of_trades,actual_cumulative_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,RCSI,RCSI_z,evidence_bucket,null_model,ticker,legacy_evidence_bucket,recalibrated_evidence_bucket
1701,116,0.3264896934768986,0.051930068553649,0.1136675976885685,98.7012987012987,0.0139860139860139,0.2745596249232496,2.415460786595492,moderate_skill,structure_preserving_random_timing,SPY,strong_skill,moderate_skill
1702,102,0.1638977422514466,0.0534340642376338,0.1070517512078195,84.81518481518482,0.1528471528471528,0.1104636780138128,1.0318717514426246,random_luck,structure_preserving_random_timing,SPY,weak_skill,random_luck
1703,106,0.1520686033607562,0.0724645737355948,0.1135426806290672,77.62237762237763,0.2247752247752247,0.0796040296251613,0.7010934494775575,random_luck,structure_preserving_random_timing,SPY,weak_skill,random_luck
1704,114,0.0404580825161154,0.0740403109922093,0.110261980446362,40.15984015984016,0.5994005994005994,-0.0335822284760938,-0.3045676156019188,random_luck,structure_preserving_random_timing,SPY,random_luck,random_luck
1705,103,0.0929264155109966,0.0594801851238713,0.1103086524309594,64.93506493506493,0.3516483516483517,0.0334462303871253,0.3032058650889495,random_luck,structure_preserving_random_timing,SPY,random_luck,random_luck
1706,108,0.2231993613329554,0.1021480558869938,0.1136811679971352,86.41358641358642,0.1368631368631368,0.1210513054459615,1.0648316478329296,random_luck,structure_preserving_random_timing,SPY,weak_skill,random_luck
1707,96,-0.0551693195802926,0.057608936229074,0.1119822837097783,15.584415584415584,0.8451548451548452,-0.1127782558093667,-1.007108018100893,random_luck,structure_preserving_random_timing,SPY,negative_skill,random_luck
1708,109,0.2420212855633444,0.0584761542250289,0.1142873181611395,94.5054945054945,0.0559440559440559,0.1835451313383154,1.6059973607878852,random_luck,structure_preserving_random_timing,SPY,moderate_skill,random_luck
1709,119,0.1572706997190232,0.0474569977227574,0.115034296200153,83.01698301698302,0.1708291708291708,0.1098137019962657,0.9546170631165188,random_luck,structure_preserving_random_timing,SPY,weak_skill,random_luck
1710,98,0.2250543600411751,0.0466385622286435,0.1074021421580901,93.8061938061938,0.0629370629370629,0.1784157978125315,1.6611940341926617,random_luck,structure_preserving_random_timing,SPY,moderate_skill,random_luck
1711,101,0.0448268692986794,0.0514816721621015,0.1103981132515075,49.85014985014985,0.5024975024975025,-0.006654802863422,-0.0602800416367729,random_luck,structure_preserving_random_timing,SPY,random_luck,random_luck
1712,96,-0.0197897761975625,0.0655652438381391,0.1098567715239003,22.977022977022976,0.7712287712287712,-0.0853550200357016,-0.776966397716611,random_luck,structure_preserving_random_timing,SPY,negative_skill,random_luck
1713,101,0.043965536232166,0.0611854734684738,0.1036725935792755,43.15684315684315,0.5694305694305695,-0.0172199372363077,-0.1660992229652303,random_luck,structure_preserving_random_timing,SPY,random_luck,random_luck
1714,112,-0.04294349489613,0.0585732846941386,0.1121315718047485,18.48151848151848,0.8161838161838162,-0.1015167795902686,-0.905336275558831,random_luck,structure_preserving_random_timing,SPY,negative_skill,random_luck
1715,109,0.1629931534241727,0.0573274917372216,0.1085954899604572,82.01798201798202,0.1808191808191808,0.1056656616869511,0.9730207186820288,random_luck,structure_preserving_random_timing,SPY,weak_skill,random_luck
1716,116,-0.0986870547571531,0.0924848898976729,0.1128696351900856,3.996003996003996,0.961038961038961,-0.191171944654826,-1.6937411406785383,negative_skill,structure_preserving_random_timing,SPY,negative_skill,negative_skill
1717,108,-0.033558684971245,0.0668864717740421,0.1151220406440657,19.08091908091908,0.8101898101898102,-0.1004451567452872,-0.8725102177075151,random_luck,structure_preserving_random_timing,SPY,negative_skill,random_luck
1718,108,0.1640453534852139,0.0547179315674859,0.1088866541097704,85.11488511488511,0.1498501498501498,0.1093274219177279,1.0040479507021425,random_luck,structure_preserving_random_timing,SPY,weak_skill,random_luck
1719,106,-0.0435436587410297,0.0479955125059794,0.112403362570674,20.97902097902098,0.7912087912087912,-0.0915391712470092,-0.8143810750274805,random_luck,structure_preserving_random_timing,SPY,negative_skill,random_luck
1720,89,-0.0205671407553286,0.0505056046990589,0.1080877139759391,28.07192807192807,0.7202797202797203,-0.0710727454543875,-0.6575469388704869,random_luck,structure_preserving_random_timing,SPY,negative_skill,random_luck
1721,97,0.0046150301326717,0.0445466911723817,0.1033328906815621,36.863136863136866,0.6323676323676324,-0.0399316610397099,-0.3864370848074519,random_luck,structure_preserving_random_timing,SPY,random_luck,random_luck
1722,109,0.1106043089689253,0.0586914428092156,0.1117231179733259,68.03196803196802,0.3206793206793207,0.0519128661597097,0.4646564390738182,random_luck,structure_preserving_random_timing,SPY,random_luck,random_luck
1723,93,0.145295457747344,0.0344934892642263,0.0973130480439169,86.61338661338661,0.1348651348651348,0.1108019684831176,1.1386136875818875,random_luck,structure_preserving_random_timing,SPY,weak_skill,random_luck
1724,96,0.2016843175852674,0.0955787263003585,0.1111313409872298,82.51748251748252,0.1758241758241758,0.1061055912849089,0.9547764864737984,random_luck,structure_preserving_random_timing,SPY,weak_skill,random_luck
1725,110,0.1312037454228523,0.052729796198147,0.1100761551977731,76.12387612387612,0.2397602397602397,0.0784739492247052,0.7129059793532182,random_luck,structure_preserving_random_timing,SPY,weak_skill,random_luck
1726,101,-0.0109114246789653,0.0638494745989056,0.1058268223326621,25.074925074925076,0.7502497502497503,-0.0747608992778709,-0.7064456593325956,random_luck,structure_preserving_random_timing,SPY,negative_skill,random_luck
1727,114,0.1067073063712796,0.0709683983670207,0.1159390483325063,62.437562437562434,0.3766233766233766,0.0357389080042589,0.3082560062228717,random_luck,structure_preserving_random_timing,SPY,random_luck,random_luck
1728,97,-0.0073546977650485,0.0516779936524516,0.1011863655095473,28.87112887112887,0.7122877122877123,-0.0590326914175001,-0.5834055914571825,random_luck,structure_preserving_random_timing,SPY,negative_skill,random_luck
1729,98,-0.1071373635572525,0.0561792468002627,0.1063786492526035,6.093906093906094,0.94005994005994,-0.1633166103575153,-1.5352386170058296,random_luck,structure_preserving_random_timing,SPY,negative_skill,random_luck
1730,111,0.1259361599250176,0.0650841677739793,0.1147999898321307,70.62937062937063,0.2947052947052947,0.0608519921510383,0.5300696649888272,random_luck,structure_preserving_random_timing,SPY,weak_skill,random_luck
1701,116,0.4074034105778537,0.0676308843435577,0.1487696769037609,98.2017982017982,0.0189810189810189,0.3397725262342959,2.2838829343838314,moderate_skill,structure_preserving_random_timing,QQQ,strong_skill,moderate_skill
1702,102,0.2696152451633474,0.0698231461862972,0.1430230593255802,90.2097902097902,0.0989010989010989,0.1997920989770502,1.3969222859527843,random_luck,structure_preserving_random_timing,QQQ,moderate_skill,random_luck
1703,106,0.1365744859276604,0.0955061263771485,0.1534318850179552,63.93606393606394,0.3616383616383616,0.0410683595505119,0.2676650915532058,random_luck,structure_preserving_random_timing,QQQ,random_luck,random_luck
1704,114,0.040535831662458,0.0940486211135399,0.1458329754675162,37.06293706293706,0.6303696303696303,-0.0535127894510818,-0.3669457424120214,random_luck,structure_preserving_random_timing,QQQ,random_luck,random_luck
1705,103,0.1418714789449827,0.0761086375433571,0.1476336067158799,70.02997002997003,0.3006993006993007,0.0657628414016256,0.4454462832990722,random_luck,structure_preserving_random_timing,QQQ,random_luck,random_luck
1706,108,0.2629196283584568,0.1390436740576373,0.1569092112708657,78.62137862137862,0.2147852147852147,0.1238759543008194,0.7894753488179707,random_luck,structure_preserving_random_timing,QQQ,weak_skill,random_luck
1707,96,0.0460081638524331,0.0739665939666556,0.1473221361801786,44.655344655344656,0.5544455544455544,-0.0279584301142224,-0.1897775231824537,random_luck,structure_preserving_random_timing,QQQ,random_luck,random_luck
1708,109,0.3181450523258783,0.0764462192395011,0.1498336365892859,94.4055944055944,0.0569430569430569,0.2416988330863771,1.6131146422675835,random_luck,structure_preserving_random_timing,QQQ,moderate_skill,random_luck
1709,119,0.1943131687007052,0.0751754692682781,0.1552494665361331,79.32067932067932,0.2077922077922078,0.1191376994324271,0.7673952258296405,random_luck,structure_preserving_random_timing,QQQ,weak_skill,random_luck
1710,98,0.2487435532925893,0.0623720103366581,0.1418355267867575,90.10989010989012,0.0999000999000999,0.1863715429559311,1.3139976082024305,random_luck,structure_preserving_random_timing,QQQ,moderate_skill,random_luck
1711,101,0.0737509809160917,0.0615945362977589,0.1464548626781483,56.24375624375625,0.4385614385614386,0.0121564446183327,0.0830047182868075,random_luck,structure_preserving_random_timing,QQQ,random_luck,random_luck
1712,96,-0.0045364525688325,0.0957337696092667,0.1459226467051117,25.574425574425575,0.7452547452547452,-0.1002702221780992,-0.6871464055934424,random_luck,structure_preserving_random_timing,QQQ,negative_skill,random_luck
1713,101,0.0922047794672374,0.07799747779083,0.1383225413982491,56.24375624375625,0.4385614385614386,0.0142073016764073,0.102711398538454,random_luck,structure_preserving_random_timing,QQQ,random_luck,random_luck
1714,112,0.0359537598926504,0.0777727632949403,0.1522922721619226,41.858141858141856,0.5824175824175825,-0.0418190034022899,-0.2745970153877964,random_luck,structure_preserving_random_timing,QQQ,random_luck,random_luck
1715,109,0.2298257960212821,0.0794511288010574,0.1459442854553439,84.61538461538461,0.1548451548451548,0.1503746672202247,1.0303566648811089,random_luck,structure_preserving_random_timing,QQQ,weak_skill,random_luck
1716,116,-0.1156041322666736,0.1246267819801804,0.1577282855688459,4.895104895104895,0.952047952047952,-0.2402309142468541,-1.5230680621453725,negative_skill,structure_preserving_random_timing,QQQ,negative_skill,negative_skill
1717,108,-0.0772877182376202,0.0965646517829745,0.1532888450946756,11.688311688311687,0.8841158841158842,-0.1738523700205948,-1.1341488672135185,random_luck,structure_preserving_random_timing,QQQ,negative_skill,random_luck
1718,108,0.1328015876719422,0.0713829124450184,0.14579449297648,67.33266733266733,0.3276723276723277,0.0614186752269237,0.4212688282871697,random_luck,structure_preserving_random_timing,QQQ,random_luck,random_luck
1719,106,-0.1099537708906556,0.0635754509323367,0.1485082096387999,10.88911088911089,0.8921078921078921,-0.1735292218229924,-1.1684823502017048,random_luck,structure_preserving_random_timing,QQQ,negative_skill,random_luck
1720,89,-0.0468418449399533,0.0666312170565732,0.1424726675704541,21.87812187812188,0.7822177822177823,-0.1134730619965265,-0.7964549547049997,random_luck,structure_preserving_random_timing,QQQ,negative_skill,random_luck
1721,97,0.0489792379951136,0.0561863188621025,0.1391944325271242,49.95004995004995,0.5014985014985015,-0.0072070808669888,-0.0517770771153828,random_luck,structure_preserving_random_timing,QQQ,random_luck,random_luck
1722,109,0.0568512119749932,0.081459845492941,0.1488172016958057,46.353646353646354,0.5374625374625375,-0.0246086335179478,-0.1653614853493203,random_luck,structure_preserving_random_timing,QQQ,random_luck,random_luck
1723,94,0.1597053782142605,0.0541202803406714,0.1364405473892538,79.82017982017982,0.2027972027972027,0.1055850978735891,0.7738542529616467,random_luck,structure_preserving_random_timing,QQQ,weak_skill,random_luck
1724,96,0.2064337765328043,0.1305440635150815,0.1513415315650569,70.32967032967034,0.2977022977022977,0.0758897130177227,0.5014467095246763,random_luck,structure_preserving_random_timing,QQQ,weak_skill,random_luck
1725,111,0.1857188311225846,0.0898545204470629,0.1467470122909722,76.02397602397602,0.2407592407592407,0.0958643106755216,0.6532624356633606,random_luck,structure_preserving_random_timing,QQQ,weak_skill,random_luck
1726,101,-0.0061836657940141,0.0799703318786797,0.13836399685515,27.072927072927072,0.7302697302697303,-0.0861539976726939,-0.6226619614269054,random_luck,structure_preserving_random_timing,QQQ,negative_skill,random_luck
1727,114,0.1281340875060988,0.0940995365761253,0.1571939432749744,61.43856143856144,0.3866133866133866,0.0340345509299734,0.216513118895668,random_luck,structure_preserving_random_timing,QQQ,random_luck,random_luck
1728,97,0.0135002999608728,0.0700115314078341,0.1346844372166653,36.26373626373626,0.6383616383616384,-0.0565112314469613,-0.4195824893714508,random_luck,structure_preserving_random_timing,QQQ,random_luck,random_luck
1729,98,-0.0916927222380988,0.0769387571014753,0.142623555393014,11.08891108891109,0.8901098901098901,-0.1686314793395741,-1.1823536362902505,random_luck,structure_preserving_random_timing,QQQ,negative_skill,random_luck
1730,111,0.1695596810677631,0.0950770345019738,0.1569368584702688,70.02997002997003,0.3006993006993007,0.0744826465657892,0.4746026350457354,random_luck,structure_preserving_random_timing,QQQ,random_luck,random_luck
1701,379,0.3207447366439546,-0.1155382295657971,0.2636729640434093,94.2057942057942,0.0589410589410589,0.4362829662097518,1.654636711778782,random_luck,structure_preserving_random_timing,BTC-USD,moderate_skill,random_luck
1702,370,-0.3306351316392921,-0.1091466278110059,0.2645456368816514,20.37962037962038,0.7972027972027972,-0.2214885038282861,-0.8372411899855766,random_luck,structure_preserving_random_timing,BTC-USD,negative_skill,random_luck
