seed_used,number_of_trades,actual_cumulative_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,RCSI,RCSI_z,evidence_bucket,null_model,ticker,legacy_evidence_bucket,recalibrated_evidence_bucket
1703,385,-0.3199546633024619,-0.1486706596335018,0.2474211117279448,26.07392607392607,0.7402597402597403,-0.17128400366896,-0.6922772372686519,random_luck,structure_preserving_random_timing,BTC-USD,negative_skill,random_luck
1704,353,-0.4014127410536743,-0.1172110093029978,0.2569246109053036,10.88911088911089,0.8921078921078921,-0.2842017317506765,-1.106167800543742,random_luck,structure_preserving_random_timing,BTC-USD,negative_skill,random_luck
1705,375,0.5844196883105923,-0.1141990868781196,0.2712830889787676,98.1018981018981,0.0199800199800199,0.698618775188712,2.575238942532796,moderate_skill,structure_preserving_random_timing,BTC-USD,strong_skill,moderate_skill
1706,360,-0.407139425819186,-0.0839545359460891,0.2602468191555035,7.792207792207792,0.9230769230769232,-0.3231848898730968,-1.241839923046231,random_luck,structure_preserving_random_timing,BTC-USD,negative_skill,random_luck
1707,372,-0.3295572843343968,-0.1016602471085381,0.2659381771429931,17.78221778221778,0.8231768231768232,-0.2278970372258587,-0.8569549497337495,random_luck,structure_preserving_random_timing,BTC-USD,negative_skill,random_luck
1708,389,-0.0555381087273289,-0.1101303191969875,0.2786048137854666,64.53546453546454,0.3556443556443556,0.0545922104696586,0.1959485542546876,random_luck,structure_preserving_random_timing,BTC-USD,random_luck,random_luck
1709,378,0.0244158128893939,-0.1135232607262488,0.2644729233009156,75.42457542457542,0.2467532467532467,0.1379390736156428,0.5215621769291545,random_luck,structure_preserving_random_timing,BTC-USD,weak_skill,random_luck
1710,352,0.1656015874235961,-0.1408128596225881,0.2444853511400604,89.41058941058941,0.1068931068931069,0.3064144470461842,1.253303912145828,random_luck,structure_preserving_random_timing,BTC-USD,weak_skill,random_luck
1711,358,-0.2336202938786466,-0.0850209474351512,0.2709507951644209,32.967032967032964,0.6713286713286714,-0.1485993464434953,-0.548436650105865,random_luck,structure_preserving_random_timing,BTC-USD,negative_skill,random_luck
1712,349,-0.1308484271143107,-0.0714944064298893,0.2775690479594041,46.553446553446555,0.5354645354645354,-0.0593540206844213,-0.2138351560477382,random_luck,structure_preserving_random_timing,BTC-USD,random_luck,random_luck
1713,341,-0.432622417351294,-0.0971671008735111,0.2539399529604796,7.292707292707293,0.928071928071928,-0.3354553164777828,-1.3210025148346365,random_luck,structure_preserving_random_timing,BTC-USD,negative_skill,random_luck
1714,370,-0.1491474980392209,-0.1071434922885588,0.2660505861433418,49.35064935064935,0.5074925074925075,-0.042004005750662,-0.1578797715109385,random_luck,structure_preserving_random_timing,BTC-USD,random_luck,random_luck
1715,387,-0.2019056613615096,-0.1015144420316625,0.2748608196547692,40.45954045954046,0.5964035964035964,-0.1003912193298471,-0.3652438330640959,random_luck,structure_preserving_random_timing,BTC-USD,random_luck,random_luck
1716,407,-0.457538778944944,-0.1137288893384985,0.2880320745139327,7.6923076923076925,0.924075924075924,-0.3438098896064455,-1.1936514021455435,random_luck,structure_preserving_random_timing,BTC-USD,negative_skill,random_luck
1717,351,-0.1458244194122043,-0.1190880001646206,0.2651893706101785,51.14885114885115,0.4895104895104895,-0.0267364192475837,-0.1008201014469979,random_luck,structure_preserving_random_timing,BTC-USD,random_luck,random_luck
1718,382,0.1290171042630376,-0.1223366681997485,0.2517247468715703,85.71428571428571,0.1438561438561438,0.2513537724627862,0.998526269612366,random_luck,structure_preserving_random_timing,BTC-USD,weak_skill,random_luck
1719,391,-0.4094407455706381,-0.0883003160833678,0.2665913010874222,8.391608391608392,0.9170829170829172,-0.3211404294872703,-1.2046170605617772,random_luck,structure_preserving_random_timing,BTC-USD,negative_skill,random_luck
1720,373,-0.2197536186054728,-0.14473590366286,0.2415677019778992,41.658341658341655,0.5844155844155844,-0.0750177149426128,-0.3105453019107501,random_luck,structure_preserving_random_timing,BTC-USD,random_luck,random_luck
1721,362,-0.2424991571357487,-0.1065807493895612,0.2620402196871806,32.967032967032964,0.6713286713286714,-0.1359184077461874,-0.518692923965812,random_luck,structure_preserving_random_timing,BTC-USD,negative_skill,random_luck
1722,363,0.2682339770505614,-0.0921116387567941,0.2590843514143224,90.6093906093906,0.0949050949050949,0.3603456158073556,1.3908428426504935,random_luck,structure_preserving_random_timing,BTC-USD,moderate_skill,random_luck
1723,351,0.0390373503213199,-0.091454628889431,0.2726433419145235,73.12687312687312,0.2697302697302697,0.130491979210751,0.4786178833285486,random_luck,structure_preserving_random_timing,BTC-USD,random_luck,random_luck
1724,378,0.280722343094352,-0.0866431311307185,0.2859955158139635,89.91008991008991,0.1018981018981019,0.3673654742250706,1.2845148049944854,random_luck,structure_preserving_random_timing,BTC-USD,weak_skill,random_luck
1725,362,-0.3360672590456074,-0.1040819667165174,0.2628692095909101,19.480519480519483,0.8061938061938062,-0.2319852923290899,-0.8825122299036724,random_luck,structure_preserving_random_timing,BTC-USD,negative_skill,random_luck
1726,366,-0.2097237073716407,-0.0963102162700649,0.2680224102475996,38.26173826173826,0.6183816183816184,-0.1134134911015757,-0.4231492844079871,random_luck,structure_preserving_random_timing,BTC-USD,random_luck,random_luck
1727,375,-0.1673040178645284,-0.1006550062126924,0.2647562089473816,45.05494505494506,0.5504495504495505,-0.066649011651836,-0.2517372941575924,random_luck,structure_preserving_random_timing,BTC-USD,random_luck,random_luck
1728,393,-0.5035760273526203,-0.1286485979699962,0.2771017552606872,3.996003996003996,0.961038961038961,-0.374927429382624,-1.353031593141321,random_luck,structure_preserving_random_timing,BTC-USD,negative_skill,random_luck
1729,364,-0.2024569213822871,-0.1001356703799667,0.2703386580910394,39.460539460539465,0.6063936063936064,-0.1023212510023204,-0.3784928567924705,random_luck,structure_preserving_random_timing,BTC-USD,random_luck,random_luck
1730,380,-0.2921870997647239,-0.1127520929626759,0.2527414061617725,25.47452547452547,0.7462537462537463,-0.179435006802048,-0.7099549279519195,random_luck,structure_preserving_random_timing,BTC-USD,negative_skill,random_luck
