ticker,random_baseline_runs,random_baseline_simulations,mean_percentile,median_percentile,mean_p_value,false_positive_rate_p_le_0_05,random_luck_rate,weak_skill_rate,moderate_or_strong_skill_rate
SPY,30,1000,55.21811521811521,63.68631368631368,0.4488178488178489,0.03333333333333333,0.9333333333333333,0.0,0.03333333333333333
