signal_date,signal_close,asset_ticker,strategy_name,entry_date,exit_date,entry_reference_open,exit_reference_open,entry_price,exit_price,shares,entry_commission,exit_commission,entry_slippage_bps,exit_slippage_bps,capital_before,capital_after,capital_deployed,capital_deployed_fraction,position_value,position_value_fraction,liquidity_cap_shares,gross_pnl,net_pnl,gross_return,net_position_return,return,holding_bars,holding_period_days,regime_at_entry,stop_loss_used,take_profit_used,exit_reason
2015-12-31,430.5669860839844,BTC-USD,volatility_managed_tsmom,2016-01-01,2016-01-16,430.7210083007813,365.072998046875,430.8001272042433,364.9691874723891,92,1.0,1.0,1.3368944615492182,2.3443654436921832,100000.0,93941.55354466941,39634.61170279039,0.3963461170279039,39633.61170279039,0.3963361170279039,3439592,-6056.446455330591,-6058.446455330591,-0.15281086419142037,-0.15286132641058417,-0.060584464553305906,15,15,stressed,420.97211221604425,,stop_loss
2016-02-29,437.6969909667969,BTC-USD,volatility_managed_tsmom,2016-03-01,2016-03-05,437.9169921875,410.781005859375,438.0077914549927,410.688866130689,140,1.2264218160739797,1.1499288251659292,1.5734355851136557,1.7435409450965893,93941.55354466941,90114.52764862566,61322.31722551505,0.6527709507843742,61321.09080369898,0.6527578956264617,3589610,-3824.649545402515,-3827.0258960437545,-0.06237086612901228,-0.06240961871168969,-0.04073837137709241,4,4,calm,405.2258177894885,,trend_reversal
2016-03-31,416.72900390625,BTC-USD,volatility_managed_tsmom,2016-04-01,2016-04-28,416.760009765625,445.0379943847656,416.8883206265933,444.93197932492797,216,1.800957545106883,1.922106150683689,2.5787709463907147,1.8827251077464353,90114.52764862566,96168.23486377015,90049.67821288925,0.9992803664688864,90047.87725534415,0.9992603812612613,3459962,6057.430278840282,6053.707215144492,0.06726899582167314,0.06722765044175671,0.06717792761172861,27,27,calm,447.2596495244018,,stop_loss
2016-04-30,448.3179931640625,BTC-USD,volatility_managed_tsmom,2016-05-01,2016-05-20,448.4840087890625,437.7929992675781,448.62323324045576,437.66691658484297,169,1.5163465283527406,1.4793141780567693,2.6043347959974605,2.3807908013479806,96168.23486377015,94313.62168826518,75818.84276416538,0.7883979868359726,75817.32641763703,0.7883822191915888,3153691,-1851.6175147985623,-1854.6131755049717,-0.02442208928074031,-0.02446160083895469,-0.01928509115439393,19,19,calm,443.4143944409117,,stop_loss
2016-06-30,673.3369750976562,BTC-USD,volatility_managed_tsmom,2016-07-01,2016-07-27,672.5150146484375,651.6270141601562,672.6730372989045,651.4507790873242,49,1.0,1.0,1.849726727657167,2.2052707355576397,94313.62168826518,93271.73103589774,32961.97882764632,0.3494932994577979,32960.97882764632,0.3494826965355254,9797439,-1039.8906523674352,-1041.8906523674352,-0.03154914354349263,-0.03160982135316746,-0.011047085603511192,26,26,stressed,647.8243500694192,,stop_loss
2016-08-31,575.4719848632812,BTC-USD,volatility_managed_tsmom,2016-09-01,2016-09-02,575.5460205078125,572.4099731445312,575.7335119873565,572.3054642624717,162,1.8653765788390348,1.8542697042104082,2.757627937007474,1.3261031666746534,93271.73103589774,92712.66765818336,93270.69431853057,0.9999888849777349,93268.82894195174,0.999968885600023,3349902,-555.3437314313339,-559.0633777143834,-0.005954226484144734,-0.005994107399615051,-0.005993920896559914,1,1,calm,550.4620971345881,,trend_reversal
2016-09-30,609.7349853515625,BTC-USD,volatility_managed_tsmom,2016-10-01,2016-10-02,609.9290161132812,613.947998046875,610.1161128625721,613.8387762914041,151,1.8425506608449678,1.8537931044000406,2.567516782248593,1.2793231657805886,92712.66765818336,93271.09349217174,92129.37559290923,0.9937086044441669,92127.53304224838,0.9936887306695534,2895805,562.1221777536309,558.4258339883859,0.006101565505893332,0.0060614434745832136,0.006023188072283842,1,1,calm,597.0067104963878,,trend_reversal
2016-11-30,745.6909790039062,BTC-USD,volatility_managed_tsmom,2016-12-01,2016-12-22,746.0460205078125,834.1799926757812,746.1484685222298,833.9966228566162,98,1.4624509983035705,1.634633380798968,0.8732130673058929,1.6986877900885635,93271.09349217174,101877.11553256251,73124.01236617682,0.783994371978861,73122.54991517852,0.783978692405013,4220164,8609.11912476987,8606.022040390766,0.11773548836516737,0.11769313365540003,0.09226890902820895,21,21,calm,800.1661130735688,,stop_loss
2016-12-31,963.7429809570312,BTC-USD,volatility_managed_tsmom,2017-01-01,2017-01-05,963.6580200195312,1156.72998046875,963.8603262397595,1156.336522328549,56,1.079523565388531,1.295096905007975,1.5993569920596746,2.902626593583882,101877.11553256251,112653.40789306434,53977.25779299192,0.5298271109348343,53976.178269426535,0.5298165146045422,6599027,10778.666980972219,10776.292360501824,0.1996930373093407,0.19964904344859458,0.10577736034406517,4,4,neutral,1059.986734361917,,stop_loss
2017-01-31,970.4030151367188,BTC-USD,volatility_managed_tsmom,2017-02-01,2017-02-10,970.9409790039062,995.6320190429688,971.2323256631361,995.3675429837523,50,1.0,1.0,2.500662919065286,2.1570693517248407,112653.40789306434,113858.16875909516,48562.6162831568,0.4310798687000628,48561.6162831568,0.43107099191578524,5937359,1206.760866030811,1204.760866030811,0.02485009681297132,0.024808912022326417,0.0106944023138157,9,9,neutral,974.7400690327077,,stop_loss
2017-02-28,1179.969970703125,BTC-USD,volatility_managed_tsmom,2017-03-01,2017-03-09,1180.0400390625,1150.3499755859375,1180.4386339027233,1150.098706229948,48,1.1332210885466145,1.10409475798075,2.8778077609972312,1.6847634001202743,113858.16875909516,112399.61491495543,56662.18764841926,0.4976558842107058,56661.05442733072,0.49764593129207996,7641640,-1456.3165282932132,-1458.5538441397405,-0.02570224897881096,-0.025741734933831383,-0.012810269654220387,8,8,neutral,1173.8982174508965,,stop_loss
2017-03-31,1071.7900390625,BTC-USD,volatility_managed_tsmom,2017-04-01,2017-05-14,1071.7099609375,1800.8599853515625,1071.9693480350263,1800.6229686608726,36,1.0,1.2964485374358283,1.9203105969019258,0.8163038282572206,112399.61491495543,138628.84880894845,38591.89652926095,0.34334545148095585,38590.89652926095,0.3433365546533221,19512682,26231.530342530466,26229.23389399303,0.6797336341393576,0.6796741266196062,0.2333569729205814,43,43,stressed,1665.7042545384274,,stop_loss
2017-05-31,2286.409912109375,BTC-USD,volatility_managed_tsmom,2017-06-01,2017-06-15,2288.330078125,2499.580078125,2288.647417394327,2499.167661898921,21,1.0,1.0496504179975468,0.8867722683923536,1.1502143188170841,138628.84880894845,143047.72429312693,48062.595765280865,0.34669981160644564,48061.595765280865,0.3466925981006812,61803752,4420.925134596471,4418.875484178474,0.09198456822339002,0.0919419218987027,0.03187558377743116,14,14,stressed,2431.6731412105037,,stop_loss
2017-07-31,2875.340087890625,BTC-USD,volatility_managed_tsmom,2017-08-01,2017-09-05,2871.300048828125,4228.2900390625,2871.885344277721,4227.786865796587,17,1.0,1.4374475343708397,1.5384336002602321,0.6901575975427466,143047.72429312693,166095.6127114133,48823.05085272125,0.3413060298161421,48822.05085272125,0.34129903914219084,56908967,23050.32586582073,23047.88841828636,0.4721294059390368,0.472079480802919,0.1611202731967806,35,35,stressed,4238.737245071396,,stop_loss
2017-09-30,4338.7099609375,BTC-USD,volatility_managed_tsmom,2017-10-01,2017-11-12,4341.0498046875,6295.4501953125,4342.321332592517,6293.578085183422,13,1.1290035464740547,1.63633030214769,2.42907928318333,2.4746355789007835,166095.6127114133,191459.18516124645,56451.3063272492,0.33987235066426374,56450.17732370272,0.3398655533531966,82445772,25366.337783681767,25363.572449833147,0.4493579823181664,0.4493089951585201,0.15270465026611918,42,42,stressed,6388.332083663827,,stop_loss
2017-11-30,10233.599609375,BTC-USD,volatility_managed_tsmom,2017-12-01,2017-12-08,10198.599609375,17802.900390625,10201.202270821927,17800.0671076352,6,1.2241442724986313,2.136008052916224,2.0519792389280225,1.0917260157887498,191459.18516124645,237049.0140298007,61208.43776920406,0.3196944441064787,61207.21362493156,0.31968805034547176,266254774,45593.18902087965,45589.82886855423,0.7448989477003108,0.7448440497213568,0.2381177420668462,7,7,stressed,14827.621376498788,,stop_loss
2017-12-31,14156.400390625,BTC-USD,volatility_managed_tsmom,2018-01-01,2018-01-17,14112.2001953125,11431.099609375,14113.950005568571,11428.417998373883,5,1.4113950005568572,1.1428417998373885,0.7399273195210405,1.8464411272841703,237049.0140298007,223618.79975702686,70571.1614228434,0.29770704472945636,70569.75002784285,0.2977010907076422,718843491,-13427.66003597344,-13430.214272773836,-0.190275012036682,-0.19031120653644132,-0.05665585375978595,16,16,stressed,13138.447021970871,,stop_loss
2018-01-31,10221.099609375,BTC-USD,volatility_managed_tsmom,2018-02-01,2018-02-02,10237.2998046875,9142.2802734375,10239.965518257623,9139.880138913973,7,1.4335951725560672,1.2795832194479564,2.103922539126392,2.1260021871725288,223618.79975702686,215915.4889232293,71681.19222297591,0.32055083159761677,71679.75862780336,0.32054442070920264,555811645,-7700.597655405543,-7703.310833797547,-0.10743057458369583,-0.10746842597220416,-0.03444840434779001,1,1,stressed,6539.687700268525,,trend_reversal
