total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
88,0.1774081705675262,-0.0295967437520809,0.29545454545454547,1.1737318929129388,0.15114880292401273,0.7424354308897818,0.05953874505148422,0.17740817056752622
