total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value,average_holding_period_days,stop_loss_exit_rate,take_profit_exit_rate
45,-2.3192503242320158e-05,-0.0037747410243257,0.4,0.021469962598481156,-0.0010802302582474392,0.020652055794391194,0.013806691368331328,-2.3192503242317614e-05,2.7555555555555555,0.8222222222222222,0.08888888888888889
