signal_date,signal_close,asset_ticker,strategy_name,entry_date,exit_date,entry_reference_open,exit_reference_open,entry_price,exit_price,entry_reason,shares,entry_commission,exit_commission,entry_slippage_bps,exit_slippage_bps,capital_before,capital_after,capital_deployed,capital_deployed_fraction,position_value,position_value_fraction,liquidity_cap_shares,gross_pnl,net_pnl,gross_return,net_position_return,return,holding_bars,holding_period_days,holding_period_hours,regime_at_entry,stop_loss_used,take_profit_used,exit_reason,timeframe_label,data_interval
2015-08-09,265.0830078125,BTC-USD,uptrend_oversold_reversion,2015-08-10,2015-08-19,265.4779968261719,225.67100524902344,265.5180163903412,225.64818062057503,uptrend_oversold_reversion,376.6072000000038,1.9999199340464304,1.6996145897721977,1.0074531466915968,0.5115139588373925,100000.0,84981.03325176456,99997.99662225557,0.9999799662225557,99995.99670232151,0.9999599670232151,1261390.75,-15015.267213711628,-15018.966748235447,-0.15015868343620434,-0.1501956802625356,-0.15018966748235446,9,9,216.0,neutral,254.15723209893608,283.2926340017732,stop_loss,Daily,1d
2016-03-06,407.7070007324219,BTC-USD,uptrend_oversold_reversion,2016-03-07,2016-03-11,407.7569885253906,417.2380065917969,407.83025848231836,417.1618204532157,uptrend_oversold_reversion,208.36519999999973,1.6995526674943973,1.7384401230219655,1.2969025421898548,1.3262970110358787,84981.03325176456,86921.96803535246,84979.33292738734,0.9999799917191854,84977.63337471985,0.9999599925193351,3916578.94,1944.372776378413,1940.9347835878966,0.022880994670732357,0.02284053705083894,0.022839623258494503,4,4,96.0,neutral,389.95091439030335,437.30047796928613,mean_reversion_complete,Daily,1d
2016-05-20,442.6759948730469,BTC-USD,uptrend_oversold_reversion,2016-05-21,2016-05-26,442.9660034179687,449.6719970703125,443.1090143829823,449.57615306133624,uptrend_oversold_reversion,196.15589999999975,1.7383689502881348,1.7637402984456814,2.7284862474789096,1.6318748408607968,86921.96803535246,88187.03333398105,86920.18588335701,0.9999794971048663,86918.44751440673,0.999959497914908,2960217.0,1268.5674078773247,1265.0652986285909,0.014594915626709275,0.014554623728396741,0.014554034235788011,5,5,120.0,calm,433.01955181976047,458.7700666285242,mean_reversion_complete,Daily,1d
2016-08-03,566.35498046875,BTC-USD,uptrend_oversold_reversion,2016-08-04,2016-08-25,566.3289794921875,580.1799926757812,566.4363858273048,580.0076279149825,uptrend_oversold_reversion,155.6811999999998,1.7636699253851538,1.8059256704591573,1.3965360948612777,2.4717671372402834,88187.03333398105,90296.25099208538,88185.25993918306,0.9999798905266348,88183.49626925768,0.9999598913288082,5555183.49,2112.787253700178,2109.2176581043336,0.023958987147085175,0.02391850796734223,0.02391754862777077,21,21,504.0,neutral,533.5321166583303,621.0597534861162,time_stop,Daily,1d
2017-07-12,2398.840087890625,BTC-USD,uptrend_oversold_reversion,2017-07-13,2017-07-16,2402.699951171875,1991.97998046875,2403.181868800149,1991.5861607197226,uptrend_oversold_reversion,37.57209999999995,1.8058517898549193,1.4965614877835478,1.5057337081931208,1.477417581999124,90296.25099208538,74828.43347523917,90294.39534453582,0.9999794493400427,90292.58949274596,0.9999594501510396,50565352.480000004,-15464.51510356857,-15467.81751684621,-0.17127114407114194,-0.17130771864826053,-0.1713007721461436,3,3,72.0,neutral,2175.535883916478,2771.01376118087,stop_loss,Daily,1d
2019-08-30,9598.173828125,BTC-USD,uptrend_oversold_reversion,2019-08-31,2019-09-03,9597.5390625,10345.7255859375,9598.822799829266,10344.065630092176,uptrend_oversold_reversion,7.795200000000001,1.4964948697845821,1.612681207993891,0.8375692673995381,1.1047421823151957,74828.43347523917,80634.64120962683,74826.2399840989,0.9999706863950185,74824.7434892291,0.9999506873812708,825847828.1425,5809.316910465441,5806.207734387663,0.07763898196726438,0.07759742918762504,0.07759360265518514,3,3,72.0,neutral,8901.878727423431,10758.665662627616,mean_reversion_complete,Daily,1d
2019-09-22,10070.392578125,BTC-USD,uptrend_oversold_reversion,2019-09-23,2019-09-25,10067.962890625,8603.4287109375,10069.084250689719,8601.058672460125,uptrend_oversold_reversion,8.007800000000001,1.612624257253463,1.377511152746524,0.6137904230474707,2.255519486181057,80634.64120962683,68875.99584886989,80632.8254869304,0.9999774821011267,80631.21286267314,0.9999574829514678,775001405.3850001,-11755.655225346942,-11758.645360756942,-0.145795341629904,-0.14583242572307142,-0.14582622535874937,2,2,48.0,calm,9665.076932225136,10745.918654624773,stop_loss,Daily,1d
2020-06-28,9143.58203125,BTC-USD,uptrend_oversold_reversion,2020-06-29,2020-07-07,9140.029296875,9349.1611328125,9141.803522711274,9346.734746269349,uptrend_oversold_reversion,7.533800000000001,1.3774503875880442,1.4083286046288808,1.4411599007467217,2.095972400008602,68875.99584886989,70417.1209219195,68873.8968297898,0.9999695246645188,68872.5193794022,0.9999495256740053,1007504778.3025,1543.9108520418229,1541.125073049606,0.02241693589770962,0.02237648755899167,0.022375358120864,8,8,192.0,calm,8756.292760758492,9789.064148735848,mean_reversion_complete,Daily,1d
2020-08-26,11488.36328125,BTC-USD,uptrend_oversold_reversion,2020-08-27,2020-08-31,11485.6083984375,11713.306640625,11489.536182777867,11709.420919986895,uptrend_oversold_reversion,6.128500000000001,1.4082724499230832,1.435223722162794,2.919744260915711,2.8184567064918387,70417.1209219195,71761.84103773294,70415.03076860408,0.9999703175408472,70413.62249615416,0.9999503185344766,1157445631.4424999,1347.5636119855262,1344.7201158134403,0.019137825383989115,0.019097442627481438,0.019096493838543956,4,4,96.0,calm,10963.40559736955,12363.292754384081,mean_reversion_complete,Daily,1d
2020-09-04,10511.8134765625,BTC-USD,uptrend_oversold_reversion,2020-09-05,2020-09-16,10512.5302734375,10797.76171875,10515.65997350667,10795.530774555516,uptrend_oversold_reversion,6.824000000000001,1.4351772731841907,1.473374040111337,2.4771139656802688,1.5665442404587444,71761.84103773294,73668.77083277698,71760.29883648272,0.9999785094525457,71758.86365920953,0.9999585102823401,1178178240.1200001,1909.838346357327,1906.9297950440316,0.02661466819524,0.026574135901876093,0.026573033348480466,11,11,264.0,neutral,9889.664457904097,11548.728507659838,mean_reversion_complete,Daily,1d
