signal_date,signal_close,asset_ticker,strategy_name,entry_date,exit_date,entry_reference_open,exit_reference_open,entry_price,exit_price,entry_reason,shares,entry_commission,exit_commission,entry_slippage_bps,exit_slippage_bps,capital_before,capital_after,capital_deployed,capital_deployed_fraction,position_value,position_value_fraction,liquidity_cap_shares,gross_pnl,net_pnl,gross_return,net_position_return,return,holding_bars,holding_period_days,holding_period_hours,regime_at_entry,stop_loss_used,take_profit_used,exit_reason,timeframe_label,data_interval
2003-08-07,25.568342208862305,QQQ,uptrend_oversold_reversion,2003-08-08,2003-08-18,25.669569254994936,26.411896822088565,25.676232375343112,26.404252512769176,uptrend_oversold_reversion,3893.0,19.465,19.465,2.0957273696286363,2.3951053682332852,100000.0,102795.25239499967,99977.03763721073,0.9997703763721073,99957.57263721073,0.9995757263721073,4164407.5,2834.182394999668,2795.2523949996676,0.0283538537423887,0.027964388502558456,0.027952523949996675,6,10,240.0,calm,24.61124020256488,27.163512219358015,mean_reversion_complete,Daily,1d
2003-11-21,28.875093460083008,QQQ,uptrend_oversold_reversion,2003-11-24,2003-11-25,29.119731021683677,29.769273487480735,29.127555308313898,29.764593410595676,uptrend_oversold_reversion,3527.0,17.635,17.635,2.1869364364655723,1.0723637882424524,102795.25239499967,105006.8157817475,102750.52257242311,0.9995648648985784,102732.88757242312,0.999393310283077,4075947.0,2246.8333867478314,2211.563386747831,0.02187063402811385,0.021527316509902982,0.021514256108343476,1,1,24.0,calm,27.997611922518487,30.33756268935721,mean_reversion_complete,Daily,1d
2004-02-05,30.776697158813477,QQQ,uptrend_oversold_reversion,2004-02-06,2004-02-12,30.886395900894303,31.662783614005473,30.89106203173166,31.657862611890504,uptrend_oversold_reversion,3398.0,16.990000000000002,16.990000000000002,1.010739826145569,1.0544328356256205,105006.8157817475,107578.42415312726,104984.81878382419,0.9997905183795971,104967.82878382418,0.999628719358519,4692998.75,2605.5883713797502,2571.6083713797507,0.02482273284651648,0.02449901461404756,0.024489918604186006,4,6,144.0,calm,29.990029189486467,32.08781044102516,mean_reversion_complete,Daily,1d
2004-03-12,29.966552734375,QQQ,uptrend_oversold_reversion,2004-03-15,2004-03-23,29.83997761595255,29.190181764637103,29.844664419840843,29.181279284097837,uptrend_oversold_reversion,3603.0,18.015,18.015,1.0706459128816723,2.5507506037002994,107578.42415312726,105152.21750904521,107548.34090468656,0.9997203598335119,107530.32590468656,0.9995529006041933,5104895.25,-2390.1766440820506,-2426.2066440820504,-0.022227930809032157,-0.022562999076489433,-0.022552911173234748,6,8,192.0,calm,29.13275102338471,31.356222252692152,stop_loss,Daily,1d
2004-03-24,29.04671859741211,QQQ,uptrend_oversold_reversion,2004-03-25,2004-03-30,29.24082128998747,30.101585792183016,29.25028966054046,30.094381713435034,uptrend_oversold_reversion,3593.0,17.965,17.965,2.7380658734201635,1.893828461596719,105152.21750904521,108149.11025509541,105114.25575032187,0.999638982803952,105096.29075032187,0.9994681352419551,5435124.0,3032.822746050204,2996.8927460502036,0.0288575621879492,0.02851568523165053,0.028500518743624314,3,5,120.0,calm,28.215284517512043,30.43244206391222,mean_reversion_complete,Daily,1d
2004-05-03,29.620569229125977,QQQ,uptrend_oversold_reversion,2004-05-04,2004-05-25,29.71339592203813,29.66276769326088,29.718741321925247,29.65312595539089,uptrend_oversold_reversion,3637.0,18.185,18.185,1.2989865248447026,2.751508081978243,108149.11025509541,107874.09716700995,108105.24718784212,0.9995944204520053,108087.06218784212,0.9994262729752752,5222919.25,-238.6430880854526,-275.0130880854526,-0.002207878382990187,-0.0025443663887127713,-0.002542906616954765,15,21,504.0,calm,28.716467567479075,31.12740533187081,mean_reversion_complete,Daily,1d
2005-01-07,32.84357452392578,QQQ,uptrend_oversold_reversion,2005-01-10,2005-01-21,32.7498679521108,31.931980897902964,32.75978340801775,31.925510362315656,uptrend_oversold_reversion,3291.0,16.455000000000002,16.455000000000002,2.5276323316647424,1.5267602659677442,107874.09716700995,105095.59457360435,107828.90219578643,0.9995810396340694,107812.44719578643,0.9994285006981047,4240130.75,-2745.5925934056036,-2778.5025934056034,-0.025466378556639496,-0.025771630880058478,-0.02575690241100182,8,11,264.0,calm,32.14701626394451,34.00450495722791,stop_loss,Daily,1d
2005-01-25,31.27594566345215,QQQ,uptrend_oversold_reversion,2005-01-26,2005-02-07,31.48892753757522,32.20458371101249,31.496048203704472,32.19508944187356,uptrend_oversold_reversion,3335.0,16.675,16.675,1.7613238004872787,2.4489805133380385,105095.59457360435,107393.54710289827,105055.99575935442,0.9996232114732251,105039.32075935442,0.9994645464019853,5044630.0,2331.3025292939183,2297.952529293918,0.022194569732937854,0.021877069583861247,0.021865355428238552,8,12,288.0,calm,30.527284841541444,32.52371369996999,mean_reversion_complete,Daily,1d
2005-02-23,31.471887588500977,QQQ,uptrend_oversold_reversion,2005-02-24,2005-02-28,31.395212091058045,31.914926762272295,31.400008425861724,31.911115611713388,uptrend_oversold_reversion,3419.0,17.095,17.095,1.0277281101859523,0.6943018869277988,107393.54710289827,109106.83257132511,107373.72380802124,0.9998154144693812,107356.62880802124,0.9996562335831811,4756162.5,1747.4754684268387,1713.2854684268386,0.016277294544631553,0.015958823292510364,0.015953337185010453,2,4,96.0,calm,30.785400466917093,32.61603279114078,mean_reversion_complete,Daily,1d
2005-03-17,31.27594566345215,QQQ,uptrend_oversold_reversion,2005-03-18,2005-04-08,31.310016234666893,31.52301379621104,31.3138006641221,31.514065326994217,uptrend_oversold_reversion,3483.0,17.415,17.415,0.7086961012216151,2.3395159824575296,109106.83257132511,109769.5243921087,109083.38271313727,0.9997850743382867,109065.96771313727,0.9996254601364115,4846986.0,697.5218207835896,662.6918207835897,0.006395412202440591,0.006076064190129281,0.006073788461876355,14,21,504.0,calm,30.57409998734102,32.44568845697069,mean_reversion_complete,Daily,1d
