total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
91,0.03634735416068159,-0.0019800884585322,0.42857142857142855,0.14466256258784158,0.2512561198313548,0.11005282035802753,0.01893174548732787,0.036347354160681584
