agent,outer_run,seed_used,actual_cumulative_return,annualized_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,RCSI,RCSI_z,significant_run,outperform_null_median,lower_5pct,upper_95pct,number_of_trades,transaction_cost,simulations_per_run,null_model
trend_pullback,1,101,0.15350039234127447,0.05466845467161594,0.35147890871185716,0.05599832793121174,-0.2307502764821402,0.014020485657098316,0.0662705409708901,0.35231890310228836,66.8,0.332,0.4788619162959637,0.08722985137038437,0.24758776949603248,0,1,-0.39484502670776495,0.6913201573180785,111,0.00047,250,random_timing_matched_duration
breakout_volume_momentum,1,101,0.41855181984687845,0.14161389518921247,0.5728856641075039,0.10411466435191234,-0.3791800089734221,-0.010721507817437134,0.13673688664605238,0.6261392825492789,76.0,0.24,0.619788758288394,0.28181493320082607,0.4500834575550632,0,1,-0.5623851011352909,1.1366496962058281,89,0.00047,250,random_timing_matched_duration
mean_reversion_vol_filter,1,101,-0.1642641046291321,-0.06530335497352059,-0.45325537437006275,-0.12135396813165217,-0.2681161604755039,0.018504331958693422,0.026538558730779902,0.24217484287548416,26.400000000000002,0.736,0.13312218566250114,-0.190802663359912,-0.7878715274237402,0,0,-0.32150354161952976,0.4533947127226043,36,0.00047,250,random_timing_matched_duration
volatility_managed_tsmom,1,101,0.17783301223168335,0.06268574888460512,0.5176307888336825,0.09847975371126536,-0.14013705361263973,0.04692748733340951,0.07944835940135227,0.2104980285432665,68.4,0.316,0.5003129173815962,0.09838465283033108,0.4673899015168627,0,1,-0.20916645186218674,0.4264304964238099,83,0.00047,250,random_timing_matched_duration
momentum_relative_strength,1,101,0.06796050332660333,0.02450273764494699,0.2746532452109325,0.0229779406365439,-0.5050426654170487,0.14936044959160166,0.24893334291915117,0.525691556384024,44.800000000000004,0.552,0.2580609222708011,-0.18097283959254784,-0.34425669842858386,0,0,-0.40423618009558127,1.1696435157471545,353,0.00047,250,random_peer_rotation_matched_duration
random,1,101,0.1255638187084586,0.04496646995666211,0.3114376608266601,0.045191829931714056,-0.5942369929466385,0.09355940392616299,0.31902086392594825,0.8354033035250139,52.400000000000006,0.476,0.32239304727950685,-0.19345704521748966,-0.23157323462953855,0,1,-0.5511182548278891,1.8027222699536545,127,0.00047,250,random_timing_matched_duration
trend_pullback,2,102,0.15350039234127447,0.05466845467161594,0.35147890871185716,0.05599832793121174,-0.2307502764821402,0.010375205393033157,0.06280128543114855,0.3575451128368131,65.2,0.348,0.4584207560534191,0.09069910691012592,0.2536717847728542,0,1,-0.40793226077037886,0.6773944832659484,111,0.00047,250,random_timing_matched_duration
breakout_volume_momentum,2,102,0.41855181984687845,0.14161389518921247,0.5728856641075039,0.10411466435191234,-0.3791800089734221,-0.05299012453656575,0.1017709604422303,0.6137321867285329,79.2,0.208,0.6819366650372385,0.3167808594046482,0.5161548738273478,0,1,-0.5731545352788585,1.2996630352373495,89,0.00047,250,random_timing_matched_duration
mean_reversion_vol_filter,2,102,-0.1642641046291321,-0.06530335497352059,-0.45325537437006275,-0.12135396813165217,-0.2681161604755039,0.0097522377575429,0.031996125589058996,0.25163728214860664,21.2,0.788,0.10347378251044466,-0.1962602302181911,-0.7799330391046263,0,0,-0.3461485310556572,0.48687880265342903,36,0.00047,250,random_timing_matched_duration
volatility_managed_tsmom,2,102,0.17783301223168335,0.06268574888460512,0.5176307888336825,0.09847975371126536,-0.14013705361263973,0.05018777898568154,0.07819859234151323,0.21779803126549305,72.8,0.272,0.5654310959658012,0.09963441989017012,0.4574624449599226,0,1,-0.2148573133063511,0.4669686669512652,83,0.00047,250,random_timing_matched_duration
