total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
168,0.0009936001825949076,7.504238112344077e-05,0.5059523809523809,0.02896572716611508,0.034302614841903535,0.02045741135650498,0.018939218489481675,0.0009936001825949052
