Date,Open,High,Low,Close,Volume,daily_return,ma_20,ma_50,std_20,price_std_20,avg_volume_20,zscore_20,momentum_return_120,breakout_high_20,breakout_low_20
1997-05-02,0.0079057635739445,0.0079107666388154,0.0078833270817995,0.0078957760706543,0,-0.0015791207939774843,0.00792280840687448,0.008057276643812604,0.0044023106341708656,2.845125459277716e-05,0.0,-0.9501280912597275,-0.09846032620369949,0.0081699341535568,0.0078455982729792
1997-05-05,0.0078963991254568,0.0079164030030369,0.0078864349052309,0.0078976461663842,0,0.0002368476148721932,0.007919918233528675,0.008054651487618632,0.003673910007933423,2.7919620701750772e-05,0.0,-0.7977209784615512,-0.1036171233832407,0.008067768998444,0.0078455982729792
1997-05-06,0.0078914137557148,0.0079936049878597,0.0078901685774326,0.0079827578738331,0,0.01077684485425201,0.00792317329905921,0.008053016327321477,0.0042578240327524755,3.108206927751701e-05,0.0,1.9170079778758389,-0.09092354386012746,0.0079974411055445,0.0078455982729792
1997-05-07,0.0079833939671516,0.0080301938578486,0.0079522859305143,0.0079916892573237,0,0.0011188343216417262,0.007928529288619696,0.008052220437675662,0.004126328573641667,3.313030994938651e-05,0.0,1.9064104380699842,-0.08694951298006881,0.0079974411055445,0.0078455982729792
1997-05-08,0.0079897725954651,0.0081043848767876,0.0079884966835379,0.0080827670171856,0,0.011396559216617863,0.00793524296022945,0.008051538113504593,0.004470151653443386,4.7138935499630244e-05,0.0,3.129558514474868,-0.0789687189354592,0.0080301938578486,0.0078455982729792
1997-05-09,0.008100445382297,0.0084061874076724,0.0080991331487894,0.0083333337679505,0,0.031000120408289034,0.00795539892278605,0.008053460139781182,0.007884955009880758,9.8683163259487e-05,0.0,3.829780407126515,-0.06883329961595641,0.0081043848767876,0.0078455982729792
1997-05-12,0.0084602367132902,0.0083822291344404,0.0083822291344404,0.0083822291344404,0,0.0058674436727768065,0.007979472074657617,0.00805737160146231,0.007782500885494073,0.00013460614497969096,0.0,2.99211495763102,-0.06856666159227642,0.0084061874076724,0.0078455982729792
1997-05-13,0.0084054805338382,0.0084459455683827,0.0083577102050185,0.0084459455683827,0,0.0076013710577902405,0.008004943933337864,0.008060039486736005,0.007841469360205579,0.00016809991317555894,0.0,2.623449511150348,-0.059712840535029565,0.0084061874076724,0.0078455982729792
1997-05-14,0.0084616681560873,0.008580008521676,0.0083864480257034,0.0085763297975063,0,0.015437493418343884,0.008035639533773006,0.00806669920682902,0.00828684275327177,0.00020868403763509222,0.0,2.5909517079535918,-0.04502566850952905,0.0084459455683827,0.0078455982729792
1997-05-15,0.0085331508889794,0.008721437305212,0.0085251489654183,0.0086296172812581,0,0.006213320267522082,0.008070294978097026,0.008075464554130978,0.008142118680406183,0.00024392039035684934,0.0,2.293052673221781,-0.04168096494836926,0.008580008521676,0.0078455982729792
1997-05-16,0.0086206896230578,0.0087108016014099,0.0085470089688897,0.0086393086239695,0,0.0011230327366251736,0.0081048041582107,0.008083234224468416,0.008150309937647995,0.0002715897491851693,0.0,1.9680583209139293,-0.03758101785567691,0.008721437305212,0.0078455982729792
1997-05-19,0.0086430422961711,0.0086956517770886,0.0085844276472926,0.0086452839896082,0,0.0006916485911987458,0.008138217031955665,0.008090891614556258,0.008185388218080514,0.0002939968330254536,0.0,1.7247361219317399,-0.035359205126603066,0.008721437305212,0.0078455982729792
