total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
14,0.0933878952293175,-0.09891300037756975,0.35714285714285715,0.40272983628431397,0.23188720282295827,0.4963783290551329,0.13049567911835774,0.0933878952293175
