agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,adjusted_p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,research_grade,artifact_run_id,signal_count,trades_per_month,average_holding_bars,average_holding_days,average_holding_hours,activity_status,activity_warning
trend_pullback,Random / Luck,Random / Luck,Low,random / luck,stable,The result is statistically consistent with the null distribution. raw p=0.558; BH-adjusted p=0.904; percentile=44.2; RCSI_z=-0.293. Robustness stability: stable. BH-adjusted p-value is shown for reference only and is not used by the final class label.,0.6149786971799276,0.2614949068014727,0.1277668424628023,-0.1953490586115757,-0.1840438673591491,-0.2925480293872311,0.5580883823235353,0.9041905904533378,0.2532970180590367,44.21115776844631,134,8032,0.00047,True,run_20260402T200544Z_pid1644,135.0,0.3592552629260988,10.335820895522389,15.067164179104475,361.6119402985075,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
breakout_volume_momentum,Random / Luck,Random / Luck,Low,random / luck,moderately variable,The result is statistically consistent with the null distribution. raw p=0.493; BH-adjusted p=0.904; percentile=50.7; RCSI_z=-0.114. Robustness stability: moderately variable. BH-adjusted p-value is shown for reference only and is not used by the final class label.,0.444364159884284,0.28438676300724464,0.17547142725972675,-0.13966125164463572,-0.0540507092528153,-0.1135108136506408,0.4931013797240552,0.9041905904533378,0.3070637822879549,50.709858028394315,117,8032,0.00047,True,run_20260402T200544Z_pid1644,117.0,0.3113742677275509,8.88888888888889,12.863247863247864,308.71794871794873,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
mean_reversion_vol_filter,Negative Skill,Negative Skill,Low,negative skill,stable,The result is worse than the random null on all three metrics. raw p=0.703; BH-adjusted p=0.904; percentile=29.7; RCSI_z=-0.523. Robustness stability: stable. BH-adjusted p-value is shown for reference only and is not used by the final class label.,-0.025021568641031666,-0.03626309950896313,-0.053534598530582164,-0.1000984324434282,-0.0515930157520798,-0.5227274166658625,0.7032593481303739,0.9041905904533378,0.15288448623072518,29.69406118776245,16,8032,0.00047,True,run_20260402T200544Z_pid1644,16.0,0.0521469108041546,4.875,7.0625,169.5,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
momentum_relative_strength,Negative Skill,Negative Skill,Low,negative skill,stable,The result is worse than the random null on all three metrics. raw p=0.999; BH-adjusted p=0.999; percentile=0.1; RCSI_z=-0.875. Robustness stability: stable. BH-adjusted p-value is shown for reference only and is not used by the final class label.,0.0886145998770271,0.10305275314637065,0.014457160544469496,-0.4817260862151584,-15.372011902016869,-0.875363789006275,0.9992001599680064,0.9992001599680064,0.0003475051050809423,0.0999800039992001,1097,6181,0.00047,True,run_20260402T200544Z_pid1644,1097.0,3.7278036731048343,4.6946216955332725,6.817684594348222,163.62443026435733,acceptable,Trade activity is in a reasonable range for daily research and null-hypothesis testing.
trend_momentum_verification,Negative Skill,Negative Skill,Low,negative skill,stable,The result is worse than the random null on all three metrics. raw p=0.667; BH-adjusted p=0.904; percentile=33.3; RCSI_z=-0.548. Robustness stability: stable. BH-adjusted p-value is shown for reference only and is not used by the final class label.,0.8698030545728255,0.3926048621038338,0.23466158221883074,-0.1740705938462771,-0.5407601410984701,-0.5483517162762377,0.6674665066986603,0.9041905904533378,0.17557052220443986,33.273345330933815,98,8032,0.00047,True,run_20260402T200544Z_pid1644,98.0,0.2624846004927842,21.20408163265306,30.76530612244898,738.3673469387755,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
adx_trend_following,Negative Skill,Negative Skill,Low,negative skill,stable,The result is worse than the random null on all three metrics. raw p=0.823; BH-adjusted p=0.926; percentile=17.7; RCSI_z=-0.891. Robustness stability: stable. BH-adjusted p-value is shown for reference only and is not used by the final class label.,0.4961277929303378,0.2625521245348881,0.12237745128984423,-0.16855304183532693,-0.8453816663476367,-0.8905667025909332,0.8230353929214157,0.9259148170365926,0.08458148845727245,17.716456708658267,137,8032,0.00047,True,run_20260402T200544Z_pid1644,137.0,0.3664268453427065,14.671532846715328,21.423357664233578,514.1605839416059,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
uptrend_oversold_reversion,Random / Luck,Random / Luck,Low,random / luck,stable,The result is statistically consistent with the null distribution. raw p=0.294; BH-adjusted p=0.904; percentile=70.6; RCSI_z=0.475. Robustness stability: stable. BH-adjusted p-value is shown for reference only and is not used by the final class label.,0.20208681532590966,0.20865242139356385,0.1539737762202251,-0.10512500518687218,0.0954834645430452,0.4746231999635854,0.2941411717656468,0.9041905904533378,0.5314441818201378,70.60587882423516,78,8032,0.00047,True,run_20260402T200544Z_pid1644,78.0,0.2202546618424715,3.782051282051282,5.653846153846154,135.69230769230768,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
volatility_squeeze_breakout,Random / Luck,Random / Luck,Low,random / luck,stable,The result is statistically consistent with the null distribution. raw p=0.601; BH-adjusted p=0.904; percentile=39.9; RCSI_z=-0.310. Robustness stability: stable. BH-adjusted p-value is shown for reference only and is not used by the final class label.,0.1077912312574032,0.15325796944731745,0.20228211978315705,-0.06678941471711441,-0.0713417088866014,-0.309583628164239,0.6014797040591882,0.9041905904533378,0.22077902262806312,39.87202559488102,30,8032,0.00047,True,run_20260402T200544Z_pid1644,30.0,0.0813691855284263,12.733333333333333,18.266666666666666,438.4,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
random,Random / Luck,Random / Luck,Low,random / luck,unstable,The result is statistically consistent with the null distribution. raw p=0.536; BH-adjusted p=0.904; percentile=46.4; RCSI_z=-0.286. Robustness stability: unstable. BH-adjusted p-value is shown for reference only and is not used by the final class label.,2.789748372819572,0.3842299841187674,0.1423540809031943,-0.5654780755243984,-0.6342882543168287,-0.286344549548004,0.5362927414517097,0.9041905904533378,0.27059808103208766,46.390721855628875,312,8032,0.00047,True,run_20260402T200544Z_pid1644,312.0,0.817606543263022,11.778846153846152,17.137820512820515,411.3076923076923,acceptable,Trade activity is in a reasonable range for daily research and null-hypothesis testing.
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,24.2363820132628,0.625397504059458,,-0.5518944543630576,,,,,,,,8152,0.00047,,,,,,,,,
