Date,Open,High,Low,Close,Volume,data_interval,timeframe_label,data_source,source_period_requested,downloaded_at_utc,bar_return,daily_return,ema_20,sma_20,sma_50,sma_100,sma_200,ma_20,ma_50,ma_100,ma_200,std_20,price_std_20,avg_volume_20,volume_ratio_20,rsi_14,true_range,atr_14,atr_percent,adx_14,plus_di_14,minus_di_14,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,bollinger_width,macd_line,macd_signal,macd_hist,rolling_high_20_prev,rolling_low_10_prev,rolling_low_5_prev,trailing_return_12,trailing_return_60,trailing_return_5,trailing_return_20,atr_percent_median_60,atr_percent_ratio_60,bollinger_width_median_60,bollinger_width_ratio_60,distance_from_ma_20,distance_from_ma_50,ma_50_over_ma_200,zscore_20,bars_per_year,regime
2020-03-17,29.36000061035156,32.70000076293945,27.315000534057617,28.18000030517578,44484100,1d,Daily,yfinance,max,2026-04-02T16:15:53Z,0.0637976802061059,0.0637976802061059,24.446527383166067,24.535000038146972,22.045899963378908,20.39125003814697,17.70275001525879,24.446527383166067,22.045899963378908,20.39125003814697,17.70275001525879,0.115898213653133,3.833844640657618,25031895.0,1.7770967799281676,58.83272247686144,6.210000991821289,3.6809805097827857,0.1306238633754274,33.26936089117277,36.45672307589522,17.308323001419257,24.535000038146972,3.833844640657618,32.20268931946221,16.867310756831735,0.6250409023349116,1.0214633486744766,1.1329860245681482,-0.1115226758936716,36.0,19.309999465942383,19.309999465942383,0.0867720776521119,0.5118026409821288,0.26141450817812,0.4902168446623387,0.1085637019657161,1.203200158158551,0.650282871139728,0.9611830944269288,0.1527199697320034,0.2782422288038324,0.2453375856506228,0.9507428205029153,251.15207631874296,stressed
2020-03-18,27.1299991607666,32.540000915527344,26.549999237060547,31.579999923706055,28702300,1d,Daily,yfinance,max,2026-04-02T16:15:53Z,0.1206529305078041,0.1206529305078041,25.12590572036035,25.16800003051758,22.314899978637698,20.53805004119873,17.761400012969972,25.12590572036035,22.314899978637698,20.53805004119873,17.761400012969972,0.1175018071770155,3.899085236200135,26309610.0,1.0909435753703685,63.93637775993012,5.990001678466797,3.8459105932602142,0.1217831096438102,33.15719261724079,32.40091538984654,16.803579930430963,25.16800003051758,3.899085236200135,32.96617050291785,17.36982955811731,0.6196893247730897,1.468535716348505,1.2000959629242196,0.2684397534242855,36.0,19.309999465942383,19.309999465942383,0.056894270772658,0.6269964024712007,0.3375687889588674,0.6691331816258614,0.1105306344005253,1.101804131536147,0.650282871139728,0.9529534795941678,0.2568701114768468,0.4151979150226057,0.2563705542548786,1.6444882593634471,251.15207631874296,stressed
2020-03-19,32.779998779296875,34.97999954223633,25.190000534057617,28.270000457763672,36952800,1d,Daily,yfinance,max,2026-04-02T16:15:53Z,-0.1048131562361935,-0.1048131562361935,25.425343314398763,25.654500007629395,22.52469997406006,20.654850044250487,17.805400018692016,25.425343314398763,22.52469997406006,20.654850044250487,17.805400018692016,0.1208001499819876,3.6401627945107418,27929140.0,1.323091223002212,56.5820706555065,9.789999008178713,4.2704883371829645,0.1510607806166546,33.49325740970202,31.176480867546324,14.052020559232544,25.654500007629395,3.6401627945107418,32.934825596650875,18.37417441860791,0.5675671392431257,1.5380250986806343,1.2676817900755026,0.2703433086051319,36.0,19.309999465942383,19.309999465942383,0.0128986245904598,0.4256177794518243,0.2677130683834972,0.5248111683795769,0.1115717278254107,1.3539342229515077,0.650282871139728,0.8728003833906476,0.1118827426709292,0.2550666819234009,0.2650488026336812,0.7185119451466223,251.15207631874296,stressed
2020-03-20,29.25,30.229999542236328,26.200000762939453,28.200000762939453,16522400,1d,Daily,yfinance,max,2026-04-02T16:15:53Z,-0.0024761122635565,-0.0024761122635565,25.689596404735973,26.15300006866455,22.729099998474123,20.766750049591064,17.857900018692018,25.689596404735973,22.729099998474123,20.766750049591064,17.857900018692018,0.120574984851807,3.251169206058232,28572705.0,0.5782581663164198,56.43423157409639,4.029998779296875,4.253310511619673,0.1508266098066702,33.80531757413031,29.066507950219535,13.101002933488775,26.15300006866455,3.251169206058232,32.65533848078101,19.650661656548085,0.4972537295946631,1.5693569741550917,1.3280168268914203,0.2413401472636711,36.0,19.309999465942383,19.309999465942383,0.0258276099575394,0.431472064508271,0.3239437452125995,0.5469007938044126,0.1168535782891416,1.2907316319699345,0.650282871139728,0.7646729625880255,0.0977206616504366,0.2407002813500143,0.2727756328954345,0.6296198581299675,251.15207631874296,stressed
2020-03-23,28.709999084472656,29.809999465942383,26.25,26.56999969482422,11080800,1d,Daily,yfinance,max,2026-04-02T16:15:53Z,-0.0578014547523483,-0.0578014547523483,25.77344433712533,26.552000045776367,22.8925,20.86215003967285,17.90105001449585,25.77344433712533,22.8925,20.86215003967285,17.90105001449585,0.1220452991918076,2.749481091509483,28746475.0,0.3854663919663193,52.96393127388698,3.559999465942383,4.203788294071295,0.1582155943678909,34.095087726813716,27.308285102142797,12.308527871474787,26.552000045776367,2.749481091509483,32.050962228795335,21.0530378627574,0.4142032369342127,1.4459917546440657,1.3516118124419496,0.0943799422021161,36.0,19.309999465942383,22.219999313354492,-0.0514102292856389,0.3453164402442643,0.0030200046960089,0.4292630165000533,0.1252138773642953,1.2635627751353864,0.650282871139728,0.6369585534495983,0.0309060499357274,0.1606421183717035,0.2788355979935359,0.0065465622234811,251.15207631874296,stressed
2020-03-24,27.09000015258789,27.25,24.36000061035156,25.81999969482422,12550500,1d,Daily,yfinance,max,2026-04-02T16:15:53Z,-0.0282273243738914,-0.0282273243738914,25.7778781807157,26.655000019073487,23.026100006103515,20.950450038909914,17.942550010681153,25.7778781807157,23.026100006103515,20.950450038909914,17.942550010681153,0.1077034237931228,2.6806837476438212,26123905.0,0.4804220502256458,51.39780396234069,2.889999389648441,4.109946229469663,0.1591768504278304,33.57354198189327,25.936683437178885,14.975026102881598,26.655000019073487,2.6806837476438212,32.01636751436113,21.293632523785845,0.4022785587282846,1.2730304942904809,1.335895548811656,-0.062865054521175,36.0,19.309999465942383,25.190000534057617,-0.1279973264911844,0.300100649612576,-0.0837473592900601,0.0867003133879737,0.1296342542301039,1.22789189765606,0.650282871139728,0.6186208749789536,0.0016340178898055,0.1213362092573264,0.2833237188914697,-0.3114878153691905,251.15207631874296,stressed
2020-03-25,25.0,27.979999542236328,24.790000915527344,27.1299991607666,9651500,1d,Daily,yfinance,max,2026-04-02T16:15:53Z,0.0507358435873637,0.0507358435873637,25.906651607387214,26.55349998474121,23.16349998474121,21.050350036621097,17.999850006103514,25.906651607387214,23.16349998474121,21.050350036621097,17.999850006103514,0.0961235359247004,2.6216966071885395,22784255.0,0.4236039317502372,53.95868334249441,3.1899986267089844,4.044235686415329,0.1490687730010623,33.258235447566314,25.764692077528345,14.131315335840547,26.55349998474121,2.6216966071885395,31.79689319911829,21.310106770364133,0.3949304775182299,1.2275134472021278,1.3142191284897504,-0.0867056812876225,36.0,19.309999465942383,24.36000061035156,0.1169204667844945,0.3898564817899996,-0.1409119941003858,-0.0696159361203037,0.1311186606953926,1.1368997533262666,0.650282871139728,0.6073210521846425,0.0472213689333187,0.1712391986806092,0.2868718337589908,0.2198954579430216,251.15207631874296,stressed
2020-03-26,27.559999465942383,28.790000915527344,27.559999465942383,27.940000534057617,5570800,1d,Daily,yfinance,max,2026-04-02T16:15:53Z,0.0298562992387547,0.0298562992387547,26.10030388611773,26.642500019073488,23.32229999542236,21.16225004196167,18.059550008773805,26.10030388611773,23.32229999542236,21.16225004196167,18.059550008773805,0.0932695367306124,2.6369962390552604,19649980.0,0.283501560815838,55.51932751466613,1.6600017547607422,3.873933262725715,0.1386518678839523,33.15358869896241,26.469599553743116,13.698790585270936,26.642500019073488,2.6369962390552604,31.91649249718401,21.36850754096297,0.3959082274062003,1.242478680005668,1.299871038792934,-0.057392358787266,36.0,19.309999465942383,24.36000061035156,0.2506714567242747,0.4666667534401862,-0.0116731488631945,0.0680428401004595,0.1345679726806725,1.0303481959483098,0.650282871139728,0.6088246284456268,0.0704856409322647,0.1979950750801424,0.2914109146734982,0.4920373020512826,251.15207631874296,stressed
2020-03-27,28.3700008392334,31.09000015258789,27.950000762939453,30.049999237060547,12408300,1d,Daily,yfinance,max,2026-04-02T16:15:53Z,0.0755189213554572,0.0755189213554572,26.47646534811228,26.848499965667724,23.51849998474121,21.306150035858153,18.1283000087738,26.47646534811228,23.51849998474121,21.306150035858153,18.1283000087738,0.0943358737234871,2.7324865856411207,19057710.0,0.6510908183617025,59.38173950951123,3.1499996185302734,3.822223716711755,0.1271954680117868,33.55378789510109,29.209603168618088,12.892394168717075,26.848499965667724,2.7324865856411207,32.313473136949966,21.38352679438548,0.4070970950533942,1.4083632611596109,1.3215694832662694,0.0867937778933414,34.97999954223633,19.309999465942383,24.36000061035156,0.2727657119960192,0.5362985714484918,0.0656027809953951,0.1588892743307215,0.1345679726806725,0.9452135265024728,0.650282871139728,0.6260307830958077,0.1349702024784456,0.2777175098988866,0.2973362076619783,1.1716431795919169,251.15207631874296,stressed
2020-03-30,30.59000015258789,31.690000534057617,28.270000457763672,30.479999542236328,10749900,1d,Daily,yfinance,max,2026-04-02T16:15:53Z,0.0143094947119155,0.0143094947119155,26.85775431898124,26.87849998474121,23.707899971008302,21.442950038909913,18.199900007247926,26.85775431898124,23.707899971008302,21.442950038909913,18.199900007247926,0.0886774349043899,2.7686590670938345,17941005.0,0.5991804806921351,60.141333081615365,3.4200000762939453,3.793493456681912,0.1244584486107109,34.04736823341575,28.45837690310017,12.062175842369747,26.87849998474121,2.7686590670938345,32.41581811892888,21.341181850553543,0.412025830111887,1.5565821082183504,1.3685720082566857,0.1880100999616647,34.97999954223633,22.219999313354492,24.36000061035156,0.3668161697324803,0.5850234148623228,0.1471584453263568,0.0200803346158571,0.1345679726806725,0.9248742188161568,0.6385860658181073,0.6452158168907604,0.1348677622199832,0.2856473824973713,0.302639023377429,1.300810056499837,251.15207631874296,stressed
