ticker,random_baseline_runs,random_baseline_simulations,mean_percentile,median_percentile,mean_p_value,false_positive_rate_p_le_0_05,random_luck_rate,weak_skill_rate,moderate_or_strong_skill_rate
QQQ,30,1000,55.20479520479521,58.841158841158844,0.448951048951049,0.03333333333333333,0.9333333333333333,0.0,0.03333333333333333
