agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,excess_return_vs_benchmark,excess_annualized_sharpe,excess_p_value,excess_RCSI_z,excess_evidence_label,excess_skill_luck_verdict,fdr_q_value,fdr_significant_0_05,fdr_significant_0_10
trend_pullback,Negative Skill,Negative Skill,Moderate,luck,moderately variable,Negative Skill (Moderate confidence): worse than random — strategy likely flawed or mistimed; stability=moderately variable; mean p=0.862; mean percentile=13.8; mean RCSI_z=-1.077.,-0.2221116819320195,-0.4169915460229874,-0.1700045691582836,-0.3081318680353331,-0.1512595873342325,-1.0773352624710932,0.862,0.0644927341752872,13.8,132.0,4719,0.00047,-0.1153371651745032,0.0678735654990737,0.85,-1.0389231433684525,Luck,Luck,1.0,False,False
breakout_volume_momentum,Random / Luck,Random / Luck,Low,random / luck,moderately variable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=moderately variable; mean p=0.475; mean percentile=52.5; mean RCSI_z=0.045.,-0.0009444780328023,0.0131460922597112,0.0119357319824265,-0.1411005542635026,0.0044215700175224,0.0449453880469043,0.475,0.3233063903751334,52.5,20.0,4719,0.00047,0.136187894435418,0.1777314904777571,0.472,0.0587293687704007,Random / Luck,Random / Luck,1.0,False,False
mean_reversion_vol_filter,Random / Luck,Random / Luck,Low,random / luck,moderately variable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=moderately variable; mean p=0.300; mean percentile=70.0; mean RCSI_z=0.432.,-0.0327726792547531,-0.0268221354881307,-0.0088618897565896,-0.161565697223776,0.0718880338848927,0.4316328566451012,0.3,0.5228787452803376,70.0,182.0,4719,0.00047,0.0999908902300577,0.1644315575793386,0.328,0.389529859993179,Random / Luck,Random / Luck,1.0,False,False
volatility_managed_tsmom,Random / Luck,Random / Luck,Low,random / luck,unstable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=unstable; mean p=0.478; mean percentile=52.2; mean RCSI_z=-0.028.,-0.0798251614655548,-0.0819229520279354,-0.0829860586608436,-0.1899172015224469,-0.0056755650219132,-0.0279057290028898,0.4785,0.3201180578871376,52.150000000000006,37.0,4719,0.00047,0.0464798895743743,0.1424300773598754,0.462,-0.012027292976288,Random / Luck,Random / Luck,1.0,False,False
momentum_relative_strength,Random / Luck,Random / Luck,Low,weak skill,moderately variable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=moderately variable; mean p=0.210; mean percentile=79.0; mean RCSI_z=0.770.,0.0360963671381791,0.0652462401104779,0.0224292831899207,-0.3233082766214031,0.1624131994297464,0.7699511847478738,0.2105,0.6767478998283128,78.95,137.0,4699,0.00047,0.1897008628774377,0.1875115317219242,0.206,0.8744115037314866,Weak Skill,Weak Skill,1.0,False,False
random,Random / Luck,Random / Luck,Low,weak skill,moderately variable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=moderately variable; mean p=0.238; mean percentile=76.2; mean RCSI_z=0.686.,0.0231694432625784,0.0494926120514851,0.0176054376239114,-0.1319408860432525,0.122944060386307,0.6864534528656335,0.238,0.623423042943488,76.2,148.0,4719,0.00047,0.163611741119366,0.1928182993718498,0.236,0.6757522223033349,Weak Skill,Weak Skill,1.0,False,False
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,-0.1206951536271759,0.0107770688623278,,-0.4795724852767759,,,,,,,4971,0.00047,0.0,0.0,,,Benchmark Reference,Benchmark,,,
