candidate_id,candidate_name,candidate_family,is_control,ticker,split,split_start,split_end,split_rows,signal_count,rejected_signal_count,trade_count,average_holding_bars,actual_cumulative_return,mean_simulated_return,median_simulated_return,std_simulated_return,RCSI,RCSI_z,p_value,percentile,classification_raw,classification_raw_label,simulation_count,research_grade,null_model,seed,bh_adjusted_p_value_by_ticker_split,bh_adjusted_p_value_by_split_global,classification_bh_by_ticker_split,classification_bh_by_ticker_split_label,classification_bh_by_split_global,classification_bh_by_split_global_label
cand_breakout_20_volume,20-Day Breakout + Volume Confirmation,breakout,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,20,0,20,10.85,-0.04987984705142169,0.29956637592016794,0.24496486601967948,0.38427114237539556,-0.3494462229715896,-0.9093740966637943,0.8268346330733853,17.336532693461308,negative_skill,Negative Skill,5000,True,structure_preserving_random_timing,20336777,0.9453493916601295,0.9696829864796271,negative_skill,Negative Skill,negative_skill,Negative Skill
cand_donchian_55_breakout,Donchian 55-Day Breakout,breakout,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,10,0,10,13.7,0.4481353787846091,0.10250314819592345,0.053620245867743374,0.3100477790782207,0.34563223058868564,1.1147708640786216,0.1295740851829634,87.06258748250349,weak_skill,Weak Skill,5000,True,structure_preserving_random_timing,20344626,0.6620675864827035,0.9696829864796271,random_luck,Random / Luck,random_luck,Random / Luck
control_existing_validation,Control: Existing Validation Strategy,control,True,BTC-USD,holdout,2024-02-13,2026-04-02,780,8,0,8,11.625,0.10154303058650048,0.10913202327897224,0.054751170671051085,0.2782355923828518,-0.007588992692471763,-0.027275420184306686,0.43071385722855426,56.94861027794441,random_luck,Random / Luck,5000,True,structure_preserving_random_timing,20355457,0.6855517785331823,0.9696829864796271,random_luck,Random / Luck,random_luck,Random / Luck
control_random_baseline,Control: Random Baseline,control,True,BTC-USD,holdout,2024-02-13,2026-04-02,780,23,0,23,12.956521739130435,0.20372969276033523,0.21679246866291416,0.1491130397573574,0.4275995577158003,-0.013062775902578927,-0.03054908656210764,0.4407118576284743,55.94881023795241,random_luck,Random / Luck,5000,True,structure_preserving_random_timing,20337956,0.6855517785331823,0.9696829864796271,random_luck,Random / Luck,random_luck,Random / Luck
cand_hybrid_trend_breakout_pullback,Hybrid Trend + Breakout/Pullback,hybrid,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,15,0,15,12.866666666666667,0.039726730561313615,0.09919527681632562,0.05550024685357094,0.2939734200203742,-0.059468546255012,-0.20229225571104512,0.52249550089982,47.77044591081784,random_luck,Random / Luck,5000,True,structure_preserving_random_timing,20393582,0.731493701259748,0.9696829864796271,random_luck,Random / Luck,random_luck,Random / Luck
cand_regime_filtered_momentum,Regime-Filtered Momentum,hybrid,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,26,0,26,7.576923076923077,0.6033775223042099,0.14824642724120998,0.10925494295962125,0.3198349596634688,0.455131095063,1.423018595408989,0.09118176364727054,90.90181963607279,weak_skill,Weak Skill,5000,True,structure_preserving_random_timing,20364528,0.6620675864827035,0.9696829864796271,random_luck,Random / Luck,random_luck,Random / Luck
cand_mean_reversion_bbands,Bollinger Mean Reversion,mean_reversion,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,no_trades,No Trades,5000,True,structure_preserving_random_timing,20350401,1.0,1.0,no_trades,No Trades,no_trades,No Trades
cand_mean_reversion_zscore,Z-Score Mean Reversion (Calm Regime),mean_reversion,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,3,0,3,4.333333333333333,0.07448712904943218,0.006326076038801081,0.005343249159809818,0.08372910535281385,0.06816105301063109,0.8140664195970707,0.1891621675664867,81.10377924415117,weak_skill,Weak Skill,5000,True,structure_preserving_random_timing,20351335,0.6620675864827035,0.9696829864796271,random_luck,Random / Luck,random_luck,Random / Luck
cand_dual_momentum_trend_filter,Dual Momentum + Trend Filter,momentum,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,71,0,71,4.563380281690141,0.36992303474865085,0.23494328991361418,0.17627879237826607,0.4136545528814773,0.13497974483503666,0.3263103086737011,0.3287342531493701,67.14657068586283,random_luck,Random / Luck,5000,True,structure_preserving_random_timing,20373998,0.6855517785331823,0.9696829864796271,random_luck,Random / Luck,random_luck,Random / Luck
cand_trend_pullback_adx,Trend Pullback (ADX Confirmed),pullback,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,18,0,18,6.944444444444445,-0.18382520803193625,0.08898099723089421,0.05467395479550237,0.2611464203247444,-0.27280620526283045,-1.0446484578405737,0.8602279544091181,13.997200559888023,negative_skill,Negative Skill,5000,True,structure_preserving_random_timing,20337736,0.9453493916601295,0.9696829864796271,negative_skill,Negative Skill,negative_skill,Negative Skill
cand_trend_pullback_ema_rsi,Trend Pullback (EMA + RSI),pullback,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,19,0,19,4.0,-0.16535550855046585,0.0564418127812191,0.03202128417812554,0.20442077730426747,-0.22179732133168495,-1.0850038056628344,0.8778244351129774,12.2375524895021,negative_skill,Negative Skill,5000,True,structure_preserving_random_timing,20354496,0.9453493916601295,0.9696829864796271,negative_skill,Negative Skill,negative_skill,Negative Skill
cand_tsmom_12m_filter,TSMOM 12M + Trend Filter,time_series_momentum,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,25,0,25,10.24,0.4665439585753782,0.17300444689993263,0.12000578909709327,0.3652960915632511,0.29353951167544556,0.8035659796393391,0.1867626474705059,81.34373125374925,weak_skill,Weak Skill,5000,True,structure_preserving_random_timing,20329122,0.6620675864827035,0.9696829864796271,random_luck,Random / Luck,random_luck,Random / Luck
cand_ma_cross_50_200,50/200 Moving-Average Crossover,trend_following,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,2,0,2,10.0,0.08760002024591743,0.0266106883501883,0.011841426921473636,0.10328017850426714,0.060989331895729124,0.5905231069406922,0.241751649670066,75.84483103379324,random_luck,Random / Luck,5000,True,structure_preserving_random_timing,20321434,0.6769046190761847,0.9696829864796271,random_luck,Random / Luck,random_luck,Random / Luck
cand_vol_managed_momentum,Volatility-Managed Momentum,volatility_scaled_momentum,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,30,0,30,7.666666666666667,0.338396879617152,0.25521444068443855,0.2040722239911856,0.35749739975822203,0.08318243893271343,0.23267984323514043,0.35752849430113975,64.26714657068587,random_luck,Random / Luck,5000,True,structure_preserving_random_timing,20346606,0.6855517785331823,0.9696829864796271,random_luck,Random / Luck,random_luck,Random / Luck
cand_breakout_20_volume,20-Day Breakout + Volume Confirmation,breakout,False,ES=F,holdout,2021-05-20,2026-04-02,1226,10,0,10,16.3,0.12573171033320876,0.08864256921479398,0.0897058896017828,0.11710748271096325,0.037089141118414784,0.3167102584721737,0.3807238552289542,61.947610477904426,random_luck,Random / Luck,5000,True,structure_preserving_random_timing,20327628,0.8484303139372126,0.9696829864796271,random_luck,Random / Luck,random_luck,Random / Luck
cand_donchian_55_breakout,Donchian 55-Day Breakout,breakout,False,ES=F,holdout,2021-05-20,2026-04-02,1226,17,0,17,13.941176470588236,0.12453987050170603,0.1145330360418876,0.10923263234141928,0.13991246359255066,0.01000683445981844,0.07152210891632982,0.4539092181563687,54.62907418516296,random_luck,Random / Luck,5000,True,structure_preserving_random_timing,20335047,0.8484303139372126,0.9696829864796271,random_luck,Random / Luck,random_luck,Random / Luck
control_existing_validation,Control: Existing Validation Strategy,control,True,ES=F,holdout,2021-05-20,2026-04-02,1226,29,0,29,11.827586206896552,0.031212480950005738,0.1365179628083815,0.1290807823870409,0.16375835148011741,-0.10530548185837575,-0.6430541154486483,0.734253149370126,26.59468106378724,negative_skill,Negative Skill,5000,True,structure_preserving_random_timing,20345448,0.8484303139372126,0.9696829864796271,negative_skill,Negative Skill,negative_skill,Negative Skill
control_random_baseline,Control: Random Baseline,control,True,ES=F,holdout,2021-05-20,2026-04-02,1226,47,0,47,12.914893617021276,0.21617219617318126,0.24610241588212584,0.22995294327794868,0.20815174452462346,-0.029930219708944578,-0.14379038608251474,0.5288942211557689,47.13057388522295,random_luck,Random / Luck,5000,True,structure_preserving_random_timing,20328807,0.8484303139372126,0.9696829864796271,random_luck,Random / Luck,random_luck,Random / Luck
cand_hybrid_trend_breakout_pullback,Hybrid Trend + Breakout/Pullback,hybrid,False,ES=F,holdout,2021-05-20,2026-04-02,1226,35,0,35,13.571428571428571,0.05539336741650461,0.23954016701232753,0.22623879470776023,0.19580566650137754,-0.18414679959582292,-0.9404569483923868,0.8298340331933614,17.03659268146371,negative_skill,Negative Skill,5000,True,structure_preserving_random_timing,20381853,0.8484303139372126,0.9696829864796271,negative_skill,Negative Skill,negative_skill,Negative Skill
