agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,RCSI,RCSI_z,simulation_count,bh_adjusted_p_value,research_grade
connors_rsi2_pullback,0.4800886228897772,0.0674691245744754,0.0862131849474411,0.1980877432259581,96.40179910044976,0.39387543794233615,1.9883887388885217,2000,0.4012993503248375,False
uptrend_oversold_reversion,0.2020847291559094,0.0937738576831578,0.1085454772028424,0.2062963800499837,69.11544227886057,0.09353925195306699,0.4534216835525824,2000,0.8581820201010606,False
turn_of_month_seasonality,0.4505013057870101,0.3935774448778395,0.4501241477621922,0.4640654241713192,55.02248875562219,0.00037715802481791405,0.0008127259760655612,2000,0.8581820201010606,False
breakout_volume_momentum,0.4170926513235236,0.4034816632812654,0.4558068308466431,0.453563016396779,51.42428785607195,-0.03871417952311951,-0.085355679637804,2000,0.8581820201010606,False
mean_reversion_vol_filter,-0.0250216241602861,0.0253215939827902,0.0286272537232189,0.1008088462718579,29.83508245877061,-0.053648877883505,-0.5321842265591108,2000,0.8581820201010606,False
volatility_squeeze_breakout,0.1077930339693969,0.1667599560247089,0.177824909412527,0.2372203319762851,40.379810094952525,-0.07003187544313008,-0.2952186891388853,2000,0.8581820201010606,False
trend_pullback,0.6054344548426568,0.7050624275173183,0.7928947433374682,0.6105038167703694,42.92853573213393,-0.18746028849481144,-0.3070583399240589,2000,0.8581820201010606,False
random,2.7897500488552236,2.8988128312866133,3.322105229481456,2.121249933422087,48.02598700649675,-0.5323551806262325,-0.2509629686905472,2000,0.8581820201010606,False
trend_momentum_verification,0.8698033022699199,1.216009561046251,1.4044843523440629,1.022133832225993,33.83308345827086,-0.534681050074143,-0.5231027808850822,2000,0.8581820201010606,False
donchian_trend_reentry,0.1717599874838453,0.8207820654772299,0.9193704280874592,0.6911873439078181,12.193903048475764,-0.7476104406036139,-1.0816321322910694,2000,0.8785607196401799,False
adx_trend_following,0.4948066842987675,1.2003500599790435,1.3578852392436178,0.9860222250017836,16.69165417291354,-0.8630785549448503,-0.8753134899604206,2000,0.8785607196401799,False
