agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,p_value_interpretation,lower_5pct,upper_95pct,number_of_trades,transaction_cost,execution_cost_model,simulation_count,research_grade,reproducible,seed_used,null_model,bh_adjusted_p_value
trend_pullback,0.5674583126506714,0.4054005320918683,0.4580257713107729,0.4402238593881416,63.468265867066464,0.3658170914542729,0.4367360075778195,no evidence,-0.15330243794370538,1.2817226016336554,116,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.7578353680302706
breakout_volume_momentum,0.06406952251557033,0.1292082579828565,0.16776853227102426,0.3184328170958642,40.62968515742129,0.5942028985507246,0.22606523401751985,no evidence,-0.2862899038933103,0.7639911463885488,86,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.8170289855072463
mean_reversion_vol_filter,0.13282497573641036,0.02062541822841755,0.021032968397802256,0.09736632858796751,88.9055472263868,0.11144427786106946,0.9529422255880508,no evidence,-0.14669890302767494,0.17285331345593818,16,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.612943528235882
trend_momentum_verification,0.11534612610595456,0.6543307242191126,0.7434733879210742,0.6178753159236997,13.793103448275861,0.862568715642179,0.0642062972570206,no evidence,-0.09083210300106127,1.8535612379958926,77,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.8825587206396801
adx_trend_following,0.01917775503232315,0.5685558539791994,0.6481132386638053,0.5744018190982249,11.794102948525737,0.8825587206396801,0.05425638939466165,no evidence,-0.11678017164750809,1.7377606016493468,92,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.8825587206396801
uptrend_oversold_reversion,0.08796928389676816,0.06670629052675695,0.07315453601398124,0.18612273664815077,55.02248875562219,0.45027486256871563,0.3465222976571484,no evidence,-0.21346313406283735,0.3932851374710678,71,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.7578353680302706
volatility_squeeze_breakout,0.10383417213667187,0.09531376020540736,0.10141289717572399,0.1995380689798928,51.82408795602199,0.48225887056471767,0.3167197752924188,no evidence,-0.21537483598628748,0.4303492358031695,25,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.7578353680302706
connors_rsi2_pullback,0.4089681383967458,0.037663811034865616,0.04863528418410263,0.17591729404811238,96.65167416291854,0.03398300849575212,1.4687381759299751,strong evidence,-0.21494741004115012,0.3592293835347845,86,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.37381309345327335
donchian_trend_reentry,0.05135941774942754,0.4264915016764769,0.49668453906714344,0.47115966214941785,16.591704147926038,0.8345827086456772,0.07853061748862811,no evidence,-0.16254043948161834,1.3717039752820035,73,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.8825587206396801
turn_of_month_seasonality,0.5135687601006731,0.16084422918239558,0.21893620742634773,0.36341709597948063,80.85957021489256,0.191904047976012,0.7169158642686806,no evidence,-0.2739450372690812,0.8817754454727545,195,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.703648175912044
random,1.1401144771956941,0.9457320590976539,1.1308697502774605,0.946250292507635,58.620689655172406,0.4142928535732134,0.3826925580859379,no evidence,-0.0162087828022197,2.803553421596144,231,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.7578353680302706
