total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value,average_holding_period_days,stop_loss_exit_rate,take_profit_exit_rate
84,0.00046222534199661617,-0.00083037125106375,0.4166666666666667,0.011622471658913329,0.03976996938014758,0.010071941750103751,0.006401857806651338,0.00046222534199661606,4.095238095238095,0.30952380952380953,0.15476190476190477
