Date,Open,High,Low,Close,Volume,daily_return,ma_20,ma_50,ma_100,ma_200,std_20,price_std_20,avg_volume_20,volume_ratio_20,rsi_14,true_range,atr_14,atr_percent,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,bollinger_width,macd_line,macd_signal,macd_hist,rolling_high_20_prev,rolling_low_10_prev,rolling_low_5_prev,trailing_return_20,trailing_return_60,trailing_return_5,atr_percent_median_60,atr_percent_ratio_60,bollinger_width_median_60,bollinger_width_ratio_60,distance_from_ma_20,distance_from_ma_50,ma_50_over_ma_200,zscore_20
2018-05-27,1009.2000122070312,1009.7899780273438,982.27197265625,996.9240112304688,507305984,-0.015364224022562212,1277.056689453125,1202.1673950195313,1121.8127685546874,1467.03766998291,0.05425233721264026,199.846876991931,895422793.6,0.5665546908409637,36.33883592958424,30.2080078125,110.36722282065038,0.11070775864293603,1277.056689453125,199.846876991931,1676.750443436987,877.362935469263,0.6259608634210643,-83.2456826438115,-36.36428802912673,-46.88139461468477,1781.469970703125,958.8159790039062,958.8159790039062,-0.39770176375086863,0.15851344373547738,-0.1269297251680731,0.09364138722909342,1.1822524411357744,0.6261743720882738,0.9996590268194825,-0.21935806024603166,-0.1707277910209235,-0.1805476985239679,-1.4017365817228502
2018-05-28,996.6480102539062,1005.6500244140624,884.052001953125,892.1179809570312,566168000,-0.10512940714917585,1241.065591430664,1206.9046350097656,1115.2200482177734,1468.226744995117,0.0570979574340984,201.10933829527312,870694195.2,0.6502489658495428,32.23860593406401,121.59802246093739,111.1694227949566,0.12461291574428099,1241.065591430664,201.10933829527312,1643.2842680212102,838.8469148401177,0.6481827864180496,-96.65129368904877,-48.421689161111146,-48.229604527937624,1693.3499755859375,958.8159790039062,958.8159790039062,-0.4465563151324664,0.24899613905222684,-0.1128588677993827,0.09364138722909342,1.330746152226641,0.6296986316891968,1.029353969976508,-0.2811677423683757,-0.26082148077108613,-0.1779848452401135,-1.7351139108284481
2018-05-29,896.8499755859375,1003.510009765625,880.885009765625,987.6630249023438,688334016,0.10709911243220915,1208.5317443847657,1213.9173156738282,1110.2220788574218,1468.1279602050781,0.06363285940609266,186.2949579424503,841449897.6,0.8180332756154346,38.996320085001685,122.625,111.98767830960256,0.11338652504549865,1208.5317443847657,186.2949579424503,1581.1216602696663,835.9418284998651,0.6165993034375397,-98.4309991939358,-58.42355116767608,-40.00744802625972,1679.030029296875,884.052001953125,884.052001953125,-0.39715624015323125,0.4169956772618193,-0.07812216397250815,0.09364138722909342,1.2108590912701753,0.6296986316891968,0.9791974643227069,-0.18275789652084062,-0.18638360936955078,-0.17315292087737366,-1.1855861367469327
2018-05-30,990.0700073242188,1025.6400146484375,954.8889770507812,984.676025390625,591774976,-0.0030243103532341387,1181.3360473632813,1220.618515625,1104.7211389160157,1466.3490905761719,0.06294325240489296,177.0590616409955,817536646.4,0.7238513143182813,38.86582413398766,70.75103759765625,109.04220397303497,0.11073916817440282,1181.3360473632813,177.0590616409955,1535.4541706452724,827.2179240812902,0.5995214047220107,-98.94191373352646,-66.52722368084616,-32.4146900526803,1669.8299560546875,880.885009765625,880.885009765625,-0.3558272346356781,0.4369650827503162,-0.03206916621823752,0.09364138722909342,1.1825878647384807,0.6296986316891968,0.9520767150371054,-0.16647254810483225,-0.19329748583533823,-0.1675798597553717,-1.1107029493435565
2018-05-31,983.573974609375,1027.72998046875,975.4019775390624,995.343994140625,705260032,0.0108339885149209,1162.5162475585937,1227.1937951660157,1100.4872790527343,1464.3815106201173,0.06027666106483267,175.82006587576217,777136646.4,0.9075109702612012,39.64266971341891,52.328002929687614,104.99118961279588,0.1054823158936572,1162.5162475585937,175.82006587576217,1514.1563793101182,810.8761158070694,0.6049638144671193,-97.36365367213989,-72.69450967910491,-24.66914399303498,1556.6400146484375,880.885009765625,880.885009765625,-0.2743931056711696,0.5479039432372181,-0.01692476558419609,0.09364138722909342,1.126449735687864,0.6296986316891968,0.9607195950930921,-0.1438020791271073,-0.18892680352415392,-0.16197125799113676,-0.9508144169169851
2018-06-01,995.6610107421876,1010.3400268554688,979.8259887695312,1002.9199829101562,538528000,0.007611427621133426,1139.0422454833983,1232.5625549316405,1097.431879272461,1462.6261605834961,0.05712666968808691,163.81030925343885,730990547.2,0.7367099370337794,40.22359820501453,30.5140380859375,99.67139307516314,0.09938120166471139,1139.0422454833983,163.81030925343885,1466.662863990276,811.4216269765207,0.5752563081939752,-94.4132154467361,-77.03825083263115,-17.374964614104954,1507.8800048828125,880.885009765625,880.885009765625,-0.3188535952997791,0.5132179002369768,0.006014472128409221,0.09364138722909342,1.061295700602721,0.6296986316891968,0.9135422553655906,-0.11950589463472727,-0.1863131174175744,-0.15729487947902876,-0.8309749440900008
2018-06-02,1003.3300170898438,1093.8599853515625,996.5889892578124,1084.780029296875,689121024,0.0816217123814671,1118.6252471923829,1239.4921154785156,1096.084779663086,1461.682410583496,0.06076705599808944,142.4627332479592,719365196.8,0.9579571364662384,46.24414300660183,97.27099609375011,99.49993614791936,0.09172360613276824,1118.6252471923829,142.4627332479592,1403.5507136883011,833.6997806964645,0.5094207684138143,-84.49553831681828,-78.52970832946858,-5.965829987349707,1507.8800048828125,880.885009765625,880.885009765625,-0.2734810110076009,0.5216910094211431,0.21596027930427208,0.09191715541083299,0.9978943073553608,0.6296986316891968,0.8089913853667884,-0.0302560826160998,-0.12481893531199495,-0.15200996707368408,-0.23757243121679822
2018-06-03,1083.1300048828125,1190.5699462890625,1074.8199462890625,1170.4000244140625,842262016,0.07892843968807584,1105.5607513427735,1248.1204162597655,1095.0816802978516,1461.4724105834962,0.06365170800349405,123.92943779559128,703542796.8,1.1971723963786591,51.721235401716356,115.75,100.66065499449655,0.08600534252798765,1105.5607513427735,123.92943779559128,1353.4196269339561,857.7018757515909,0.4483858083604041,-68.93228125905239,-76.61022291538534,7.677941656332948,1501.6400146484375,880.885009765625,880.885009765625,-0.18250454196495958,0.8028454480061773,0.18501958148102893,0.0896375236786822,0.9594792336776884,0.6261743720882738,0.7160717978045799,0.058648313077809267,-0.062269946740080795,-0.14598427775899603,0.5231950876613723
2018-06-04,1170.780029296875,1206.530029296875,1086.8499755859375,1105.800048828125,910656000,-0.05519478318387616,1093.6817535400392,1254.6198974609374,1094.2069805908204,1462.497530822754,0.06339329731800782,111.30812171167568,702107696.0,1.2970317875564208,47.76673458941651,119.6800537109375,102.01918347424234,0.09225825553395253,1093.6817535400392,111.30812171167568,1316.2979969633905,871.0655101166878,0.4070951036767049,-61.10656758521873,-73.50949184935202,12.40292426413329,1456.3499755859375,880.885009765625,954.8889770507812,-0.1768523836823166,0.7116535181929629,0.1230090103894319,0.0896375236786822,1.0292369952640001,0.621280083429302,0.6552521391473672,0.011080275636730086,-0.11861747843628945,-0.14213879270269358,0.10887161782745901
2018-06-05,1110.0699462890625,1158.72998046875,1064.719970703125,1152.8900146484375,727427008,0.042584521379083196,1087.2952545166015,1262.3482373046875,1093.9548809814453,1462.3345809936523,0.06363040078128036,103.81086739923249,692820147.2,1.049950713673472,50.72431238691649,94.010009765625,101.44709963791253,0.08799373604501885,1087.2952545166015,103.81086739923249,1294.9169893150665,879.6735197181365,0.3819049773941507,-50.52247478289996,-68.91208843606161,18.389613653161646,1359.3599853515625,880.885009765625,975.4019775390624,-0.09974073570283559,0.8886645829208837,0.15828298702283017,0.08777258863480751,1.0025195498235955,0.6107815589523296,0.6252726065423951,0.06032837893787968,-0.08671000554487285,-0.1367582674226815,0.6318679515466696
