start_date,end_date,first_close,last_close,buy_hold_return,annualized_sharpe,max_drawdown,number_of_periods,transaction_cost
2021-07-16,2026-04-01,21.3700008392334,147.94500732421875,5.91976917938582,0.9480296778269647,-0.7914494298042014,1183,0.00047
