total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value,average_holding_period_days,stop_loss_exit_rate,take_profit_exit_rate
72,0.014521561023937566,0.0068409417899164505,0.5555555555555556,0.05716810219252269,0.25401509700346353,0.0551020450249986,0.03620404397738872,0.014521561023937573,6.138888888888889,0.375,0.5277777777777778
