agent,outer_run,seed_used,actual_cumulative_return,annualized_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,RCSI,RCSI_z,significant_run,outperform_null_median,lower_5pct,upper_95pct,number_of_trades,transaction_cost,simulations_per_run,null_model
trend_pullback,1,101,0.1159631882083663,0.0431449216468248,0.3125087851104143,0.04852028401532157,-0.22007249846973542,0.19295853561064408,0.2564401827257683,0.3802140776920005,40.400000000000006,0.596,0.22475374025976358,-0.14047699451740198,-0.36946815691342705,0,0,-0.2811265552415209,0.9540922306540865,111,0.00047,250,random_timing_matched_duration
breakout_volume_momentum,1,101,0.9897647507970523,0.2902188507818643,1.4159267654530967,0.19854660104637037,-0.12444834544577632,0.2387092110351916,0.2852991738769219,0.39808110500036603,92.80000000000001,0.072,1.1426675035687315,0.7044655769201305,1.7696533899027505,0,1,-0.25831987368168546,1.1076295158804217,129,0.00047,250,random_timing_matched_duration
mean_reversion_vol_filter,1,101,-0.10025693875355804,-0.046200332215488304,-0.7107024077581873,-0.3171115006467753,-0.12952741121791123,0.022762767842851056,0.020060091642616136,0.07162445561431002,5.2,0.948,0.023191662661933767,-0.12031703039617417,-1.679831691064689,0,0,-0.09981375287814381,0.12730556865671358,14,0.00047,250,random_timing_matched_duration
volatility_managed_tsmom,1,101,0.2748518525177447,0.0971203935794226,0.778547081711327,0.13246500123914817,-0.13657962286921554,0.21699810863017424,0.2670019387880138,0.3096054095003951,56.8,0.432,0.3645162531850879,0.007849913729730873,0.025354575497883395,0,1,-0.14106046821777807,0.7888734902608884,105,0.00047,250,random_timing_matched_duration
momentum_relative_strength,1,101,-0.07998102467900955,-0.030224708039805544,0.08117270870159395,0.005662619889870909,-0.4160651825640721,0.14813884945155906,0.25017263505628773,0.4984277382117604,26.8,0.732,0.13548891894160814,-0.3301536597352973,-0.6623902211377917,0,0,-0.4045316200315206,1.0756654953110178,364,0.00047,250,random_peer_rotation_matched_duration
random,1,101,0.1780731383700105,0.06530325690115077,0.3739747669279015,0.062158279737068174,-0.2999078409760696,0.3782705634612104,0.46183640342008603,0.546343504576454,32.0,0.68,0.16749108729376366,-0.28376326505007554,-0.5193861786094803,0,0,-0.22186193158555853,1.5528284700635284,97,0.00047,250,random_timing_matched_duration
trend_pullback,2,102,0.1159631882083663,0.0431449216468248,0.3125087851104143,0.04852028401532157,-0.22007249846973542,0.1932877044146691,0.24473613034694858,0.34898547670744146,39.2,0.608,0.21609642072726507,-0.12877294213858226,-0.36899226682299474,0,0,-0.26461258359401424,0.8990648371036244,111,0.00047,250,random_timing_matched_duration
breakout_volume_momentum,2,102,0.9897647507970523,0.2902188507818643,1.4159267654530967,0.19854660104637037,-0.12444834544577632,0.24412392269287464,0.27398364107603923,0.40022862010460003,94.39999999999999,0.056,1.2518119729937995,0.715781109721013,1.7884305963275269,0,1,-0.30644072187012394,1.043112792068161,129,0.00047,250,random_timing_matched_duration
mean_reversion_vol_filter,2,102,-0.10025693875355804,-0.046200332215488304,-0.7107024077581873,-0.3171115006467753,-0.12952741121791123,0.009852581954860475,0.013948550041559617,0.0751824626505515,5.2,0.948,0.023191662661933767,-0.11420548879511766,-1.5190442660271108,0,0,-0.09926210666301957,0.14596458656467284,14,0.00047,250,random_timing_matched_duration
volatility_managed_tsmom,2,102,0.2748518525177447,0.0971203935794226,0.778547081711327,0.13246500123914817,-0.13657962286921554,0.25074969354812304,0.26728134304295537,0.2576818712162848,53.2,0.468,0.32975414692587596,0.007570509474789322,0.029379286323309217,0,1,-0.11984629952903181,0.7176416512340797,105,0.00047,250,random_timing_matched_duration
momentum_relative_strength,2,102,-0.07998102467900955,-0.030224708039805544,0.08117270870159395,0.005662619889870909,-0.4160651825640721,0.1633021524809598,0.29571946482447914,0.6340535854154792,25.2,0.748,0.12609840213553863,-0.37570048950348867,-0.5925374418588008,0,0,-0.38000740198225674,1.324135090003051,364,0.00047,250,random_peer_rotation_matched_duration
random,2,102,0.09109814754724554,0.033348888955190815,0.2522850718102468,0.04137303776834215,-0.457542513007721,0.3495314720898521,0.4265184584115383,0.4855288915792174,25.2,0.748,0.12609840213553863,-0.33542031086429275,-0.690834915659322,0,0,-0.2680579564641225,1.2369804625741432,105,0.00047,250,random_timing_matched_duration
trend_pullback,3,103,0.1159631882083663,0.0431449216468248,0.3125087851104143,0.04852028401532157,-0.22007249846973542,0.23834435954387942,0.28390204426316895,0.39953443122269483,37.2,0.628,0.20204035626280387,-0.16793885605480263,-0.4203363788719273,0,0,-0.24741038940330978,0.97447019360351,111,0.00047,250,random_timing_matched_duration
breakout_volume_momentum,3,103,0.9897647507970523,0.2902188507818643,1.4159267654530967,0.19854660104637037,-0.12444834544577632,0.28396549953920647,0.33210435003630406,0.41136356464100987,92.4,0.076,1.1191864077192086,0.6576604007607483,1.5987327446821342,0,1,-0.24639119536185808,1.134147948924345,129,0.00047,250,random_timing_matched_duration
mean_reversion_vol_filter,3,103,-0.10025693875355804,-0.046200332215488304,-0.7107024077581873,-0.3171115006467753,-0.12952741121791123,0.012522967425760055,0.013415827561271784,0.07092980626950593,5.2,0.948,0.023191662661933767,-0.11367276631482982,-1.6026092878770473,0,0,-0.09920862254435212,0.12571321575176678,14,0.00047,250,random_timing_matched_duration
volatility_managed_tsmom,3,103,0.2748518525177447,0.0971203935794226,0.778547081711327,0.13246500123914817,-0.13657962286921554,0.22538857497423476,0.27138065674311973,0.2503353533566943,53.6,0.464,0.3334820194451191,0.0034711957746249578,0.013866182814694051,0,1,-0.07945535812096917,0.6861007654844309,105,0.00047,250,random_timing_matched_duration
momentum_relative_strength,3,103,-0.07998102467900955,-0.030224708039805544,0.08117270870159395,0.005662619889870909,-0.4160651825640721,0.2145974667227234,0.3004971632027217,0.5646431778795918,24.4,0.756,0.12147820449879346,-0.38047818788173127,-0.6738382801516233,0,0,-0.40698718708397974,1.32370806315014,364,0.00047,250,random_peer_rotation_matched_duration
random,3,103,0.22991187004626856,0.07948090185867282,0.44188060748977565,0.07589004850836215,-0.24757841755643506,0.3527471906680973,0.4169845021595042,0.49155087537082215,39.2,0.608,0.21609642072726507,-0.18707263211323566,-0.38057633804864965,0,0,-0.2539398825629474,1.2759994902775682,101,0.00047,250,random_timing_matched_duration
trend_pullback,4,104,0.1159631882083663,0.0431449216468248,0.3125087851104143,0.04852028401532157,-0.22007249846973542,0.236094549868974,0.2457279339332039,0.34806072073309857,34.8,0.652,0.1857524042680798,-0.1297647457248376,-0.3728221485363882,0,0,-0.26360044839105223,0.8907999165507926,111,0.00047,250,random_timing_matched_duration
breakout_volume_momentum,4,104,0.9897647507970523,0.2902188507818643,1.4159267654530967,0.19854660104637037,-0.12444834544577632,0.2849057377292115,0.35810157408810356,0.444983028176766,92.4,0.076,1.1191864077192086,0.6316631767089487,1.4195219518754891,0,1,-0.1930564462269724,1.269205618622016,129,0.00047,250,random_timing_matched_duration
mean_reversion_vol_filter,4,104,-0.10025693875355804,-0.046200332215488304,-0.7107024077581873,-0.3171115006467753,-0.12952741121791123,0.014286106457828197,0.01857372682509656,0.07598831402488043,6.800000000000001,0.932,0.030584087646018613,-0.1188306655786546,-1.5638018437906982,0,0,-0.10551037456355879,0.15670161390685372,14,0.00047,250,random_timing_matched_duration
volatility_managed_tsmom,4,104,0.2748518525177447,0.0971203935794226,0.778547081711327,0.13246500123914817,-0.13657962286921554,0.2182661847466863,0.24318922567066006,0.27038252678718594,57.99999999999999,0.42,0.37675070960209955,0.031662626847084624,0.11710308067357403,0,1,-0.12453606095980645,0.7363092321662374,105,0.00047,250,random_timing_matched_duration
momentum_relative_strength,4,104,-0.07998102467900955,-0.030224708039805544,0.08117270870159395,0.005662619889870909,-0.4160651825640721,0.17033850828742247,0.2710137122437247,0.5364525945034271,28.4,0.716,0.14508697769214446,-0.3509947369227343,-0.654288450683394,0,0,-0.4590470111177173,1.3361130072431382,364,0.00047,250,random_peer_rotation_matched_duration
