params,adx_min,ret63_min,ret126_min,stop_mult,trail_mult,time_stop,vol_cap,train_trades,train_z,train_p,train_pct,val_trades,val_z,val_p,val_pct,gate_pass,score
12_0.01_0.03_3.0_2.6_125_1.3,12,0.01,0.03,3.0,2.6,125,1.3,115,0.9704178021375908,0.17679558011049723,82.87292817679558,43,-0.19934916874833736,0.5580110497237569,44.751381215469614,False,0.4036653184721263
20_0.0_0.03_3.0_2.6_125_1.5,20,0.0,0.03,3.0,2.6,125,1.5,76,0.512407741272439,0.2983425414364641,70.71823204419888,25,0.23481986924976367,0.40331491712707185,60.22099447513812,False,0.39639888124043465
12_0.01_0.03_3.0_2.6_75_1.3,12,0.01,0.03,3.0,2.6,75,1.3,115,0.9522755836438354,0.16022099447513813,84.5303867403315,43,-0.19677082859619086,0.5580110497237569,44.751381215469614,False,0.39638873294819693
20_0.01_0.03_3.0_2.6_125_1.5,20,0.01,0.03,3.0,2.6,125,1.5,73,0.5455983803660621,0.23204419889502761,77.34806629834254,23,0.1562908855909643,0.4143646408839779,59.11602209944752,False,0.3786848460675236
12_0.0_0.03_2.0_2.6_75_1.5,12,0.0,0.03,2.0,2.6,75,1.5,126,0.48778555770450244,0.2541436464088398,75.13812154696133,47,0.2011475141863011,0.39226519337016574,61.32596685082873,False,0.3657286520013008
12_0.0_0.03_2.0_2.6_125_1.5,12,0.0,0.03,2.0,2.6,125,1.5,126,0.4016881810142175,0.292817679558011,71.27071823204419,47,0.26887029526943385,0.3259668508287293,67.95580110497238,False,0.36116621109028124
12_0.0_0.03_2.0_2.6_75_1.3,12,0.0,0.03,2.0,2.6,75,1.3,126,0.5420988002009254,0.2430939226519337,76.24309392265194,47,0.1586376639046298,0.43646408839779005,56.9060773480663,False,0.3609574585806933
12_0.01_0.03_2.0_2.6_75_1.1,12,0.01,0.03,2.0,2.6,75,1.1,118,0.7742302998077287,0.22099447513812154,78.45303867403315,43,-0.06382508278931187,0.48066298342541436,52.48618784530387,False,0.3595764877366489
12_0.0_0.0_3.0_2.6_75_1.5,12,0.0,0.0,3.0,2.6,75,1.5,134,0.27073087124636386,0.3370165745856354,66.85082872928176,52,0.43291984852231463,0.35359116022099446,65.19337016574586,False,0.3583468523653636
12_0.0_0.0_2.0_2.6_75_1.5,12,0.0,0.0,2.0,2.6,75,1.5,136,0.182781910371751,0.3812154696132597,62.430939226519335,52,0.5075979973497083,0.287292817679558,71.8232044198895,False,0.3561257640750506
20_0.0_0.03_3.0_2.6_100_1.3,20,0.0,0.03,3.0,2.6,100,1.3,76,0.33959111273064196,0.30386740331491713,70.1657458563536,25,0.32502000550377114,0.3314917127071823,67.40331491712708,False,0.34693156022336336
20_0.0_0.03_3.0_2.6_75_1.5,20,0.0,0.03,3.0,2.6,75,1.5,76,0.4181794047430769,0.3259668508287293,67.95580110497238,25,0.27344256438563935,0.36464088397790057,64.08839779005525,False,0.3463181017254013
12_0.0_0.0_2.0_2.6_125_1.3,12,0.0,0.0,2.0,2.6,125,1.3,136,0.21161021729333346,0.3812154696132597,62.430939226519335,52,0.4637571316331328,0.30939226519337015,69.61325966850829,False,0.3300634815231513
12_0.01_0.0_3.0_2.6_125_1.1,12,0.01,0.0,3.0,2.6,125,1.1,124,0.555262558446235,0.30386740331491713,70.1657458563536,48,0.13430296618861137,0.4198895027624309,58.5635359116022,False,0.3276870715961723
12_0.01_0.03_3.0_2.6_125_1.1,12,0.01,0.03,3.0,2.6,125,1.1,115,0.8398808577222986,0.20994475138121546,79.55801104972376,43,-0.1254776582606113,0.56353591160221,44.19889502762431,False,0.32766286796997457
12_0.01_0.0_3.0_2.6_125_1.5,12,0.01,0.0,3.0,2.6,125,1.5,124,0.4405191609784977,0.281767955801105,72.37569060773481,48,0.21929325603868516,0.39226519337016574,61.32596685082873,False,0.32279584243154746
20_0.0_0.03_3.0_2.6_100_1.5,20,0.0,0.03,3.0,2.6,100,1.5,76,0.5055649369686727,0.27624309392265195,72.92817679558011,25,0.16126233299813628,0.4143646408839779,59.11602209944752,False,0.32152340256349404
12_0.01_0.0_3.0_2.6_75_1.3,12,0.01,0.0,3.0,2.6,75,1.3,124,0.5167698343225532,0.3149171270718232,69.06077348066299,48,0.16123882035384282,0.425414364640884,58.011049723756905,False,0.30784290882004245
12_0.0_0.0_2.0_2.6_100_1.3,12,0.0,0.0,2.0,2.6,100,1.3,136,0.21886441771994944,0.35359116022099446,65.19337016574586,52,0.40609831028143945,0.30386740331491713,70.1657458563536,False,0.29623344623343306
12_0.0_0.03_3.0_2.6_100_1.5,12,0.0,0.03,3.0,2.6,100,1.5,123,0.5785230234680552,0.24861878453038674,75.69060773480662,47,0.049756244881285834,0.430939226519337,57.4585635359116,False,0.2885002628244791
12_0.01_0.0_2.0_2.6_100_1.3,12,0.01,0.0,2.0,2.6,100,1.3,126,0.2408262616602857,0.3812154696132597,62.430939226519335,48,0.39698392028799095,0.32044198895027626,68.50828729281768,False,0.28698145266650865
12_0.0_0.0_2.5_2.6_75_1.1,12,0.0,0.0,2.5,2.6,75,1.1,135,0.21326443345711274,0.39779005524861877,60.773480662983424,52,0.4171982857835928,0.3149171270718232,69.06077348066299,False,0.27410912808048454
12_0.0_0.0_3.0_2.6_75_1.1,12,0.0,0.0,3.0,2.6,75,1.1,134,0.20722248670271198,0.3867403314917127,61.87845303867403,52,0.4313735697671479,0.3425414364640884,66.29834254143645,False,0.2739551724919593
20_0.01_0.03_3.0_2.6_100_1.1,20,0.01,0.03,3.0,2.6,100,1.1,73,0.502965297610259,0.26519337016574585,74.03314917127072,23,0.13648062334481095,0.4972375690607735,50.82872928176796,False,0.2582304513418102
20_0.0_0.03_3.0_2.6_75_1.3,20,0.0,0.03,3.0,2.6,75,1.3,76,0.46283675184335227,0.27624309392265195,72.92817679558011,25,0.15492153025237995,0.44751381215469616,55.80110497237569,False,0.2558798290570582
12_0.0_0.03_3.0_2.6_125_1.5,12,0.0,0.03,3.0,2.6,125,1.5,123,0.5929153179820308,0.27624309392265195,72.92817679558011,47,0.03408529535466276,0.4696132596685083,53.591160220994475,False,0.25407243654111344
20_0.01_0.03_3.0_2.6_100_1.3,20,0.01,0.03,3.0,2.6,100,1.3,73,0.4192135422299324,0.2983425414364641,70.71823204419888,23,0.19881253123885576,0.430939226519337,57.4585635359116,False,0.25338518949088756
12_0.01_0.0_2.0_2.6_125_1.5,12,0.01,0.0,2.0,2.6,125,1.5,126,0.2653108233004086,0.3756906077348066,62.98342541436463,48,0.3643807956303139,0.39226519337016574,61.32596685082873,False,0.2457137183782363
12_0.0_0.0_3.0_2.6_100_1.3,12,0.0,0.0,3.0,2.6,100,1.3,134,0.2291008362019873,0.36464088397790057,64.08839779005525,52,0.3649074360370926,0.3370165745856354,66.85082872928176,False,0.2431795429573118
12_0.01_0.03_2.0_2.6_75_1.3,12,0.01,0.03,2.0,2.6,75,1.3,118,0.5872095939697235,0.22099447513812154,78.45303867403315,43,-0.0021223597931052923,0.47513812154696133,53.03867403314917,False,0.2370209358340768
12_0.0_0.0_2.0_2.6_125_1.1,12,0.0,0.0,2.0,2.6,125,1.1,136,0.21331769354064367,0.3756906077348066,62.98342541436463,52,0.3606466319498037,0.2983425414364641,70.71823204419888,False,0.23694775090481202
12_0.01_0.0_2.0_2.6_75_1.1,12,0.01,0.0,2.0,2.6,75,1.1,126,0.2934756133921748,0.3425414364640884,66.29834254143645,48,0.28323443875835635,0.3370165745856354,66.85082872928176,False,0.23693104662566927
12_0.01_0.03_3.0_2.6_75_1.5,12,0.01,0.03,3.0,2.6,75,1.5,115,0.7230193490632006,0.1878453038674033,81.76795580110497,43,-0.14013470523791952,0.5359116022099447,46.96132596685083,False,0.22100619078660716
20_0.01_0.03_3.0_2.6_125_1.1,20,0.01,0.03,3.0,2.6,125,1.1,73,0.5887440821564413,0.2596685082872928,74.58563535911603,23,-0.007707194060646445,0.46408839779005523,54.14364640883977,False,0.21915843505712074
12_0.0_0.0_3.0_2.6_125_1.5,12,0.0,0.0,3.0,2.6,125,1.5,134,0.17977675207266178,0.3701657458563536,63.53591160220995,52,0.3902278129361415,0.3425414364640884,66.29834254143645,False,0.21365097384858223
16_0.0_0.03_3.0_2.6_75_1.1,16,0.0,0.03,3.0,2.6,75,1.1,108,0.5834355263158544,0.2541436464088398,75.13812154696133,32,-0.002876828154027507,0.4861878453038674,51.93370165745856,False,0.21039295230547334
12_0.0_0.03_3.0_2.6_75_1.3,12,0.0,0.03,3.0,2.6,75,1.3,123,0.5961781330913004,0.2596685082872928,74.58563535911603,47,-0.01107727740352161,0.5138121546961326,49.171270718232044,False,0.1983605241960661
20_0.01_0.03_3.0_2.6_75_1.1,20,0.01,0.03,3.0,2.6,75,1.1,73,0.6048565750305014,0.2430939226519337,76.24309392265194,23,-0.02893109247487355,0.5138121546961326,49.171270718232044,False,0.19747244388159468
16_0.0_0.03_2.0_2.6_100_1.1,16,0.0,0.03,2.0,2.6,100,1.1,111,0.4717897249596546,0.26519337016574585,74.03314917127072,32,0.07583673838025237,0.47513812154696133,53.03867403314917,False,0.17746071748355335
12_0.0_0.03_2.0_2.6_125_1.3,12,0.0,0.03,2.0,2.6,125,1.3,126,0.3939593796584849,0.3259668508287293,67.95580110497238,47,0.15069516270788264,0.4088397790055249,59.66850828729282,False,0.1772512274492405
16_0.01_0.0_3.0_2.6_125_1.1,16,0.01,0.0,3.0,2.6,125,1.1,107,0.3706203337423386,0.281767955801105,72.37569060773481,34,0.14832084462086761,0.40331491712707185,60.22099447513812,False,0.17639974189911778
16_0.01_0.03_3.0_2.6_100_1.3,16,0.01,0.03,3.0,2.6,100,1.3,101,0.5775664201081234,0.24861878453038674,75.69060773480662,30,-0.01982521571204641,0.5193370165745856,48.61878453038674,False,0.1737633038435908
12_0.01_0.03_2.0_2.6_75_1.5,12,0.01,0.03,2.0,2.6,75,1.5,118,0.6016058918336886,0.2430939226519337,76.24309392265194,43,-0.042029002108137384,0.5303867403314917,47.51381215469613,False,0.17283655823383848
12_0.01_0.03_2.0_2.6_125_1.3,12,0.01,0.03,2.0,2.6,125,1.3,118,0.6264193606812581,0.2541436464088398,75.13812154696133,43,-0.06194891089324043,0.5303867403314917,47.51381215469613,False,0.172205256417852
12_0.0_0.0_3.0_2.6_75_1.3,12,0.0,0.0,3.0,2.6,75,1.3,134,0.14237852540822415,0.40331491712707185,60.22099447513812,52,0.39091200745279236,0.32044198895027626,68.50828729281768,False,0.1714120798223424
20_0.0_0.03_2.5_2.6_75_1.1,20,0.0,0.03,2.5,2.6,75,1.1,78,0.32110322964593485,0.34806629834254144,65.74585635359117,25,0.2065330885492781,0.36464088397790057,64.08839779005525,False,0.17128272703499192
12_0.01_0.03_3.0_2.6_125_1.5,12,0.01,0.03,3.0,2.6,125,1.5,115,0.7120715232771752,0.2154696132596685,79.00552486187846,43,-0.16236642354112854,0.5469613259668509,45.85635359116022,False,0.16848963012278695
20_0.0_0.03_3.0_2.6_125_1.3,20,0.0,0.03,3.0,2.6,125,1.3,76,0.3295840885924952,0.30386740331491713,70.1657458563536,25,0.18350722561161475,0.39226519337016574,61.32596685082873,False,0.1650250158615686
12_0.0_0.03_2.5_2.6_125_1.1,12,0.0,0.03,2.5,2.6,125,1.1,124,0.48318334656882855,0.292817679558011,71.27071823204419,47,0.04535405102376955,0.43646408839779005,56.9060773480663,False,0.1638965136146976
12_0.0_0.0_2.0_2.6_100_1.1,12,0.0,0.0,2.0,2.6,100,1.1,136,0.2145016841901418,0.39779005524861877,60.773480662983424,52,0.32038198453102323,0.35359116022099446,65.19337016574586,False,0.15919306098635838
16_0.0_0.03_2.0_2.6_75_1.3,16,0.0,0.03,2.0,2.6,75,1.3,111,0.4619566341331568,0.2983425414364641,70.71823204419888,32,0.05192268999825644,0.4198895027624309,58.5635359116022,False,0.15476330203196575
12_0.01_0.03_2.0_2.6_100_1.5,12,0.01,0.03,2.0,2.6,100,1.5,118,0.5353032071038456,0.2596685082872928,74.58563535911603,43,-0.03273590885805858,0.43646408839779005,56.9060773480663,False,0.15450099990324562
12_0.01_0.0_2.5_2.6_100_1.1,12,0.01,0.0,2.5,2.6,100,1.1,125,0.30352740884800344,0.3425414364640884,66.29834254143645,48,0.20711321676548436,0.3756906077348066,62.98342541436463,False,0.1515246035140403
20_0.0_0.0_3.0_2.6_100_1.5,20,0.0,0.0,3.0,2.6,100,1.5,82,0.22931634410015345,0.3867403314917127,61.87845303867403,26,0.2895528372347775,0.36464088397790057,64.08839779005525,False,0.1431785736001242
12_0.01_0.0_2.5_2.6_100_1.3,12,0.01,0.0,2.5,2.6,100,1.3,125,0.2272016789781685,0.36464088397790057,64.08839779005525,48,0.2794838542870466,0.36464088397790057,64.08839779005525,False,0.14204464928731458
12_0.01_0.0_3.0_2.6_75_1.5,12,0.01,0.0,3.0,2.6,75,1.5,124,0.314081784610993,0.3259668508287293,67.95580110497238,48,0.18666663917298584,0.39779005524861877,60.773480662983424,False,0.13886997074530483
12_0.0_0.0_3.0_2.6_100_1.5,12,0.0,0.0,3.0,2.6,100,1.5,134,0.11250123743939314,0.39779005524861877,60.773480662983424,52,0.3929217131438575,0.3425414364640884,66.29834254143645,False,0.135257204726897
12_0.0_0.0_3.0_2.6_100_1.1,12,0.0,0.0,3.0,2.6,100,1.1,134,0.1504904395457102,0.4143646408839779,59.11602209944752,52,0.36995226003849785,0.35911602209944754,64.64088397790056,False,0.13370236809249536
12_0.01_0.03_3.0_2.6_75_1.1,12,0.01,0.03,3.0,2.6,75,1.1,115,0.6804689572022338,0.2430939226519337,76.24309392265194,43,-0.16189219256225224,0.5303867403314917,47.51381215469613,False,0.13183643314826876
12_0.01_0.0_2.0_2.6_100_1.1,12,0.01,0.0,2.0,2.6,100,1.1,126,0.29737872823006883,0.3259668508287293,67.95580110497238,48,0.20150954703376006,0.4088397790055249,59.66850828729282,False,0.13148496034670182
12_0.0_0.03_2.0_2.6_100_1.5,12,0.0,0.03,2.0,2.6,100,1.5,126,0.4377599338724715,0.2596685082872928,74.58563535911603,47,0.06290174411813637,0.48066298342541436,52.48618784530387,False,0.1304959321342543
12_0.01_0.0_2.5_2.6_125_1.1,12,0.01,0.0,2.5,2.6,125,1.1,125,0.168585018514334,0.40331491712707185,60.22099447513812,48,0.32713192010905634,0.3314917127071823,67.40331491712708,False,0.12831362370626326
12_0.0_0.03_2.5_2.6_75_1.1,12,0.0,0.03,2.5,2.6,75,1.1,124,0.4684467455767925,0.30939226519337015,69.61325966850829,47,0.038432341258111735,0.4585635359116022,54.69613259668509,False,0.12290118628241808
12_0.01_0.03_2.0_2.6_100_1.1,12,0.01,0.03,2.0,2.6,100,1.1,118,0.6981888981654265,0.2596685082872928,74.58563535911603,43,-0.15880001363884466,0.5911602209944752,41.43646408839779,False,0.11397451988569784
12_0.0_0.0_3.0_2.6_125_1.1,12,0.0,0.0,3.0,2.6,125,1.1,134,0.14513639448480978,0.39779005524861877,60.773480662983424,52,0.34674538775987807,0.36464088397790057,64.08839779005525,False,0.11066631263142812
12_0.01_0.0_2.0_2.6_125_1.1,12,0.01,0.0,2.0,2.6,125,1.1,126,0.2544208938218347,0.39226519337016574,61.32596685082873,48,0.25346953925026183,0.4088397790055249,59.66850828729282,False,0.10733794688425125
20_0.0_0.03_3.0_2.6_100_1.1,20,0.0,0.03,3.0,2.6,100,1.1,76,0.427682517670349,0.3149171270718232,69.06077348066299,25,0.05325960821358761,0.43646408839779005,56.9060773480663,False,0.10525151814912997
12_0.0_0.0_3.0_2.6_125_1.3,12,0.0,0.0,3.0,2.6,125,1.3,134,0.14782663363326304,0.40331491712707185,60.22099447513812,52,0.32864227650692285,0.34806629834254144,65.74585635359117,False,0.10077830240537922
16_0.0_0.03_3.0_2.6_75_1.3,16,0.0,0.03,3.0,2.6,75,1.3,108,0.3789466465342978,0.3149171270718232,69.06077348066299,32,0.09982080463079446,0.4419889502762431,56.353591160220994,False,0.10031441249105916
12_0.01_0.03_3.0_2.6_100_1.3,12,0.01,0.03,3.0,2.6,100,1.3,115,0.7270589495867261,0.2265193370165746,77.90055248618785,43,-0.2289252137029954,0.574585635359116,43.0939226519337,False,0.09758124969588544
16_0.0_0.03_3.0_3.0_75_1.5,16,0.0,0.03,3.0,3.0,75,1.5,95,0.5075415782703818,0.27071823204419887,73.48066298342542,32,-0.04716496389447368,0.47513812154696133,53.03867403314917,False,0.08744843758032805
12_0.01_0.03_2.5_2.6_75_1.5,12,0.01,0.03,2.5,2.6,75,1.5,116,0.6200683869542328,0.2265193370165746,77.90055248618785,43,-0.1424445397373409,0.5580110497237569,44.751381215469614,False,0.0853586538467262
16_0.0_0.03_3.0_2.6_100_1.1,16,0.0,0.03,3.0,2.6,100,1.1,108,0.5477343612574319,0.281767955801105,72.37569060773481,32,-0.07811432583259245,0.49171270718232046,51.38121546961326,False,0.08287970393312671
16_0.0_0.03_3.0_3.0_100_1.1,16,0.0,0.03,3.0,3.0,100,1.1,95,0.49708565882075195,0.287292817679558,71.8232044198895,32,-0.013367487721817015,0.5193370165745856,48.61878453038674,False,0.08040325397186315
12_0.01_0.03_3.0_2.6_100_1.1,12,0.01,0.03,3.0,2.6,100,1.1,115,0.7330092226389134,0.2265193370165746,77.90055248618785,43,-0.24469211326857676,0.5911602209944752,41.43646408839779,False,0.0794773303648118
12_0.01_0.0_3.0_2.6_100_1.1,12,0.01,0.0,3.0,2.6,100,1.1,124,0.29281788692027605,0.3756906077348066,62.98342541436463,48,0.1810773653050275,0.4143646408839779,59.11602209944752,False,0.07886762791591129
12_0.0_0.03_2.0_3.0_125_1.3,12,0.0,0.03,2.0,3.0,125,1.3,112,0.12614689160974824,0.39779005524861877,60.773480662983424,47,0.33035698572071787,0.35911602209944754,64.64088397790056,False,0.07805083865643297
12_0.01_0.03_2.0_2.6_125_1.5,12,0.01,0.03,2.0,2.6,125,1.5,118,0.5370886153880315,0.287292817679558,71.8232044198895,43,-0.06835643233273042,0.5027624309392266,50.27624309392266,False,0.07370455874590881
12_0.0_0.03_3.0_2.6_100_1.3,12,0.0,0.03,3.0,2.6,100,1.3,123,0.4323798764068565,0.281767955801105,72.37569060773481,47,0.015968187423243428,0.4696132596685083,53.591160220994475,False,0.07265745609529323
16_0.0_0.03_3.0_2.6_125_1.1,16,0.0,0.03,3.0,2.6,125,1.1,108,0.5343889570779419,0.30939226519337015,69.61325966850829,32,-0.06987366849610685,0.48066298342541436,52.48618784530387,False,0.06948766427244274
12_0.0_0.03_3.0_2.6_125_1.3,12,0.0,0.03,3.0,2.6,125,1.3,123,0.5931701625920813,0.24861878453038674,75.69060773480662,47,-0.14783970712364683,0.5138121546961326,49.171270718232044,False,0.06411498585517483
16_0.0_0.03_3.0_2.6_125_1.5,16,0.0,0.03,3.0,2.6,125,1.5,108,0.31394291559932375,0.36464088397790057,64.08839779005525,32,0.13288583104882112,0.4088397790055249,59.66850828729282,False,0.06008841515643215
20_0.01_0.03_3.0_2.6_125_1.3,20,0.01,0.03,3.0,2.6,125,1.3,73,0.4322877749560255,0.32044198895027626,68.50828729281768,23,0.016682654785222767,0.4585635359116022,54.69613259668509,False,0.059467667310309
12_0.01_0.03_3.0_2.6_100_1.5,12,0.01,0.03,3.0,2.6,100,1.5,115,0.7871204925841112,0.2154696132596685,79.00552486187846,43,-0.3218771308010201,0.5966850828729282,40.88397790055249,False,0.059166013716792754
12_0.0_0.03_2.5_2.6_100_1.3,12,0.0,0.03,2.5,2.6,100,1.3,124,0.2730178319546996,0.3701657458563536,63.53591160220995,47,0.14927307716819097,0.3701657458563536,63.53591160220995,False,0.05212516326653699
20_0.0_0.03_2.5_2.6_75_1.5,20,0.0,0.03,2.5,2.6,75,1.5,78,0.058293458271512326,0.46408839779005523,54.14364640883977,25,0.39508930170978673,0.3425414364640884,66.29834254143645,False,0.050067842854227274
12_0.0_0.03_3.0_3.0_125_1.3,12,0.0,0.03,3.0,3.0,125,1.3,109,0.20571874080817873,0.39226519337016574,61.32596685082873,46,0.2297798163556091,0.3867403314917127,61.87845303867403,False,0.045995794732848594
12_0.01_0.03_2.0_2.6_125_1.1,12,0.01,0.03,2.0,2.6,125,1.1,118,0.5293827295950497,0.281767955801105,72.37569060773481,43,-0.09136873862116023,0.5027624309392266,50.27624309392266,False,0.045748797603723745
20_0.0_0.0_3.0_2.6_75_1.5,20,0.0,0.0,3.0,2.6,75,1.5,82,0.21187877357467483,0.3701657458563536,63.53591160220995,26,0.194673586816458,0.36464088397790057,64.08839779005525,False,0.03914904547400577
16_0.0_0.03_3.0_2.6_100_1.5,16,0.0,0.03,3.0,2.6,100,1.5,108,0.48530025519158543,0.23756906077348067,76.79558011049724,32,-0.06682855803211916,0.5248618784530387,48.06629834254144,False,0.037256227546206555
12_0.0_0.0_2.5_2.6_125_1.5,12,0.0,0.0,2.5,2.6,125,1.5,135,-0.04126450098930924,0.4530386740331492,55.24861878453039,52,0.4565607724430266,0.30939226519337015,69.61325966850829,False,0.0340808018404577
16_0.01_0.0_3.0_2.6_75_1.1,16,0.01,0.0,3.0,2.6,75,1.1,107,0.1994478031757377,0.3756906077348066,62.98342541436463,34,0.21269632343088235,0.3867403314917127,61.87845303867403,False,0.030928656993360337
16_0.0_0.0_2.0_2.6_75_1.1,16,0.0,0.0,2.0,2.6,75,1.1,117,0.18831599519087835,0.3756906077348066,62.98342541436463,35,0.21083570642276953,0.36464088397790057,64.08839779005525,False,0.02898595575729429
16_0.0_0.03_2.0_2.6_100_1.5,16,0.0,0.03,2.0,2.6,100,1.5,111,0.3620243971385197,0.3370165745856354,66.85082872928176,32,0.07010633630511348,0.4696132596685083,53.591160220994475,False,0.028815816316561327
12_0.01_0.0_3.0_2.6_125_1.3,12,0.01,0.0,3.0,2.6,125,1.3,124,0.29437830353658095,0.35911602209944754,64.64088397790056,48,0.11227006462564412,0.39779005524861877,60.773480662983424,False,0.028195329488191923
16_0.0_0.03_2.0_2.6_125_1.3,16,0.0,0.03,2.0,2.6,125,1.3,111,0.360683292623009,0.3259668508287293,67.95580110497238,32,0.05208822690837178,0.44751381215469616,55.80110497237569,False,0.026031188039668085
12_0.01_0.0_2.0_2.6_75_1.5,12,0.01,0.0,2.0,2.6,75,1.5,126,0.16245684444828548,0.3812154696132597,62.430939226519335,48,0.23734480498975294,0.3756906077348066,62.98342541436463,False,0.021348610764005294
20_0.0_0.03_2.5_2.6_125_1.1,20,0.0,0.03,2.5,2.6,125,1.1,78,0.21186915620560925,0.3701657458563536,63.53591160220995,25,0.20997869766432972,0.430939226519337,57.4585635359116,False,0.021295367682093613
12_0.0_0.0_2.0_2.6_100_1.5,12,0.0,0.0,2.0,2.6,100,1.5,136,-0.013944607390574265,0.4198895027624309,58.5635359116022,52,0.4046154242967008,0.32044198895027626,68.50828729281768,False,0.020505071049772894
12_0.0_0.0_2.0_2.6_75_1.1,12,0.0,0.0,2.0,2.6,75,1.1,136,0.1673235772188687,0.3812154696132597,62.430939226519335,52,0.24557829229415687,0.4088397790055249,59.66850828729282,False,0.017874245203633232
12_0.01_0.03_2.5_2.6_75_1.1,12,0.01,0.03,2.5,2.6,75,1.1,116,0.5877397452248379,0.281767955801105,72.37569060773481,43,-0.13681004763613053,0.5911602209944752,41.43646408839779,False,0.014465609190917272
16_0.0_0.03_2.0_2.6_125_1.1,16,0.0,0.03,2.0,2.6,125,1.1,111,0.52820127609961,0.27071823204419887,73.48066298342542,32,-0.11060940630356383,0.5414364640883977,46.408839779005525,False,0.011514521729747818
12_0.0_0.0_2.5_2.6_100_1.1,12,0.0,0.0,2.5,2.6,100,1.1,135,-0.09503955639914409,0.47513812154696133,53.03867403314917,52,0.49571707586106795,0.30386740331491713,70.1657458563536,False,0.011174757030984639
20_0.01_0.03_3.0_2.6_75_1.5,20,0.01,0.03,3.0,2.6,75,1.5,73,0.4762241022059569,0.30386740331491713,70.1657458563536,23,-0.05914110201112789,0.5082872928176796,49.72375690607735,False,0.011005652128530663
