Date,Open,High,Low,Close,Volume,data_interval,timeframe_label,data_source,source_period_requested,downloaded_at_utc,bar_return,daily_return,ema_20,sma_20,sma_50,sma_100,sma_200,ma_20,ma_50,ma_100,ma_200,std_20,price_std_20,avg_volume_20,volume_ratio_20,rsi_14,true_range,atr_14,atr_percent,adx_14,plus_di_14,minus_di_14,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,bollinger_width,macd_line,macd_signal,macd_hist,rolling_high_20_prev,rolling_low_10_prev,rolling_low_5_prev,rolling_high_55_prev,rolling_low_20_prev,trailing_return_12,trailing_return_60,trailing_return_5,trailing_return_20,atr_percent_median_60,atr_percent_ratio_60,bollinger_width_median_60,bollinger_width_ratio_60,distance_from_ma_20,distance_from_ma_50,ma_50_over_ma_200,zscore_20,bars_per_year
2023-09-20,19.408430182508972,19.45983733947489,19.27477264404297,19.27477264404297,2100,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,-0.0017426354365377428,-0.0017426354365377428,19.335845534314426,19.309307575225827,19.680717697143553,19.518305492401122,19.123440647125243,19.335845534314426,19.680717697143553,19.518305492401122,19.123440647125243,0.006879606392491349,0.14207276552157477,7315.0,0.28708133971291866,45.88887731027416,0.1850646954319224,0.1506555826565087,0.007816205432808053,11.15186521724505,33.20103751688042,32.031972274540394,19.309307575225827,0.14207276552157477,19.593453106268974,19.02516204418268,0.0294309394509528,-0.07700607887135291,-0.10274770695042768,0.025741628079074763,19.628075928475383,19.048579815915996,19.151394971065816,20.646869060765766,19.048579815915996,-0.010555509809279662,-0.008080795786513661,0.004774940273475359,0.007917998393200953,0.008846214614901243,0.8835649792671587,0.047827007428834695,0.6153623451089899,-0.0031585321760599916,-0.02062653706777695,0.029141045291035672,-0.24307917887058655,250.30279375513558
2023-09-21,19.159808041374436,19.159808041374436,18.96446228027344,18.96446228027344,9200,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,-0.01609930085818323,-0.01609930085818323,19.300475700596238,19.290847969055175,19.659201583862306,19.51526231765747,19.126476697921753,19.300475700596238,19.659201583862306,19.51526231765747,19.126476697921753,0.007317018244504677,0.16049981031984584,7545.0,1.219350563286945,36.940009074547156,0.3103103637695277,0.1620594955931529,0.008545430563656153,11.648167746719977,28.660101137012056,41.32802182147156,19.290847969055175,0.16049981031984584,19.611847589694868,18.969848348415482,0.03327999071420963,-0.09782436966045083,-0.10176303949243232,0.0039386698319814895,19.628075928475383,19.048579815915996,19.254208775509937,20.646869060765766,19.048579815915996,-0.018716437154008614,-0.03242720169901614,-0.022451339798059022,-0.01909582718840186,0.008806061461626128,0.9704032388252435,0.04333258155342163,0.768013109793173,-0.01740959267197839,-0.03533914134942062,0.02785274540388505,-2.0335580966189863,250.30279375513558
2023-09-22,19.04858011446291,19.11400853360128,19.011194229125977,19.011194229125977,1100,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,0.002464185283077791,0.002464185283077791,19.272925084265736,19.282903289794923,19.63275043487549,19.513331527709962,19.13096417427063,19.272925084265736,19.63275043487549,19.513331527709962,19.13096417427063,0.007140634092935296,0.16993596190485202,7255.0,0.15161957270847692,38.87328582317347,0.14954625332783777,0.16116569257420182,0.008477410236927092,12.109020095518124,26.76054286405919,38.58884845357403,19.282903289794923,0.16993596190485202,19.622775213604626,18.94303136598522,0.03525111532240823,-0.10929228396383905,-0.10326888838671366,-0.00602339557712539,19.628075928475383,18.96446228027344,18.96446228027344,20.646869060765766,18.96446228027344,-0.009978149146601,-0.02637508215014972,-0.01753366904466558,-0.008288620623130072,0.008741748900217096,0.9697613525271311,0.03809288933209079,0.9253988327084303,-0.0135802351742359,-0.03165915075482162,0.02622901052105453,-1.5988908858566262,250.30279375513558
2023-09-25,18.861647337327245,18.95978729304045,18.861647337327245,18.933616638183594,6200,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,-0.0040806269194562095,-0.0040806269194562095,19.240609994162675,19.269864559173584,19.60786952972412,19.513297367095948,19.135122833251952,19.240609994162675,19.60786952972412,19.513297367095948,19.135122833251952,0.0071735944351731884,0.18551701228720943,5355.0,1.157796451914099,36.85340906769182,0.1495468917987317,0.16033577823309683,0.008468312277420165,13.112998593976593,24.977696865907948,42.68019392188481,19.269864559173584,0.18551701228720943,19.640898583748005,18.898830534599163,0.038509250901588375,-0.12322014676715298,-0.10725914006280153,-0.015961006704351452,19.628075928475383,18.96446228027344,18.96446228027344,20.646869060765766,18.96446228027344,-0.006961108327290244,-0.028674199170034997,-0.019553775871406054,-0.013585979832440143,0.0086813070105288,0.9754651306709564,0.03718323896039913,1.0356615501570876,-0.01595548977252892,-0.0343868511833173,0.024705704823104302,-1.8124910316549607,250.30279375513558
2023-09-26,18.814912421973816,18.814912421973816,18.680320739746097,18.680320739746097,1300,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,-0.013378104314559325,-0.013378104314559325,19.18724911278967,19.235235023498536,19.57769832611084,19.51030632019043,19.138274021148682,19.18724911278967,19.57769832611084,19.51030632019043,19.138274021148682,0.007301093703885926,0.22375102176135028,5110.0,0.25440313111545987,31.160274532399995,0.25329589843749645,0.16697578681912537,0.008938593140098027,14.646124326158267,22.271253063026784,45.81235963998371,19.235235023498536,0.22375102176135028,19.682737067021236,18.787732979975836,0.04652940741051655,-0.15293401240844062,-0.11639411453192935,-0.03653989787651127,19.628075928475383,18.861647337327245,18.861647337327245,20.646869060765766,18.861647337327245,-0.020774086817535675,-0.05054634068124442,-0.03252982044266162,-0.03575047122743591,0.0086813070105288,1.029636796539644,0.03718323896039913,1.251354338982445,-0.026420065224757372,-0.0458367256158968,0.022960498134605878,-2.4800525127626116,250.30279375513558
2023-09-27,18.693404989263755,18.693404989263755,18.55320480839268,18.64480209350586,2600,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,-0.0019013938109030404,-0.0019013938109030404,19.135587491905497,19.18756675720215,19.54524654388428,19.50716283798218,19.14049333572388,19.135587491905497,19.54524654388428,19.50716283798218,19.14049333572388,0.006621564328482019,0.24215039163208057,5175.0,0.5024154589371981,30.4499236605332,0.1402001808710729,0.16506324353712162,0.00885304347610182,16.43985022412429,20.92006806060351,48.533694069539976,19.18756675720215,0.24215039163208057,19.67186754046631,18.703265973937988,0.05048068776958138,-0.17730466510487375,-0.12857622464651824,-0.048728440458355504,19.628075928475383,18.680320739746097,18.680320739746097,20.646869060765766,18.680320739746097,-0.034088744210607036,-0.057500745784989094,-0.03268368256119525,-0.048645636376306034,0.0086813070105288,1.019782328325071,0.03718323896039913,1.3576194323292894,-0.025647783147877967,-0.04606974122105245,0.02114643552081108,-2.241436241494736,250.30279375513558
2023-09-28,18.7775277647417,18.81304533842497,18.74948701202051,18.76818084716797,17500,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,0.006617327072894197,0.006617327072894197,19.100596382882877,19.146488094329833,19.5160848236084,19.502110767364503,19.1436794090271,19.100596382882877,19.5160848236084,19.502110767364503,19.1436794090271,0.006902215757304709,0.24011632510104344,5715.0,3.062117235345582,35.915005285740435,0.16824324491911113,0.16529038649297803,0.00880694766525119,17.36362557592057,24.569219351615025,45.005070315128,19.146488094329833,0.24011632510104344,19.62672074453192,18.666255444127746,0.050164045524808916,-0.1845357355566115,-0.1397681268285369,-0.044767608728074615,19.628075928475383,18.55320480839268,18.55320480839268,20.646869060765766,18.55320480839268,-0.023251247820043508,-0.039464235999801645,-0.010349960373495115,-0.04193892649488484,0.0086813070105288,1.0144725505698637,0.03718323896039913,1.349103707136288,-0.017403411341271213,-0.038322439321215596,0.01945317859876461,-1.5755165626604863,250.30279375513558
2023-09-29,18.880341098819915,18.880341098819915,18.71210015667869,18.743879318237305,2300,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,-0.001294826021155382,-0.001294826021155382,19.06662332910711,19.112232398986816,19.488530769348145,19.49699996948242,19.146934814453125,19.06662332910711,19.488530769348145,19.49699996948242,19.146934814453125,0.006760197558076999,0.24616382918784513,5760.0,0.3993055555555556,35.32619710908152,0.16824094214122454,0.16550114046785278,0.008829609797307247,17.823364364702364,25.68963779740152,41.737205293799065,19.112232398986816,0.24616382918784513,19.604560057362505,18.619904740611126,0.051519639160707245,-0.19003671630322216,-0.14982184472347396,-0.04021487157974821,19.6000362230667,18.55320480839268,18.55320480839268,20.646869060765766,18.55320480839268,-0.02290000664180436,-0.021899295904597715,-0.014060921563734952,-0.035262450242421584,0.0086813070105288,1.017083002202155,0.03718323896039913,1.3855608225947358,-0.0169271719118248,-0.0382097275532971,0.01784076449861649,-1.4963737034998124,250.30279375513558
2023-10-02,18.656017995319942,18.656017995319942,18.515817809400655,18.56068229675293,2600,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,-0.009773698303004341,-0.009773698303004341,19.018438468882902,19.066246604919435,19.45637809753418,19.490517978668212,19.148292760849,19.018438468882902,19.45637809753418,19.490517978668212,19.148292760849,0.006895076853821564,0.25867935994701924,4740.0,0.5485232067510548,31.176682554235498,0.22806150883664955,0.16996973820848113,0.009157515628518475,18.898928677539402,23.227511463579788,45.98568623787435,19.066246604919435,0.25867935994701924,19.583605324813472,18.548887885025398,0.05426959281650638,-0.20679494833076362,-0.1612164654449319,-0.04557848288583172,19.6000362230667,18.55320480839268,18.55320480839268,20.646869060765766,18.55320480839268,-0.04326472095663858,-0.04528843373780034,-0.01969694161223079,-0.04721237589391658,0.0086813070105288,1.0548544841706582,0.03718323896039913,1.4595176303577144,-0.024069072383567813,-0.046036101698433196,0.016089441525309223,-1.9544052848671467,250.30279375513558
2023-10-03,18.48778081556549,18.48778081556549,18.23541938432412,18.274675369262695,12300,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,-0.015409289535669113,-0.015409289535669113,18.947603887966693,19.013671398162845,19.415794715881347,19.48106533050537,19.14824338912964,18.947603887966693,19.415794715881347,19.48106533050537,19.14824338912964,0.007372148975049315,0.3034828732261136,5260.0,2.338403041825095,26.035043956296235,0.32526291242880845,0.18106210779564738,0.009907815276444631,20.640473372009374,20.247062963221488,51.14666364705399,19.013671398162845,0.3034828732261136,19.620637144615074,18.406705651710617,0.06384519157208907,-0.24038334714551368,-0.17704984178504826,-0.06333350536046542,19.45983733947489,18.515817809400655,18.515817809400655,20.646869060765766,18.515817809400655,-0.05559571676288255,-0.061173490879769865,-0.02171511807183857,-0.05440827737798548,0.0086813070105288,1.1412815218294097,0.03718323896039913,1.7170422307772981,-0.03551523045778693,-0.05877273443179032,0.013972630351230864,-2.4350501926003316,250.30279375513558
