agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,adjusted_p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,research_grade,artifact_run_id,signal_count,trades_per_month,average_holding_bars,average_holding_days,average_holding_hours,activity_status,activity_warning
trend_pullback,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.251; BH-adjusted p=0.977; percentile=75.0; RCSI_z=0.569. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.10225662137417113,0.08682770571687672,0.07265709807828412,-0.24733372115226537,0.1117613241148743,0.5687603678596943,0.2508745627186406,0.9767616191904048,0.6005433714911922,74.96251874062968,63,7310,0.00047,False,run_20260402T171509Z_pid85637,63.0,0.1979930304594734,14.873015873015872,21.047619047619047,505.1428571428572,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
breakout_volume_momentum,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.646; BH-adjusted p=0.977; percentile=35.4; RCSI_z=-0.480. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.10262395940616964,-0.025641751023806027,-0.05129932002455896,-0.2619853697869152,-0.0858444680284727,-0.4796460927148107,0.6461769115442278,0.9767616191904048,0.1896485637558174,35.43228385807096,89,7310,0.00047,False,run_20260402T171509Z_pid85637,89.0,0.2706231268731269,9.910112359550562,13.9438202247191,334.65168539325845,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
mean_reversion_vol_filter,Random / Luck,Random / Luck,Low,random / luck,stable,"The result is statistically consistent with the null distribution. raw p=0.651; BH-adjusted p=0.977; percentile=34.9; RCSI_z=-0.435. Robustness stability: stable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.09360867414610519,-0.14770701246067702,-0.09672907888551811,-0.10629906661886701,-0.0591129988123352,-0.4346953636244683,0.6511744127936032,0.9767616191904048,0.1863026729236267,34.93253373313343,70,7310,0.00047,False,run_20260402T171509Z_pid85637,70.0,0.2187949270897514,6.957142857142857,9.742857142857142,233.82857142857145,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
momentum_relative_strength,Negative Skill,Negative Skill,Low,negative skill,stable,"The result is worse than the random null on all three metrics. raw p=0.996; BH-adjusted p=0.996; percentile=0.4; RCSI_z=-1.627. Robustness stability: stable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.5599683506931705,-0.4540217904795466,-0.08767251080650439,-0.6582321629578304,-0.5356799282491023,-1.6268654645957503,0.9960019990004998,0.9960019990004998,0.001739789935723781,0.4497751124437781,525,4830,0.00047,False,run_20260402T171509Z_pid85637,529.0,2.37510218489893,6.182857142857143,8.792380952380952,211.0171428571429,acceptable,Trade activity is in a reasonable range for daily research and null-hypothesis testing.
trend_momentum_verification,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.338; BH-adjusted p=0.977; percentile=66.2; RCSI_z=0.326. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.0351625353848104,0.05466382020647176,0.04567919864561725,-0.15772944221843055,0.0476889890954492,0.3263537067204116,0.3383308345827086,0.9767616191904048,0.47065841995106716,66.21689155422288,42,7310,0.00047,False,run_20260402T171509Z_pid85637,43.0,0.1598368342085521,15.238095238095235,21.404761904761905,513.7142857142857,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
random,Negative Skill,Negative Skill,Low,negative skill,unstable,"The result is worse than the random null on all three metrics. raw p=0.928; BH-adjusted p=0.996; percentile=7.2; RCSI_z=-1.303. Robustness stability: unstable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.4855296957813644,-0.2918942804579213,-0.10203462269548652,-0.5310691926717728,-0.2776340213962706,-1.303497274136097,0.9280359820089956,0.9960019990004998,0.032435184896430935,7.246376811594203,279,7310,0.00047,False,run_20260402T171509Z_pid85637,279.0,0.8304383434382946,12.172043010752688,17.189964157706093,412.55913978494624,acceptable,Trade activity is in a reasonable range for daily research and null-hypothesis testing.
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,-0.2598695955368421,-0.0309415447644228,,-0.5313727874669694,,,,,,,,7430,0.00047,,,,,,,,,
